PLT_CN,hybrid_class,source
52735266010538,Not LSOG,v4
52735447010538,Not LSOG,v4
52735648010538,Not LSOG,v4
52735694010538,Transitioning LS,v4
52735848010538,Not LSOG,v4
52735996010538,Not LSOG,v4
52736115010538,Not LSOG,v4
52736232010538,Not LSOG,v4
52736434010538,Not LSOG,v4
52736598010538,Not LSOG,v4
52736682010538,Not LSOG,v4
52736842010538,Not LSOG,v4
52736976010538,Not LSOG,v4
52737129010538,Not LSOG,v4
52737291010538,Not LSOG,v4
52737456010538,Not LSOG,v4
52737636010538,Not LSOG,v4
52737738010538,Not LSOG,v4
52737868010538,Not LSOG,v4
52737946010538,Not LSOG,v4
52738120010538,Not LSOG,v4
52738278010538,Not LSOG,v4
52738400010538,Not LSOG,v4
52738541010538,Not LSOG,v4
52738700010538,Not LSOG,v4
52738914010538,Not LSOG,v4
52739028010538,Not LSOG,v4
52739129010538,Not LSOG,v4
52739341010538,Not LSOG,v4
52739508010538,Not LSOG,v4
52739629010538,Not LSOG,v4
52739799010538,Not LSOG,v4
52739971010538,Not LSOG,v4
52740099010538,Not LSOG,v4
52740243010538,Not LSOG,v4
52740348010538,Transitioning LS,v4
52740562010538,Not LSOG,v4
52740733010538,Transitioning LS,v4
52740884010538,Not LSOG,v4
52740917010538,Transitioning LS,v4
52741113010538,Not LSOG,v4
52741263010538,Not LSOG,v4
52741324010538,Not LSOG,v4
52741452010538,Transitioning LS,v4
52741689010538,Not LSOG,v4
52741783010538,Not LSOG,v4
52741926010538,Not LSOG,v4
52742076010538,Not LSOG,v4
52742183010538,Not LSOG,v4
52742386010538,Not LSOG,v4
52742502010538,Not LSOG,v4
52742652010538,Not LSOG,v4
52742764010538,Not LSOG,v4
52742876010538,Transitioning LS,v4
52743089010538,Not LSOG,v4
52743202010538,Not LSOG,v4
52743280010538,Not LSOG,v4
52743409010538,Not LSOG,v4
52743507010538,Not LSOG,v4
52743691010538,Not LSOG,v4
52743791010538,Not LSOG,v4
52743990010538,Not LSOG,v4
52744153010538,Not LSOG,v4
52744286010538,Not LSOG,v4
52744431010538,Not LSOG,v4
52744659010538,Not LSOG,v4
52744857010538,Not LSOG,v4
52744973010538,Not LSOG,v4
52745192010538,Not LSOG,v4
52745321010538,Not LSOG,v4
52745441010538,Not LSOG,v4
52745603010538,Not LSOG,v4
52745730010538,Not LSOG,v4
52745843010538,Not LSOG,v4
52746035010538,Not LSOG,v4
52746204010538,Not LSOG,v4
52746355010538,Not LSOG,v4
52746481010538,Not LSOG,v4
52746607010538,Not LSOG,v4
52746777010538,Not LSOG,v4
52746931010538,Not LSOG,v4
52747047010538,Not LSOG,v4
52747165010538,Not LSOG,v4
52747270010538,Not LSOG,v4
52747356010538,Not LSOG,v4
52747514010538,Not LSOG,v4
52747731010538,Not LSOG,v4
52747904010538,Not LSOG,v4
52747991010538,Not LSOG,v4
52748176010538,Not LSOG,v4
52748243010538,Not LSOG,v4
52748405010538,Not LSOG,v4
52748548010538,Not LSOG,v4
52748617010538,Not LSOG,v4
52748799010538,Not LSOG,v4
52748890010538,Not LSOG,v4
52749034010538,Not LSOG,v4
52749143010538,Not LSOG,v4
52749305010538,Not LSOG,v4
52749426010538,Not LSOG,v4
52749567010538,Not LSOG,v4
52749718010538,Not LSOG,v4
52749845010538,Not LSOG,v4
52749981010538,Not LSOG,v4
52750131010538,Not LSOG,v4
52750417010538,Not LSOG,v4
52750507010538,Not LSOG,v4
52750619010538,Not LSOG,v4
52750737010538,Not LSOG,v4
52750918010538,Not LSOG,v4
52751066010538,Not LSOG,v4
52751098010538,Not LSOG,v4
52751228010538,Not LSOG,v4
52751465010538,Not LSOG,v4
52751585010538,Not LSOG,v4
52751749010538,Not LSOG,v4
52751892010538,Not LSOG,v4
52752147010538,Not LSOG,v4
52752247010538,Not LSOG,v4
52752416010538,Not LSOG,v4
52752546010538,Not LSOG,v4
52752704010538,Not LSOG,v4
52752861010538,Not LSOG,v4
52753066010538,Not LSOG,v4
52753313010538,Not LSOG,v4
52753575010538,Not LSOG,v4
52753649010538,Not LSOG,v4
52753763010538,Not LSOG,v4
52753937010538,Not LSOG,v4
52754004010538,Not LSOG,v4
52754185010538,Not LSOG,v4
52754391010538,Not LSOG,v4
52754530010538,Not LSOG,v4
52754648010538,Not LSOG,v4
52754999010538,Transitioning LS,v4
52755250010538,Not LSOG,v4
52755374010538,Transitioning LS,v4
52755587010538,Not LSOG,v4
52755753010538,Not LSOG,v4
52755862010538,Not LSOG,v4
52756018010538,Not LSOG,v4
52756062010538,Not LSOG,v4
52756205010538,Not LSOG,v4
52756316010538,Not LSOG,v4
52756456010538,Not LSOG,v4
52756604010538,Not LSOG,v4
52756713010538,Not LSOG,v4
52756842010538,Not LSOG,v4
52757004010538,Not LSOG,v4
52757154010538,Not LSOG,v4
52757315010538,Not LSOG,v4
52757421010538,Not LSOG,v4
52757555010538,Not LSOG,v4
52757651010538,Not LSOG,v4
52757779010538,Not LSOG,v4
52757890010538,Not LSOG,v4
52758055010538,Transitioning LS,v4
52758233010538,Transitioning LS,v4
52758439010538,Not LSOG,v4
52758543010538,Not LSOG,v4
52758644010538,Not LSOG,v4
52758810010538,Not LSOG,v4
52758976010538,Not LSOG,v4
52759063010538,Transitioning LS,v4
52759277010538,Not LSOG,v4
52759416010538,Not LSOG,v4
52759522010538,Not LSOG,v4
52759600010538,Not LSOG,v4
52759786010538,Not LSOG,v4
52759890010538,Not LSOG,v4
52759992010538,Not LSOG,v4
52760148010538,Not LSOG,v4
52760280010538,Not LSOG,v4
52760416010538,Not LSOG,v4
52760625010538,Not LSOG,v4
52760775010538,Not LSOG,v4
52760896010538,Not LSOG,v4
52761063010538,Not LSOG,v4
52761313010538,Transitioning LS,v4
52761508010538,Not LSOG,v4
52761669010538,Not LSOG,v4
52761811010538,Not LSOG,v4
52761955010538,Not LSOG,v4
52761995010538,Not LSOG,v4
52762165010538,Not LSOG,v4
52762286010538,Not LSOG,v4
52762423010538,Not LSOG,v4
52762599010538,Not LSOG,v4
52762717010538,Not LSOG,v4
52762825010538,Not LSOG,v4
52762924010538,Not LSOG,v4
52763060010538,Not LSOG,v4
52763220010538,Not LSOG,v4
52763316010538,Transitioning LS,v4
52763489010538,Not LSOG,v4
52763626010538,Not LSOG,v4
52763790010538,Not LSOG,v4
52763844010538,Not LSOG,v4
52764005010538,Not LSOG,v4
52764196010538,Not LSOG,v4
52764266010538,Not LSOG,v4
52764371010538,Not LSOG,v4
52764571010538,Not LSOG,v4
52764659010538,Not LSOG,v4
52764804010538,Not LSOG,v4
52764915010538,Not LSOG,v4
52765056010538,Not LSOG,v4
52765203010538,Not LSOG,v4
52765400010538,Transitioning LS,v4
52765677010538,Not LSOG,v4
52765858010538,Not LSOG,v4
52765981010538,Not LSOG,v4
52766122010538,Not LSOG,v4
52766289010538,Not LSOG,v4
52766481010538,Not LSOG,v4
52766618010538,Not LSOG,v4
52766737010538,Not LSOG,v4
52766805010538,Not LSOG,v4
52766900010538,Not LSOG,v4
52767020010538,Not LSOG,v4
52767181010538,Not LSOG,v4
52767377010538,Not LSOG,v4
52767519010538,Not LSOG,v4
52767654010538,Not LSOG,v4
52767757010538,Not LSOG,v4
52767835010538,Not LSOG,v4
52767962010538,Not LSOG,v4
52768251010538,Not LSOG,v4
52768435010538,Not LSOG,v4
52768556010538,Not LSOG,v4
52768707010538,Not LSOG,v4
52768811010538,Not LSOG,v4
52768910010538,Not LSOG,v4
52769072010538,Not LSOG,v4
52769233010538,Not LSOG,v4
52769434010538,Not LSOG,v4
52769536010538,Not LSOG,v4
52769614010538,Not LSOG,v4
52769766010538,Not LSOG,v4
52769979010538,Not LSOG,v4
52770121010538,Not LSOG,v4
52770241010538,Not LSOG,v4
52770428010538,Not LSOG,v4
52770576010538,Not LSOG,v4
52770716010538,Not LSOG,v4
52770783010538,Not LSOG,v4
52770900010538,Not LSOG,v4
52771030010538,Not LSOG,v4
52771168010538,Not LSOG,v4
52771351010538,Not LSOG,v4
52771487010538,Not LSOG,v4
52771663010538,Not LSOG,v4
52771919010538,Not LSOG,v4
52772000010538,Not LSOG,v4
52772082010538,Not LSOG,v4
52772241010538,Not LSOG,v4
52772392010538,Not LSOG,v4
52772503010538,Not LSOG,v4
52772674010538,Not LSOG,v4
52772867010538,Not LSOG,v4
52773003010538,Not LSOG,v4
52773179010538,Not LSOG,v4
52773343010538,Not LSOG,v4
52773505010538,Not LSOG,v4
52773667010538,Not LSOG,v4
52773823010538,Not LSOG,v4
52774013010538,Not LSOG,v4
52774180010538,Not LSOG,v4
52774365010538,Transitioning LS,v4
52774550010538,Transitioning LS,v4
52774716010538,Not LSOG,v4
52774840010538,Not LSOG,v4
52774920010538,Not LSOG,v4
52775050010538,Not LSOG,v4
52775146010538,Not LSOG,v4
52775291010538,Not LSOG,v4
52775428010538,Not LSOG,v4
52775553010538,Not LSOG,v4
52775698010538,Not LSOG,v4
52775807010538,Not LSOG,v4
52775900010538,Not LSOG,v4
52775970010538,Not LSOG,v4
52776095010538,Not LSOG,v4
52776180010538,Not LSOG,v4
52776330010538,Not LSOG,v4
52776416010538,Not LSOG,v4
52776530010538,Not LSOG,v4
52776627010538,Not LSOG,v4
52776741010538,Not LSOG,v4
52776854010538,Not LSOG,v4
52776930010538,Not LSOG,v4
52777090010538,Not LSOG,v4
52777238010538,Not LSOG,v4
52777368010538,Not LSOG,v4
52777505010538,Not LSOG,v4
52777609010538,Not LSOG,v4
52777814010538,Not LSOG,v4
52778004010538,Not LSOG,v4
52778165010538,Not LSOG,v4
52778321010538,Not LSOG,v4
52778372010538,Not LSOG,v4
52778524010538,Not LSOG,v4
52778647010538,Not LSOG,v4
52778743010538,Not LSOG,v4
52778916010538,Not LSOG,v4
52779104010538,Not LSOG,v4
52779286010538,Not LSOG,v4
52779438010538,Not LSOG,v4
52779567010538,Not LSOG,v4
52779653010538,Not LSOG,v4
52779769010538,Not LSOG,v4
52779909010538,Not LSOG,v4
52780051010538,Not LSOG,v4
52780296010538,Not LSOG,v4
52780444010538,Not LSOG,v4
52780596010538,Not LSOG,v4
52780709010538,Not LSOG,v4
52780801010538,Not LSOG,v4
52780988010538,Not LSOG,v4
52781156010538,Not LSOG,v4
52781320010538,Not LSOG,v4
52781457010538,Transitioning LS,v4
52781678010538,Not LSOG,v4
52781872010538,Not LSOG,v4
52782065010538,Not LSOG,v4
52782207010538,Not LSOG,v4
52782386010538,LS,v4
52782529010538,Not LSOG,v4
52782713010538,Not LSOG,v4
52782837010538,Not LSOG,v4
52782972010538,Not LSOG,v4
52783067010538,Not LSOG,v4
52783215010538,Not LSOG,v4
52783399010538,Not LSOG,v4
52783508010538,Not LSOG,v4
52783644010538,Not LSOG,v4
52783816010538,Not LSOG,v4
52783983010538,Transitioning LS,v4
52784178010538,Not LSOG,v4
52784296010538,Transitioning LS,v4
52784439010538,Not LSOG,v4
52784551010538,Not LSOG,v4
52784721010538,Transitioning LS,v4
52784870010538,Not LSOG,v4
52784896010538,Not LSOG,v4
52785041010538,Not LSOG,v4
52785210010538,Not LSOG,v4
52785338010538,Not LSOG,v4
52785411010538,Not LSOG,v4
52785505010538,Not LSOG,v4
52785592010538,Transitioning LS,v4
52785807010538,Not LSOG,v4
52785962010538,Not LSOG,v4
52786075010538,Not LSOG,v4
52786335010538,Not LSOG,v4
52786477010538,Not LSOG,v4
52786533010538,Not LSOG,v4
52786635010538,Not LSOG,v4
52786777010538,Not LSOG,v4
52786914010538,Not LSOG,v4
52787101010538,Not LSOG,v4
52787229010538,Not LSOG,v4
52787322010538,Not LSOG,v4
52787461010538,Not LSOG,v4
52787610010538,Not LSOG,v4
52787725010538,Not LSOG,v4
52787862010538,Not LSOG,v4
52787976010538,Not LSOG,v4
52788083010538,Not LSOG,v4
52788182010538,Not LSOG,v4
52788327010538,Not LSOG,v4
52788376010538,Not LSOG,v4
52788527010538,Not LSOG,v4
52788624010538,Not LSOG,v4
52788746010538,Not LSOG,v4
52788873010538,Not LSOG,v4
52789033010538,Not LSOG,v4
52789121010538,Not LSOG,v4
52789190010538,Not LSOG,v4
52789270010538,Not LSOG,v4
52789386010538,Not LSOG,v4
52789479010538,Not LSOG,v4
52789639010538,Not LSOG,v4
52789773010538,Not LSOG,v4
52789914010538,Not LSOG,v4
52789948010538,Not LSOG,v4
52790062010538,Not LSOG,v4
52790219010538,Not LSOG,v4
52790305010538,Not LSOG,v4
52790488010538,Not LSOG,v4
52790512010538,Not LSOG,v4
52790655010538,Not LSOG,v4
52790821010538,Not LSOG,v4
52790938010538,Not LSOG,v4
52791101010538,Not LSOG,v4
52791296010538,Not LSOG,v4
52791450010538,Not LSOG,v4
52791624010538,Not LSOG,v4
52791780010538,Not LSOG,v4
52791938010538,Not LSOG,v4
52792078010538,Not LSOG,v4
52792217010538,Not LSOG,v4
52792384010538,Not LSOG,v4
52792510010538,Not LSOG,v4
52792625010538,Not LSOG,v4
52792733010538,Not LSOG,v4
52792846010538,Not LSOG,v4
52792958010538,Not LSOG,v4
52793047010538,Not LSOG,v4
52793255010538,Not LSOG,v4
52793373010538,Not LSOG,v4
52793457010538,Not LSOG,v4
52793611010538,Not LSOG,v4
52793701010538,Not LSOG,v4
52793851010538,Not LSOG,v4
52793975010538,Not LSOG,v4
52794058010538,Not LSOG,v4
52794206010538,Not LSOG,v4
52794422010538,Not LSOG,v4
52794524010538,Not LSOG,v4
52794646010538,Transitioning LS,v4
52794754010538,Not LSOG,v4
52794807010538,Not LSOG,v4
52794918010538,Not LSOG,v4
52795141010538,Not LSOG,v4
52795271010538,Not LSOG,v4
52795444010538,Not LSOG,v4
52795582010538,Not LSOG,v4
52795744010538,Not LSOG,v4
52795868010538,Not LSOG,v4
52795986010538,Not LSOG,v4
52796159010538,Not LSOG,v4
52796234010538,Not LSOG,v4
52796363010538,Not LSOG,v4
52796440010538,Not LSOG,v4
52796578010538,Not LSOG,v4
52796707010538,Not LSOG,v4
52796858010538,Not LSOG,v4
52797021010538,Not LSOG,v4
52797182010538,Not LSOG,v4
52797253010538,Not LSOG,v4
52797428010538,Not LSOG,v4
52797576010538,Not LSOG,v4
52797669010538,Not LSOG,v4
52797892010538,Not LSOG,v4
52798014010538,Not LSOG,v4
52798160010538,Not LSOG,v4
52798302010538,Not LSOG,v4
52798370010538,LS,v4
52798659010538,Not LSOG,v4
52798780010538,Not LSOG,v4
52798888010538,Not LSOG,v4
52799044010538,Not LSOG,v4
52799180010538,Not LSOG,v4
52799354010538,Not LSOG,v4
52799518010538,Not LSOG,v4
52799685010538,Not LSOG,v4
52799796010538,Not LSOG,v4
52799990010538,Not LSOG,v4
52800186010538,Not LSOG,v4
52800294010538,Not LSOG,v4
52800506010538,Not LSOG,v4
52800652010538,Transitioning LS,v4
52800824010538,Not LSOG,v4
52800964010538,Not LSOG,v4
52801115010538,Not LSOG,v4
52801217010538,Not LSOG,v4
52801374010538,Not LSOG,v4
52801577010538,Not LSOG,v4
52801735010538,Not LSOG,v4
52801896010538,Not LSOG,v4
52802135010538,Not LSOG,v4
52802282010538,Not LSOG,v4
52802519010538,Not LSOG,v4
52802550010538,Not LSOG,v4
52802677010538,Not LSOG,v4
52802840010538,Not LSOG,v4
52802911010538,Not LSOG,v4
52803062010538,Not LSOG,v4
52803257010538,Not LSOG,v4
52803384010538,Not LSOG,v4
52803541010538,Not LSOG,v4
52803704010538,Not LSOG,v4
52803846010538,Not LSOG,v4
52803907010538,Not LSOG,v4
52804062010538,Not LSOG,v4
52804154010538,Not LSOG,v4
52804246010538,Not LSOG,v4
52804405010538,Not LSOG,v4
52804604010538,Not LSOG,v4
52804757010538,Not LSOG,v4
52804927010538,Not LSOG,v4
52805110010538,Not LSOG,v4
52805269010538,Not LSOG,v4
52805413010538,Not LSOG,v4
52805523010538,Not LSOG,v4
52805694010538,Not LSOG,v4
52805813010538,Transitioning LS,v4
52805985010538,Not LSOG,v4
52806140010538,Not LSOG,v4
52806279010538,Not LSOG,v4
52806348010538,Not LSOG,v4
52806459010538,Not LSOG,v4
52806549010538,Not LSOG,v4
52806601010538,Not LSOG,v4
52806735010538,Not LSOG,v4
52806925010538,Not LSOG,v4
52807060010538,Not LSOG,v4
52807159010538,Not LSOG,v4
52807300010538,Not LSOG,v4
52807412010538,Not LSOG,v4
52807599010538,Not LSOG,v4
52807756010538,Not LSOG,v4
52807857010538,Not LSOG,v4
52808065010538,Not LSOG,v4
52808166010538,Not LSOG,v4
52808283010538,Not LSOG,v4
52808439010538,Transitioning LS,v4
52808691010538,Not LSOG,v4
52808772010538,Not LSOG,v4
52808930010538,Not LSOG,v4
52809015010538,Not LSOG,v4
52809118010538,Not LSOG,v4
52809195010538,Not LSOG,v4
52809353010538,Transitioning LS,v4
52809573010538,Not LSOG,v4
52809704010538,Not LSOG,v4
52809897010538,Not LSOG,v4
52810013010538,Not LSOG,v4
52810224010538,Not LSOG,v4
52810453010538,Not LSOG,v4
52810595010538,Not LSOG,v4
52810734010538,Not LSOG,v4
52810929010538,Transitioning LS,v4
52811166010538,Not LSOG,v4
52811316010538,Not LSOG,v4
52811428010538,Not LSOG,v4
52811455010538,Not LSOG,v4
52811570010538,Not LSOG,v4
52811764010538,Not LSOG,v4
52811928010538,Not LSOG,v4
52812098010538,Not LSOG,v4
52812265010538,Not LSOG,v4
52812531010538,Not LSOG,v4
52812690010538,Not LSOG,v4
52812840010538,Not LSOG,v4
52813020010538,Not LSOG,v4
52813192010538,Not LSOG,v4
52813349010538,Not LSOG,v4
52813517010538,Not LSOG,v4
52813652010538,Not LSOG,v4
52813780010538,Not LSOG,v4
52813913010538,Not LSOG,v4
52814064010538,Not LSOG,v4
52814189010538,Not LSOG,v4
52814325010538,Not LSOG,v4
52814507010538,Not LSOG,v4
52814703010538,Not LSOG,v4
52814871010538,Not LSOG,v4
52814992010538,Not LSOG,v4
52815079010538,Not LSOG,v4
52815264010538,Not LSOG,v4
52815441010538,Not LSOG,v4
52815626010538,Not LSOG,v4
52815808010538,Not LSOG,v4
52815918010538,Not LSOG,v4
52815997010538,Not LSOG,v4
52816210010538,Not LSOG,v4
52816382010538,Not LSOG,v4
52816497010538,Not LSOG,v4
52816673010538,Not LSOG,v4
52816812010538,Not LSOG,v4
52816945010538,Not LSOG,v4
52817210010538,Not LSOG,v4
52817748010538,Not LSOG,v4
52818225010538,Not LSOG,v4
52818547010538,Not LSOG,v4
52818732010538,Not LSOG,v4
52818911010538,Transitioning LS,v4
52819144010538,Not LSOG,v4
52819399010538,Not LSOG,v4
52819540010538,Not LSOG,v4
52819714010538,Not LSOG,v4
52819783010538,Not LSOG,v4
52819919010538,Not LSOG,v4
52820064010538,Not LSOG,v4
52820184010538,Not LSOG,v4
52820395010538,Not LSOG,v4
52820562010538,Not LSOG,v4
52820733010538,Not LSOG,v4
52820861010538,Not LSOG,v4
52821035010538,Not LSOG,v4
52821165010538,Not LSOG,v4
52821328010538,Not LSOG,v4
52821479010538,Not LSOG,v4
52821596010538,Not LSOG,v4
52821740010538,Not LSOG,v4
52821870010538,Not LSOG,v4
52822006010538,Not LSOG,v4
52822066010538,Not LSOG,v4
52822135010538,Not LSOG,v4
52822189010538,Not LSOG,v4
52822297010538,Not LSOG,v4
52822378010538,Not LSOG,v4
52822498010538,Not LSOG,v4
52822658010538,Not LSOG,v4
52822696010538,Not LSOG,v4
52822870010538,Not LSOG,v4
52823045010538,LS,v4
52823206010538,Not LSOG,v4
52823391010538,Not LSOG,v4
52823515010538,Not LSOG,v4
52823665010538,Not LSOG,v4
52823805010538,Not LSOG,v4
52824007010538,Not LSOG,v4
52824181010538,Not LSOG,v4
52824347010538,Transitioning LS,v4
52824529010538,Not LSOG,v4
52824720010538,Not LSOG,v4
52824854010538,Not LSOG,v4
52824963010538,Not LSOG,v4
52825086010538,Not LSOG,v4
52825216010538,Not LSOG,v4
52825329010538,Transitioning LS,v4
52825539010538,Not LSOG,v4
52825692010538,Not LSOG,v4
52825864010538,Transitioning LS,v4
52826011010538,Not LSOG,v4
52826152010538,Not LSOG,v4
52826384010538,Not LSOG,v4
52826493010538,Not LSOG,v4
52826622010538,Not LSOG,v4
52826696010538,Not LSOG,v4
52826827010538,Not LSOG,v4
52826897010538,Not LSOG,v4
52826946010538,Not LSOG,v4
52827089010538,Not LSOG,v4
52827195010538,Not LSOG,v4
52827354010538,Not LSOG,v4
52827555010538,Not LSOG,v4
52827678010538,Not LSOG,v4
52827840010538,Not LSOG,v4
52827957010538,Not LSOG,v4
52828098010538,Not LSOG,v4
52828217010538,Transitioning LS,v4
52828391010538,Not LSOG,v4
52828536010538,Not LSOG,v4
52828668010538,Transitioning LS,v4
52828859010538,Not LSOG,v4
52829041010538,Not LSOG,v4
52829152010538,Not LSOG,v4
52829256010538,Transitioning LS,v4
52829416010538,Not LSOG,v4
52829477010538,Not LSOG,v4
52829628010538,Not LSOG,v4
52829650010538,Not LSOG,v4
52829775010538,Transitioning LS,v4
52830014010538,Not LSOG,v4
52830125010538,Transitioning LS,v4
52830298010538,Not LSOG,v4
52830356010538,Not LSOG,v4
52830498010538,Not LSOG,v4
52830591010538,Not LSOG,v4
52830738010538,Not LSOG,v4
52830763010538,Not LSOG,v4
52830863010538,Not LSOG,v4
52831064010538,Not LSOG,v4
52831128010538,Not LSOG,v4
52831262010538,Not LSOG,v4
52831376010538,Not LSOG,v4
52831556010538,Not LSOG,v4
52831776010538,Not LSOG,v4
52831981010538,Not LSOG,v4
52832159010538,Not LSOG,v4
52832332010538,Not LSOG,v4
52832486010538,Not LSOG,v4
52832643010538,Not LSOG,v4
52832790010538,Not LSOG,v4
52833008010538,Not LSOG,v4
52833182010538,Not LSOG,v4
52833276010538,Not LSOG,v4
52833329010538,Not LSOG,v4
52833456010538,Not LSOG,v4
52833651010538,Not LSOG,v4
52833747010538,Not LSOG,v4
52833798010538,Not LSOG,v4
52833928010538,Not LSOG,v4
52834015010538,Not LSOG,v4
52834166010538,Not LSOG,v4
52834363010538,Not LSOG,v4
52834500010538,Not LSOG,v4
52834648010538,Not LSOG,v4
52834718010538,Not LSOG,v4
52834828010538,Not LSOG,v4
52834998010538,Not LSOG,v4
52835151010538,Not LSOG,v4
52835274010538,Not LSOG,v4
52835426010538,Not LSOG,v4
52835578010538,Not LSOG,v4
52835718010538,Not LSOG,v4
52835841010538,Not LSOG,v4
52835971010538,Not LSOG,v4
52836061010538,Not LSOG,v4
52836247010538,Not LSOG,v4
52836370010538,Not LSOG,v4
52836570010538,Not LSOG,v4
52836663010538,Not LSOG,v4
52836804010538,Not LSOG,v4
52836959010538,Not LSOG,v4
52837063010538,Not LSOG,v4
52837222010538,Not LSOG,v4
52837393010538,Not LSOG,v4
52837542010538,Not LSOG,v4
52837649010538,Not LSOG,v4
52837790010538,Not LSOG,v4
52837945010538,Not LSOG,v4
52838130010538,Not LSOG,v4
52838299010538,Not LSOG,v4
52838443010538,Not LSOG,v4
52838628010538,Not LSOG,v4
52838842010538,Not LSOG,v4
52839001010538,Transitioning LS,v4
52839126010538,Not LSOG,v4
52839249010538,Not LSOG,v4
52839314010538,Not LSOG,v4
52839407010538,Not LSOG,v4
52839494010538,Not LSOG,v4
52839586010538,Not LSOG,v4
52839708010538,Not LSOG,v4
52839870010538,Not LSOG,v4
52840060010538,Not LSOG,v4
52840212010538,Not LSOG,v4
52840359010538,Not LSOG,v4
52840438010538,Not LSOG,v4
52840536010538,Not LSOG,v4
52840632010538,Not LSOG,v4
52840807010538,Not LSOG,v4
52840968010538,Not LSOG,v4
52841153010538,Not LSOG,v4
52841291010538,Not LSOG,v4
52841401010538,Not LSOG,v4
52841572010538,Not LSOG,v4
52841625010538,Not LSOG,v4
52841845010538,Not LSOG,v4
52841920010538,Not LSOG,v4
52842069010538,Not LSOG,v4
52842236010538,Not LSOG,v4
52842460010538,Not LSOG,v4
52842641010538,Not LSOG,v4
52842775010538,Not LSOG,v4
52842918010538,Not LSOG,v4
52842990010538,Transitioning LS,v4
52843181010538,Not LSOG,v4
52843346010538,Not LSOG,v4
52843383010538,Not LSOG,v4
52843537010538,Not LSOG,v4
52843693010538,Not LSOG,v4
52843788010538,Not LSOG,v4
52843907010538,Not LSOG,v4
52844009010538,Not LSOG,v4
52844116010538,Not LSOG,v4
52844192010538,Not LSOG,v4
52844347010538,Not LSOG,v4
52844449010538,Not LSOG,v4
52844607010538,Not LSOG,v4
52844749010538,Not LSOG,v4
52844889010538,Not LSOG,v4
52845016010538,Not LSOG,v4
52845155010538,Not LSOG,v4
52845358010538,Not LSOG,v4
52845555010538,Not LSOG,v4
52845714010538,Not LSOG,v4
52845885010538,Not LSOG,v4
52846002010538,Not LSOG,v4
52846078010538,Not LSOG,v4
52846192010538,Not LSOG,v4
52846341010538,Not LSOG,v4
52846522010538,Not LSOG,v4
52846677010538,Not LSOG,v4
52846719010538,Not LSOG,v4
52846830010538,Not LSOG,v4
52846982010538,Not LSOG,v4
52847090010538,Not LSOG,v4
52847244010538,Not LSOG,v4
52847440010538,Not LSOG,v4
52847526010538,Not LSOG,v4
52847689010538,Not LSOG,v4
52847816010538,Not LSOG,v4
52847954010538,Not LSOG,v4
52848064010538,Not LSOG,v4
52848187010538,Not LSOG,v4
52848346010538,Not LSOG,v4
52848455010538,Not LSOG,v4
52848569010538,Not LSOG,v4
52848727010538,Not LSOG,v4
52848941010538,Not LSOG,v4
52849043010538,Not LSOG,v4
52849077010538,Transitioning LS,v4
52849234010538,Not LSOG,v4
52849352010538,Not LSOG,v4
52849494010538,Not LSOG,v4
52849556010538,Not LSOG,v4
52849717010538,Not LSOG,v4
52849889010538,Not LSOG,v4
52850045010538,Not LSOG,v4
52850220010538,Not LSOG,v4
52850401010538,Not LSOG,v4
52850515010538,Not LSOG,v4
52850716010538,Not LSOG,v4
52850824010538,Not LSOG,v4
52850916010538,Transitioning LS,v4
52851053010538,Not LSOG,v4
52851206010538,Not LSOG,v4
52851361010538,Not LSOG,v4
52851492010538,Not LSOG,v4
52851618010538,Not LSOG,v4
52851696010538,Not LSOG,v4
52851843010538,Not LSOG,v4
52852039010538,Not LSOG,v4
52852158010538,Not LSOG,v4
52852336010538,Not LSOG,v4
52852383010538,Transitioning LS,v4
52852604010538,Not LSOG,v4
52852682010538,Not LSOG,v4
52852839010538,Not LSOG,v4
52853091010538,Not LSOG,v4
52853253010538,Not LSOG,v4
52853365010538,Not LSOG,v4
52853467010538,Not LSOG,v4
52853627010538,Not LSOG,v4
52853720010538,Not LSOG,v4
52853772010538,Not LSOG,v4
52853808010538,Not LSOG,v4
52853998010538,Not LSOG,v4
52854057010538,Not LSOG,v4
52854082010538,Not LSOG,v4
52854258010538,Not LSOG,v4
52854405010538,Not LSOG,v4
52854565010538,Transitioning LS,v4
52854807010538,Not LSOG,v4
52854912010538,Not LSOG,v4
52855109010538,Not LSOG,v4
52855232010538,Not LSOG,v4
52855453010538,Not LSOG,v4
52855641010538,Not LSOG,v4
52855743010538,Not LSOG,v4
52855775010538,Not LSOG,v4
52855862010538,Not LSOG,v4
52855993010538,Not LSOG,v4
52856094010538,Not LSOG,v4
52856140010538,Not LSOG,v4
52856275010538,Not LSOG,v4
52856404010538,Not LSOG,v4
52856556010538,Not LSOG,v4
52856675010538,Not LSOG,v4
52856828010538,Not LSOG,v4
52856959010538,Not LSOG,v4
52857057010538,Not LSOG,v4
52857222010538,Not LSOG,v4
52857369010538,Not LSOG,v4
52857506010538,Transitioning LS,v4
52857652010538,Not LSOG,v4
52857782010538,Not LSOG,v4
52857842010538,Not LSOG,v4
52857957010538,Not LSOG,v4
52858129010538,Not LSOG,v4
52858248010538,Not LSOG,v4
52858327010538,Not LSOG,v4
52858491010538,Not LSOG,v4
52858648010538,Not LSOG,v4
52858709010538,Not LSOG,v4
52858810010538,Not LSOG,v4
