PLT_CN,INVYR,state,v4_total,v4_class
171138000020004,2014,ME,1,Not LSOG
171138001020004,2014,ME,5,Transitioning LS
171138002020004,2014,ME,2,Not LSOG
171138003020004,2014,ME,0,Not LSOG
171138004020004,2014,ME,0,Not LSOG
171138005020004,2014,ME,2,Not LSOG
171138006020004,2014,ME,2,Not LSOG
171138007020004,2014,ME,3,Not LSOG
171138008020004,2014,ME,2,Not LSOG
171138009020004,2014,ME,1,Not LSOG
171138010020004,2014,ME,0,Not LSOG
171138011020004,2014,ME,3,Not LSOG
171138012020004,2014,ME,0,Not LSOG
171138013020004,2014,ME,0,Not LSOG
171138014020004,2014,ME,5,Transitioning LS
171138015020004,2014,ME,0,Not LSOG
171138016020004,2014,ME,0,Not LSOG
171138017020004,2014,ME,2,Not LSOG
171138018020004,2014,ME,1,Not LSOG
171138019020004,2014,ME,0,Not LSOG
171138020020004,2014,ME,2,Not LSOG
171138021020004,2014,ME,1,Not LSOG
171138022020004,2014,ME,0,Not LSOG
171138023020004,2014,ME,2,Not LSOG
171138024020004,2014,ME,4,Transitioning LS
171138025020004,2014,ME,0,Not LSOG
171138026020004,2014,ME,2,Not LSOG
171138027020004,2014,ME,3,Not LSOG
171138028020004,2014,ME,2,Not LSOG
171138029020004,2014,ME,0,Not LSOG
171138030020004,2014,ME,2,Not LSOG
171138031020004,2014,ME,1,Not LSOG
171138033020004,2014,ME,3,Not LSOG
171138036020004,2014,ME,1,Not LSOG
171138038020004,2014,ME,0,Not LSOG
171138039020004,2014,ME,0,Not LSOG
171138040020004,2014,ME,2,Not LSOG
171138041020004,2014,ME,2,Not LSOG
171138042020004,2014,ME,1,Not LSOG
171138043020004,2014,ME,0,Not LSOG
171138044020004,2014,ME,0,Not LSOG
171138045020004,2014,ME,0,Not LSOG
171138046020004,2014,ME,2,Not LSOG
171138047020004,2014,ME,1,Not LSOG
171138048020004,2014,ME,1,Not LSOG
171138049020004,2014,ME,0,Not LSOG
171138050020004,2014,ME,4,Transitioning LS
171138051020004,2014,ME,3,Not LSOG
171138052020004,2014,ME,5,Transitioning LS
171138053020004,2014,ME,0,Not LSOG
171138054020004,2014,ME,4,Transitioning LS
171138055020004,2014,ME,2,Not LSOG
171138056020004,2014,ME,0,Not LSOG
171138057020004,2014,ME,2,Not LSOG
171138058020004,2014,ME,3,Not LSOG
171138059020004,2014,ME,0,Not LSOG
171138060020004,2014,ME,1,Not LSOG
171138061020004,2014,ME,0,Not LSOG
171138065020004,2014,ME,0,Not LSOG
171138067020004,2014,ME,0,Not LSOG
171138068020004,2014,ME,2,Not LSOG
171138070020004,2014,ME,1,Not LSOG
171138071020004,2014,ME,0,Not LSOG
171138072020004,2014,ME,3,Not LSOG
171138073020004,2014,ME,0,Not LSOG
171138074020004,2014,ME,2,Not LSOG
171138075020004,2014,ME,0,Not LSOG
171138076020004,2014,ME,0,Not LSOG
171138077020004,2014,ME,0,Not LSOG
171138078020004,2014,ME,2,Not LSOG
171138079020004,2014,ME,1,Not LSOG
171138080020004,2014,ME,1,Not LSOG
171138081020004,2014,ME,0,Not LSOG
171138082020004,2014,ME,1,Not LSOG
171138083020004,2014,ME,2,Not LSOG
171138084020004,2014,ME,5,Transitioning LS
171138085020004,2014,ME,1,Not LSOG
171138086020004,2014,ME,1,Not LSOG
171138087020004,2014,ME,2,Not LSOG
171138088020004,2014,ME,3,Not LSOG
171138089020004,2014,ME,2,Not LSOG
171138090020004,2014,ME,2,Not LSOG
171138091020004,2014,ME,0,Not LSOG
171138092020004,2014,ME,0,Not LSOG
171138094020004,2014,ME,0,Not LSOG
171138095020004,2014,ME,5,Transitioning LS
171138096020004,2014,ME,1,Not LSOG
171138098020004,2014,ME,4,Transitioning LS
171138099020004,2014,ME,0,Not LSOG
171138100020004,2014,ME,0,Not LSOG
171138101020004,2014,ME,2,Not LSOG
171138102020004,2014,ME,0,Not LSOG
171138103020004,2014,ME,0,Not LSOG
171138104020004,2014,ME,5,Transitioning LS
171138105020004,2014,ME,1,Not LSOG
171138106020004,2014,ME,2,Not LSOG
171138107020004,2014,ME,1,Not LSOG
171138108020004,2014,ME,0,Not LSOG
171138109020004,2014,ME,0,Not LSOG
171138110020004,2014,ME,2,Not LSOG
171138111020004,2014,ME,1,Not LSOG
171138112020004,2014,ME,0,Not LSOG
171138113020004,2014,ME,2,Not LSOG
171138114020004,2014,ME,1,Not LSOG
171138115020004,2014,ME,0,Not LSOG
171138116020004,2014,ME,0,Not LSOG
171138117020004,2014,ME,0,Not LSOG
171138118020004,2014,ME,0,Not LSOG
171138119020004,2014,ME,3,Not LSOG
171138120020004,2014,ME,6,LS
171138121020004,2014,ME,0,Not LSOG
171138122020004,2014,ME,3,Not LSOG
171138123020004,2014,ME,3,Not LSOG
171138126020004,2014,ME,4,Transitioning LS
171138127020004,2014,ME,2,Not LSOG
171138129020004,2014,ME,2,Not LSOG
171138130020004,2014,ME,0,Not LSOG
171138131020004,2014,ME,1,Not LSOG
171138132020004,2014,ME,4,Transitioning LS
171138133020004,2014,ME,0,Not LSOG
171138134020004,2014,ME,1,Not LSOG
171138136020004,2014,ME,0,Not LSOG
171138137020004,2014,ME,2,Not LSOG
171138138020004,2014,ME,3,Not LSOG
171138139020004,2014,ME,1,Not LSOG
171138140020004,2014,ME,5,Transitioning LS
171138141020004,2014,ME,0,Not LSOG
171138142020004,2014,ME,3,Not LSOG
171138143020004,2014,ME,1,Not LSOG
171138144020004,2014,ME,1,Not LSOG
171138145020004,2014,ME,1,Not LSOG
171138147020004,2014,ME,1,Not LSOG
171138148020004,2014,ME,1,Not LSOG
171138149020004,2014,ME,0,Not LSOG
171138150020004,2014,ME,0,Not LSOG
171138151020004,2014,ME,0,Not LSOG
171138152020004,2014,ME,2,Not LSOG
171138153020004,2014,ME,2,Not LSOG
171138154020004,2014,ME,1,Not LSOG
171138155020004,2014,ME,0,Not LSOG
171138156020004,2014,ME,0,Not LSOG
171138157020004,2014,ME,4,Transitioning LS
171138158020004,2014,ME,1,Not LSOG
171138159020004,2014,ME,2,Not LSOG
171138160020004,2014,ME,1,Not LSOG
171138161020004,2014,ME,2,Not LSOG
171138162020004,2014,ME,0,Not LSOG
171138163020004,2014,ME,1,Not LSOG
171138164020004,2014,ME,1,Not LSOG
171138165020004,2014,ME,4,Transitioning LS
171138166020004,2014,ME,2,Not LSOG
171138167020004,2014,ME,0,Not LSOG
171138168020004,2014,ME,4,Transitioning LS
171138169020004,2014,ME,0,Not LSOG
171138171020004,2014,ME,2,Not LSOG
171138172020004,2014,ME,0,Not LSOG
171138173020004,2014,ME,3,Not LSOG
171138174020004,2014,ME,0,Not LSOG
171138175020004,2014,ME,3,Not LSOG
171138176020004,2014,ME,3,Not LSOG
174547567010661,2009,ME,1,Not LSOG
222517449010661,2011,ME,2,Not LSOG
222517451010661,2011,ME,0,Not LSOG
222517453010661,2011,ME,0,Not LSOG
222517455010661,2011,ME,0,Not LSOG
222517457010661,2011,ME,0,Not LSOG
222517459010661,2011,ME,1,Not LSOG
222517461010661,2011,ME,0,Not LSOG
222517465010661,2011,ME,0,Not LSOG
222517467010661,2011,ME,0,Not LSOG
222517473010661,2011,ME,4,Transitioning LS
222517475010661,2011,ME,3,Not LSOG
222517477010661,2011,ME,4,Transitioning LS
222517479010661,2011,ME,0,Not LSOG
222517481010661,2011,ME,0,Not LSOG
222517483010661,2011,ME,2,Not LSOG
222517485010661,2011,ME,0,Not LSOG
222517487010661,2011,ME,2,Not LSOG
222517489010661,2011,ME,0,Not LSOG
222517493010661,2011,ME,3,Not LSOG
222517495010661,2011,ME,3,Not LSOG
222517499010661,2011,ME,2,Not LSOG
222517503010661,2011,ME,1,Not LSOG
222517505010661,2011,ME,2,Not LSOG
222517507010661,2011,ME,3,Not LSOG
222517509010661,2011,ME,2,Not LSOG
222517511010661,2011,ME,1,Not LSOG
222517513010661,2011,ME,1,Not LSOG
222517515010661,2011,ME,2,Not LSOG
222517517010661,2011,ME,0,Not LSOG
222517519010661,2011,ME,2,Not LSOG
222517521010661,2011,ME,2,Not LSOG
222517523010661,2011,ME,0,Not LSOG
222517525010661,2011,ME,3,Not LSOG
222517527010661,2011,ME,1,Not LSOG
222517529010661,2011,ME,0,Not LSOG
222517533010661,2011,ME,2,Not LSOG
222517535010661,2011,ME,2,Not LSOG
222517537010661,2011,ME,4,Transitioning LS
222517539010661,2011,ME,1,Not LSOG
222517541010661,2011,ME,6,LS
222517543010661,2011,ME,0,Not LSOG
222517545010661,2011,ME,1,Not LSOG
222517547010661,2011,ME,1,Not LSOG
222517553010661,2011,ME,4,Transitioning LS
222517555010661,2011,ME,5,Transitioning LS
222517557010661,2011,ME,1,Not LSOG
222517559010661,2011,ME,0,Not LSOG
222517561010661,2011,ME,1,Not LSOG
222517563010661,2011,ME,1,Not LSOG
222517565010661,2011,ME,1,Not LSOG
222517569010661,2011,ME,1,Not LSOG
222517571010661,2011,ME,4,Transitioning LS
222517573010661,2011,ME,3,Not LSOG
222517577010661,2011,ME,1,Not LSOG
222517579010661,2011,ME,0,Not LSOG
222517585010661,2011,ME,0,Not LSOG
222517587010661,2011,ME,2,Not LSOG
222517591010661,2011,ME,2,Not LSOG
222517593010661,2011,ME,0,Not LSOG
222517595010661,2011,ME,2,Not LSOG
222517597010661,2011,ME,2,Not LSOG
222517599010661,2011,ME,0,Not LSOG
222517601010661,2011,ME,4,Transitioning LS
222517603010661,2011,ME,0,Not LSOG
222517605010661,2011,ME,0,Not LSOG
222517607010661,2011,ME,2,Not LSOG
222517609010661,2011,ME,1,Not LSOG
222517611010661,2011,ME,0,Not LSOG
222517613010661,2011,ME,0,Not LSOG
222517615010661,2011,ME,0,Not LSOG
222517617010661,2011,ME,3,Not LSOG
222517619010661,2011,ME,0,Not LSOG
222517621010661,2011,ME,2,Not LSOG
222517623010661,2011,ME,1,Not LSOG
222517625010661,2011,ME,1,Not LSOG
222517627010661,2011,ME,0,Not LSOG
222517629010661,2011,ME,0,Not LSOG
222517633010661,2011,ME,1,Not LSOG
222517635010661,2011,ME,1,Not LSOG
222517637010661,2011,ME,2,Not LSOG
222517639010661,2011,ME,2,Not LSOG
222517641010661,2011,ME,4,Transitioning LS
222517643010661,2011,ME,0,Not LSOG
222517645010661,2011,ME,0,Not LSOG
222517647010661,2011,ME,4,Transitioning LS
222517649010661,2011,ME,2,Not LSOG
222517651010661,2011,ME,1,Not LSOG
222517653010661,2011,ME,0,Not LSOG
222517657010661,2011,ME,2,Not LSOG
222517659010661,2011,ME,0,Not LSOG
222517661010661,2011,ME,3,Not LSOG
222517663010661,2011,ME,0,Not LSOG
222517665010661,2011,ME,2,Not LSOG
222517667010661,2011,ME,2,Not LSOG
222517669010661,2011,ME,1,Not LSOG
222517671010661,2011,ME,0,Not LSOG
222517673010661,2011,ME,2,Not LSOG
222517675010661,2011,ME,2,Not LSOG
222517679010661,2011,ME,1,Not LSOG
222517681010661,2011,ME,0,Not LSOG
222517683010661,2011,ME,2,Not LSOG
222517685010661,2011,ME,0,Not LSOG
222517687010661,2011,ME,0,Not LSOG
222517689010661,2011,ME,1,Not LSOG
222517691010661,2011,ME,0,Not LSOG
222517693010661,2011,ME,1,Not LSOG
222517695010661,2011,ME,2,Not LSOG
222517697010661,2011,ME,0,Not LSOG
222517699010661,2011,ME,1,Not LSOG
222517701010661,2011,ME,0,Not LSOG
222517703010661,2011,ME,0,Not LSOG
222517705010661,2011,ME,1,Not LSOG
222517707010661,2011,ME,4,Transitioning LS
222517709010661,2011,ME,2,Not LSOG
222517711010661,2011,ME,0,Not LSOG
222517713010661,2011,ME,1,Not LSOG
222517715010661,2011,ME,2,Not LSOG
222517717010661,2011,ME,0,Not LSOG
222517719010661,2011,ME,2,Not LSOG
222517721010661,2011,ME,0,Not LSOG
222517723010661,2011,ME,1,Not LSOG
222517725010661,2011,ME,1,Not LSOG
222517727010661,2011,ME,1,Not LSOG
222517729010661,2011,ME,2,Not LSOG
222517731010661,2011,ME,2,Not LSOG
222517733010661,2011,ME,2,Not LSOG
222517735010661,2011,ME,0,Not LSOG
222517737010661,2011,ME,0,Not LSOG
222517739010661,2011,ME,0,Not LSOG
222517741010661,2011,ME,3,Not LSOG
222517743010661,2011,ME,2,Not LSOG
222517745010661,2011,ME,0,Not LSOG
222517747010661,2011,ME,0,Not LSOG
222517749010661,2011,ME,0,Not LSOG
222517751010661,2011,ME,4,Transitioning LS
222517753010661,2011,ME,2,Not LSOG
222517755010661,2011,ME,1,Not LSOG
222517757010661,2011,ME,0,Not LSOG
222517759010661,2011,ME,1,Not LSOG
222517761010661,2011,ME,2,Not LSOG
222517763010661,2011,ME,2,Not LSOG
222517765010661,2011,ME,2,Not LSOG
222517767010661,2011,ME,0,Not LSOG
222517769010661,2011,ME,0,Not LSOG
222517771010661,2011,ME,5,Transitioning LS
222517773010661,2011,ME,1,Not LSOG
222517775010661,2011,ME,4,Transitioning LS
222517777010661,2011,ME,1,Not LSOG
222517779010661,2011,ME,1,Not LSOG
222517781010661,2011,ME,2,Not LSOG
222517783010661,2011,ME,0,Not LSOG
222517785010661,2011,ME,5,Transitioning LS
222517787010661,2011,ME,5,Transitioning LS
222517789010661,2011,ME,3,Not LSOG
222517791010661,2011,ME,4,Transitioning LS
222517793010661,2011,ME,2,Not LSOG
222517795010661,2011,ME,1,Not LSOG
222517797010661,2011,ME,2,Not LSOG
222517799010661,2011,ME,0,Not LSOG
222517801010661,2011,ME,1,Not LSOG
222517803010661,2011,ME,2,Not LSOG
222517805010661,2011,ME,1,Not LSOG
222517807010661,2011,ME,1,Not LSOG
222517809010661,2011,ME,1,Not LSOG
222517811010661,2011,ME,0,Not LSOG
222517813010661,2011,ME,2,Not LSOG
222517815010661,2011,ME,1,Not LSOG
222517817010661,2011,ME,0,Not LSOG
222517819010661,2011,ME,0,Not LSOG
222517821010661,2011,ME,1,Not LSOG
222517823010661,2011,ME,0,Not LSOG
222517825010661,2011,ME,2,Not LSOG
222517827010661,2011,ME,3,Not LSOG
222517829010661,2011,ME,0,Not LSOG
222517831010661,2011,ME,4,Transitioning LS
222517835010661,2011,ME,1,Not LSOG
222517837010661,2011,ME,3,Not LSOG
222517839010661,2011,ME,1,Not LSOG
222517841010661,2011,ME,2,Not LSOG
222517845010661,2011,ME,0,Not LSOG
222517847010661,2011,ME,0,Not LSOG
222517849010661,2011,ME,0,Not LSOG
222517851010661,2011,ME,0,Not LSOG
222517853010661,2011,ME,0,Not LSOG
222517855010661,2011,ME,0,Not LSOG
222517857010661,2011,ME,3,Not LSOG
222517859010661,2011,ME,1,Not LSOG
222517863010661,2011,ME,1,Not LSOG
222517865010661,2011,ME,0,Not LSOG
222517867010661,2011,ME,4,Transitioning LS
222517869010661,2011,ME,0,Not LSOG
222517871010661,2011,ME,2,Not LSOG
222517873010661,2011,ME,0,Not LSOG
222517875010661,2011,ME,1,Not LSOG
222517877010661,2011,ME,6,LS
222517879010661,2011,ME,0,Not LSOG
222517881010661,2011,ME,1,Not LSOG
222517885010661,2011,ME,4,Transitioning LS
222517887010661,2011,ME,1,Not LSOG
222517891010661,2011,ME,0,Not LSOG
222517893010661,2011,ME,0,Not LSOG
222517895010661,2011,ME,2,Not LSOG
222517897010661,2011,ME,1,Not LSOG
222517899010661,2011,ME,3,Not LSOG
222517901010661,2011,ME,0,Not LSOG
222517903010661,2011,ME,5,Transitioning LS
222517905010661,2011,ME,4,Transitioning LS
222517909010661,2011,ME,2,Not LSOG
222517911010661,2011,ME,0,Not LSOG
222517913010661,2011,ME,0,Not LSOG
222517915010661,2011,ME,2,Not LSOG
222517919010661,2011,ME,3,Not LSOG
222517921010661,2011,ME,1,Not LSOG
222517923010661,2011,ME,4,Transitioning LS
222517925010661,2011,ME,2,Not LSOG
222517927010661,2011,ME,1,Not LSOG
222517931010661,2011,ME,2,Not LSOG
222517933010661,2011,ME,0,Not LSOG
222517935010661,2011,ME,1,Not LSOG
222517937010661,2011,ME,2,Not LSOG
222517939010661,2011,ME,2,Not LSOG
222517941010661,2011,ME,0,Not LSOG
222517945010661,2011,ME,0,Not LSOG
222517953010661,2011,ME,0,Not LSOG
222517955010661,2011,ME,2,Not LSOG
222517957010661,2011,ME,2,Not LSOG
222517959010661,2011,ME,0,Not LSOG
222517961010661,2011,ME,1,Not LSOG
222517967010661,2011,ME,1,Not LSOG
222517971010661,2011,ME,0,Not LSOG
222517973010661,2011,ME,2,Not LSOG
222517975010661,2011,ME,2,Not LSOG
222517977010661,2011,ME,2,Not LSOG
222517981010661,2011,ME,5,Transitioning LS
222517983010661,2011,ME,3,Not LSOG
222517985010661,2011,ME,0,Not LSOG
222517987010661,2011,ME,2,Not LSOG
222517989010661,2011,ME,0,Not LSOG
222517991010661,2011,ME,2,Not LSOG
222517993010661,2011,ME,1,Not LSOG
222517995010661,2011,ME,1,Not LSOG
222517997010661,2011,ME,0,Not LSOG
222517999010661,2011,ME,2,Not LSOG
222518001010661,2011,ME,0,Not LSOG
222518003010661,2011,ME,0,Not LSOG
222518005010661,2011,ME,2,Not LSOG
222518009010661,2011,ME,0,Not LSOG
222518011010661,2011,ME,1,Not LSOG
222518017010661,2011,ME,0,Not LSOG
222518019010661,2011,ME,0,Not LSOG
222518021010661,2011,ME,2,Not LSOG
222518023010661,2011,ME,1,Not LSOG
222518025010661,2011,ME,0,Not LSOG
222518029010661,2011,ME,0,Not LSOG
222518031010661,2011,ME,0,Not LSOG
222518033010661,2011,ME,0,Not LSOG
222518035010661,2011,ME,2,Not LSOG
222518037010661,2011,ME,1,Not LSOG
222518039010661,2011,ME,1,Not LSOG
222518041010661,2011,ME,1,Not LSOG
222518043010661,2011,ME,1,Not LSOG
222518045010661,2011,ME,0,Not LSOG
222518047010661,2011,ME,0,Not LSOG
222518049010661,2011,ME,2,Not LSOG
222518051010661,2011,ME,1,Not LSOG
222518053010661,2011,ME,4,Transitioning LS
222518057010661,2011,ME,1,Not LSOG
222518059010661,2011,ME,1,Not LSOG
222518061010661,2011,ME,1,Not LSOG
222518063010661,2011,ME,2,Not LSOG
222518065010661,2011,ME,6,LS
222518067010661,2011,ME,1,Not LSOG
222518069010661,2011,ME,3,Not LSOG
222518071010661,2011,ME,1,Not LSOG
222518073010661,2011,ME,0,Not LSOG
222518075010661,2011,ME,1,Not LSOG
222518077010661,2011,ME,2,Not LSOG
222518079010661,2011,ME,3,Not LSOG
222518081010661,2011,ME,2,Not LSOG
222518083010661,2011,ME,5,Transitioning LS
222518085010661,2011,ME,3,Not LSOG
222518091010661,2011,ME,0,Not LSOG
222518093010661,2011,ME,0,Not LSOG
222518095010661,2011,ME,0,Not LSOG
222518097010661,2011,ME,1,Not LSOG
222518101010661,2011,ME,1,Not LSOG
222518103010661,2011,ME,0,Not LSOG
222518107010661,2011,ME,2,Not LSOG
222518109010661,2011,ME,1,Not LSOG
222518111010661,2011,ME,0,Not LSOG
222518115010661,2011,ME,4,Transitioning LS
222518117010661,2011,ME,0,Not LSOG
222518119010661,2011,ME,0,Not LSOG
222518121010661,2011,ME,0,Not LSOG
222518123010661,2011,ME,1,Not LSOG
222518125010661,2011,ME,1,Not LSOG
222518127010661,2011,ME,0,Not LSOG
222518133010661,2011,ME,0,Not LSOG
222518135010661,2011,ME,3,Not LSOG
222518137010661,2011,ME,0,Not LSOG
222518139010661,2011,ME,0,Not LSOG
222518141010661,2011,ME,1,Not LSOG
222518143010661,2011,ME,0,Not LSOG
222518147010661,2011,ME,3,Not LSOG
222518149010661,2011,ME,1,Not LSOG
222518151010661,2011,ME,2,Not LSOG
222518153010661,2011,ME,1,Not LSOG
222518155010661,2011,ME,1,Not LSOG
222518157010661,2011,ME,0,Not LSOG
222518159010661,2011,ME,1,Not LSOG
222518161010661,2011,ME,0,Not LSOG
222518163010661,2011,ME,1,Not LSOG
222518165010661,2011,ME,1,Not LSOG
222518169010661,2011,ME,3,Not LSOG
222518171010661,2011,ME,0,Not LSOG
222518173010661,2011,ME,1,Not LSOG
222518175010661,2011,ME,3,Not LSOG
222518177010661,2011,ME,3,Not LSOG
222518179010661,2011,ME,2,Not LSOG
222518181010661,2011,ME,1,Not LSOG
222518183010661,2011,ME,1,Not LSOG
222518185010661,2011,ME,0,Not LSOG
222518187010661,2011,ME,4,Transitioning LS
222518189010661,2011,ME,1,Not LSOG
222518191010661,2011,ME,0,Not LSOG
222518193010661,2011,ME,0,Not LSOG
222518195010661,2011,ME,2,Not LSOG
222518197010661,2011,ME,1,Not LSOG
222518199010661,2011,ME,0,Not LSOG
222518201010661,2011,ME,0,Not LSOG
222518203010661,2011,ME,4,Transitioning LS
222518205010661,2011,ME,0,Not LSOG
222518209010661,2011,ME,2,Not LSOG
222518211010661,2011,ME,0,Not LSOG
222518213010661,2011,ME,1,Not LSOG
222518215010661,2011,ME,3,Not LSOG
222518217010661,2011,ME,1,Not LSOG
222518219010661,2011,ME,2,Not LSOG
222518221010661,2011,ME,1,Not LSOG
222518223010661,2011,ME,0,Not LSOG
222518227010661,2011,ME,1,Not LSOG
222518229010661,2011,ME,2,Not LSOG
222518231010661,2011,ME,0,Not LSOG
222518233010661,2011,ME,0,Not LSOG
222518237010661,2011,ME,1,Not LSOG
222518239010661,2011,ME,1,Not LSOG
222518243010661,2011,ME,0,Not LSOG
222518245010661,2011,ME,0,Not LSOG
222518247010661,2011,ME,0,Not LSOG
222518249010661,2011,ME,0,Not LSOG
222518251010661,2011,ME,1,Not LSOG
222518253010661,2011,ME,4,Transitioning LS
222518255010661,2011,ME,2,Not LSOG
222518257010661,2011,ME,0,Not LSOG
222518259010661,2011,ME,0,Not LSOG
222518261010661,2011,ME,1,Not LSOG
222518263010661,2011,ME,2,Not LSOG
222518265010661,2011,ME,0,Not LSOG
222518267010661,2011,ME,2,Not LSOG
222518269010661,2011,ME,2,Not LSOG
222518271010661,2011,ME,0,Not LSOG
222518273010661,2011,ME,3,Not LSOG
222518275010661,2011,ME,2,Not LSOG
222518277010661,2011,ME,2,Not LSOG
222518279010661,2011,ME,1,Not LSOG
222518281010661,2011,ME,2,Not LSOG
222518283010661,2011,ME,6,LS
222518285010661,2011,ME,1,Not LSOG
222518287010661,2011,ME,1,Not LSOG
222518291010661,2011,ME,8,OG
222518293010661,2011,ME,2,Not LSOG
222518299010661,2011,ME,0,Not LSOG
222518301010661,2011,ME,0,Not LSOG
222518303010661,2011,ME,3,Not LSOG
222518305010661,2011,ME,1,Not LSOG
222518307010661,2011,ME,1,Not LSOG
222518313010661,2011,ME,0,Not LSOG
222518315010661,2011,ME,0,Not LSOG
222518317010661,2011,ME,4,Transitioning LS
222518319010661,2011,ME,0,Not LSOG
222518321010661,2011,ME,0,Not LSOG
222518323010661,2011,ME,3,Not LSOG
222518325010661,2011,ME,1,Not LSOG
222518331010661,2011,ME,0,Not LSOG
222518333010661,2011,ME,0,Not LSOG
222518335010661,2011,ME,1,Not LSOG
222518337010661,2011,ME,0,Not LSOG
222518341010661,2011,ME,5,Transitioning LS
222518343010661,2011,ME,0,Not LSOG
222518345010661,2011,ME,5,Transitioning LS
222518349010661,2011,ME,0,Not LSOG
222518351010661,2011,ME,2,Not LSOG
222518353010661,2011,ME,0,Not LSOG
222518355010661,2011,ME,0,Not LSOG
222518357010661,2011,ME,0,Not LSOG
222518359010661,2011,ME,1,Not LSOG
222518363010661,2011,ME,1,Not LSOG
222518365010661,2011,ME,0,Not LSOG
222518367010661,2011,ME,4,Transitioning LS
222518369010661,2011,ME,1,Not LSOG
222518373010661,2011,ME,2,Not LSOG
222518375010661,2011,ME,2,Not LSOG
222518377010661,2011,ME,0,Not LSOG
222518379010661,2011,ME,0,Not LSOG
222518381010661,2011,ME,0,Not LSOG
222518383010661,2011,ME,0,Not LSOG
222518385010661,2011,ME,2,Not LSOG
222518387010661,2011,ME,0,Not LSOG
222518389010661,2011,ME,2,Not LSOG
222518393010661,2011,ME,3,Not LSOG
222518395010661,2011,ME,0,Not LSOG
222518397010661,2011,ME,1,Not LSOG
222518399010661,2011,ME,0,Not LSOG
222518403010661,2011,ME,1,Not LSOG
222518405010661,2011,ME,5,Transitioning LS
222518407010661,2011,ME,0,Not LSOG
222518409010661,2011,ME,6,LS
222518411010661,2011,ME,0,Not LSOG
222518413010661,2011,ME,5,Transitioning LS
222518415010661,2011,ME,1,Not LSOG
222518417010661,2011,ME,3,Not LSOG
222518419010661,2011,ME,0,Not LSOG
222518421010661,2011,ME,1,Not LSOG
222518423010661,2011,ME,2,Not LSOG
222518425010661,2011,ME,3,Not LSOG
222518427010661,2011,ME,1,Not LSOG
222518429010661,2011,ME,0,Not LSOG
222518431010661,2011,ME,1,Not LSOG
222518433010661,2011,ME,1,Not LSOG
222518435010661,2011,ME,4,Transitioning LS
222518437010661,2011,ME,1,Not LSOG
222518439010661,2011,ME,2,Not LSOG
222518441010661,2011,ME,0,Not LSOG
222518443010661,2011,ME,2,Not LSOG
222518445010661,2011,ME,4,Transitioning LS
222518447010661,2011,ME,0,Not LSOG
222518449010661,2011,ME,1,Not LSOG
222518451010661,2011,ME,0,Not LSOG
222518453010661,2011,ME,0,Not LSOG
222518455010661,2011,ME,0,Not LSOG
222518459010661,2011,ME,0,Not LSOG
222518461010661,2011,ME,0,Not LSOG
222518463010661,2011,ME,0,Not LSOG
222518465010661,2011,ME,1,Not LSOG
222518467010661,2011,ME,1,Not LSOG
222518469010661,2011,ME,1,Not LSOG
222518471010661,2011,ME,2,Not LSOG
222518473010661,2011,ME,0,Not LSOG
222518475010661,2011,ME,1,Not LSOG
222518477010661,2011,ME,2,Not LSOG
222518479010661,2011,ME,2,Not LSOG
222518481010661,2011,ME,2,Not LSOG
222518483010661,2011,ME,4,Transitioning LS
222518485010661,2011,ME,2,Not LSOG
222518487010661,2011,ME,1,Not LSOG
222518489010661,2011,ME,1,Not LSOG
222518495010661,2011,ME,0,Not LSOG
222518497010661,2011,ME,2,Not LSOG
222518499010661,2011,ME,1,Not LSOG
222518501010661,2011,ME,0,Not LSOG
222518503010661,2011,ME,0,Not LSOG
222518507010661,2011,ME,1,Not LSOG
222518509010661,2011,ME,0,Not LSOG
222518511010661,2011,ME,2,Not LSOG
222518513010661,2011,ME,2,Not LSOG
222518515010661,2011,ME,1,Not LSOG
222518517010661,2011,ME,2,Not LSOG
222518519010661,2011,ME,1,Not LSOG
222518521010661,2011,ME,0,Not LSOG
222518523010661,2011,ME,3,Not LSOG
222518525010661,2011,ME,2,Not LSOG
222518529010661,2011,ME,0,Not LSOG
222518531010661,2011,ME,1,Not LSOG
222518533010661,2011,ME,1,Not LSOG
222518535010661,2011,ME,1,Not LSOG
222518537010661,2011,ME,0,Not LSOG
222518539010661,2011,ME,1,Not LSOG
222518541010661,2011,ME,0,Not LSOG
222518543010661,2011,ME,0,Not LSOG
222518545010661,2011,ME,0,Not LSOG
222518547010661,2011,ME,1,Not LSOG
222518549010661,2011,ME,0,Not LSOG
222518551010661,2011,ME,1,Not LSOG
222518553010661,2011,ME,3,Not LSOG
222518555010661,2011,ME,0,Not LSOG
222518557010661,2011,ME,1,Not LSOG
222518559010661,2011,ME,2,Not LSOG
222518561010661,2011,ME,1,Not LSOG
222518563010661,2011,ME,3,Not LSOG
222518565010661,2011,ME,2,Not LSOG
222518569010661,2011,ME,2,Not LSOG
222518571010661,2011,ME,5,Transitioning LS
222518575010661,2011,ME,3,Not LSOG
222518581010661,2011,ME,0,Not LSOG
222518583010661,2011,ME,5,Transitioning LS
222518585010661,2011,ME,0,Not LSOG
222518587010661,2011,ME,2,Not LSOG
222518589010661,2011,ME,0,Not LSOG
222518591010661,2011,ME,1,Not LSOG
222518593010661,2011,ME,0,Not LSOG
222518595010661,2011,ME,1,Not LSOG
222518597010661,2011,ME,0,Not LSOG
222518599010661,2011,ME,2,Not LSOG
