v4_class,n_TM_IDs,pixels,acres,pct,year,state
Unknown,3492,74147268,16489907.519592,100,2020,ME
Unknown,3479,20994912,4669142.459328,100,2020,NH
Unknown,3721,20297421,4514024.645874,100,2020,VT
Unknown,6272,84592177,18812792.611738,100,2020,NY
Unknown,3551,73982154,16453187.156676,100,2022,ME
Unknown,3537,20990635,4668191.28019,100,2022,NH
Unknown,3765,20312862,4517458.631628,100,2022,VT
Unknown,6434,84711818,18839400.052292,100,2022,NY
