auc_train,auc_test,bal_acc_train,bal_acc_test,tpr_test,tnr_test,n_train,n_test
0.5751192615766935,0.5612901658854104,0.5277655742676045,0.521178927938212,0.07106598984771574,0.9712918660287081,2459,615
