PLT_CN,state,INVYR,STDAGE,big_trees_per_ac,pelz_og,FORTYPCD,OWNCD,eval_period,v51_class,v51_total,v51_og,v51_lsog,v51_any
816545991290487,VT,2022,93,54.162414,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
816545993290487,VT,2022,79,54.162414,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
816546020290487,VT,2022,66,24.072184,FALSE,801,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
816546041290487,VT,2022,141,54.162414,TRUE,801,11,2019-2023,LS,6,FALSE,TRUE,TRUE
816546045290487,VT,2022,72,24.072184,FALSE,801,11,2019-2023,Not LSOG,0,FALSE,FALSE,FALSE
816546046290487,VT,2022,68,0,FALSE,121,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
816546047290487,VT,2022,93,60.18046,FALSE,809,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
816546048290487,VT,2022,90,90.27069,FALSE,801,11,2019-2023,LS,7,FALSE,TRUE,TRUE
816546049290487,VT,2022,98,6.018046,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
816546050290487,VT,2022,87,60.18046,FALSE,801,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
816546051290487,VT,2022,130,78.234598,TRUE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
816546052290487,VT,2022,111,90.27069,TRUE,105,11,2019-2023,LS,6,FALSE,TRUE,TRUE
816546053290487,VT,2022,121,60.18046,TRUE,121,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
816546054290487,VT,2022,70,66.198506,FALSE,809,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
816546055290487,VT,2022,13,0,FALSE,902,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
816546056290487,VT,2022,94,42.126322,FALSE,902,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
816546057290487,VT,2022,101,36.108276,TRUE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
816546058290487,VT,2022,67,24.072184,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
816546059290487,VT,2022,75,30.09023,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
816546060290487,VT,2022,67,12.036092,FALSE,121,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
816546061290487,VT,2022,86,54.162414,FALSE,801,11,2019-2023,LS,6,FALSE,TRUE,TRUE
816546062290487,VT,2022,90,54.162414,FALSE,801,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
816546063290487,VT,2022,76,36.108276,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
816546064290487,VT,2022,107,78.234598,TRUE,123,11,2019-2023,LS,6,FALSE,TRUE,TRUE
816546065290487,VT,2022,75,54.162414,FALSE,809,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
816546066290487,VT,2022,92,36.108276,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
816546067290487,VT,2022,89,60.18046,FALSE,801,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
816546068290487,VT,2022,96,84.252644,FALSE,801,11,2019-2023,LS,6,FALSE,TRUE,TRUE
816546069290487,VT,2022,65,6.018046,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
816546070290487,VT,2022,71,42.126322,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
816546071290487,VT,2022,42,30.09023,FALSE,801,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
817387216290487,NH,2019,33,18.054138,FALSE,805,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
817387228290487,NH,2019,31,0,FALSE,902,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
817387229290487,NH,2019,67,42.126322,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
817387233290487,NH,2019,35,0,FALSE,905,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
817387239290487,NH,2019,76,12.036092,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
817387240290487,NH,2019,82,54.162414,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
817387241290487,NH,2019,72,48.144368,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
817387242290487,NH,2019,94,0,FALSE,902,11,2019-2023,LS,6,FALSE,TRUE,TRUE
817387243290487,NH,2019,65,6.018046,FALSE,124,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
817387244290487,NH,2019,88,72.216552,FALSE,801,11,2019-2023,LS,7,FALSE,TRUE,TRUE
817387245290487,NH,2019,71,48.144368,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
817387246290487,NH,2019,65,18.054138,FALSE,121,11,2019-2023,Not LSOG,0,FALSE,FALSE,FALSE
817387247290487,NH,2019,75,0,FALSE,124,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
817387248290487,NH,2019,78,42.126322,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
826151099290487,NH,2022,65,18.054138,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
826151100290487,NH,2022,112,60.18046,TRUE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
826151107290487,NH,2022,79,48.144368,FALSE,809,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
826151109290487,NH,2022,88,60.18046,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
826151139290487,NH,2022,118,36.108276,TRUE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
826151146290487,NH,2022,102,66.198506,TRUE,809,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
826151153290487,NH,2022,80,78.234598,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
826151154290487,NH,2022,118,6.018046,TRUE,121,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
826151155290487,NH,2022,118,36.108276,TRUE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
826151157290487,NH,2022,85,48.144368,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
826151165290487,NH,2022,67,54.162414,FALSE,124,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
826151166290487,NH,2022,92,18.054138,FALSE,121,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
826151188290487,NH,2022,100,30.09023,TRUE,124,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
826151193290487,NH,2022,57,18.054138,FALSE,801,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
826151194290487,NH,2022,74,72.216552,FALSE,801,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
826151195290487,NH,2022,113,72.216552,TRUE,123,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
826151196290487,NH,2022,92,0,FALSE,902,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
826151197290487,NH,2022,84,114.342874,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
826151198290487,NH,2022,87,30.09023,FALSE,801,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
826151199290487,NH,2022,97,30.09023,FALSE,123,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
826151200290487,NH,2022,62,42.126322,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
826151201290487,NH,2022,76,42.126322,FALSE,801,11,2019-2023,Not LSOG,0,FALSE,FALSE,FALSE
826151202290487,NH,2022,77,60.18046,FALSE,801,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
826151203290487,NH,2022,82,0,FALSE,123,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
826151204290487,NH,2022,67,12.036092,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
826151205290487,NH,2022,77,60.18046,FALSE,902,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
826151206290487,NH,2022,78,78.234598,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
826151207290487,NH,2022,89,66.198506,FALSE,902,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
826151208290487,NH,2022,82,60.18046,FALSE,124,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
826151209290487,NH,2022,74,42.126322,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
826151210290487,NH,2022,72,6.018046,FALSE,121,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
826151211290487,NH,2022,96,42.126322,FALSE,505,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
826151212290487,NH,2022,71,12.036092,FALSE,121,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
826151214290487,NH,2022,87,72.216552,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
826151215290487,NH,2022,89,96.288736,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
826151216290487,NH,2022,87,36.108276,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
826151217290487,NH,2022,77,60.18046,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
826151219290487,NH,2022,60,0,FALSE,121,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
826151220290487,NH,2022,105,48.144368,TRUE,105,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
826151221290487,NH,2022,87,0,FALSE,123,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
826151222290487,NH,2022,40,0,FALSE,124,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
826151223290487,NH,2022,69,6.018046,FALSE,123,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
826151224290487,NH,2022,92,18.054138,FALSE,123,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
