PLT_CN,state,INVYR,STDAGE,big_trees_per_ac,pelz_og,FORTYPCD,OWNCD,eval_period,v51_class,v51_total,v51_og,v51_lsog,v51_any
511084442126144,NH,2019,88,36.108276,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
511084443126144,NH,2019,80,6.018046,FALSE,123,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
511084444126144,NH,2019,75,12.036092,FALSE,123,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
511084445126144,NH,2019,86,24.072184,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
511084446126144,NH,2019,85,6.018046,FALSE,121,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
511084447126144,NH,2019,41,18.054138,FALSE,801,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
511084448126144,NH,2019,97,6.018046,FALSE,123,11,2019-2023,LS,6,FALSE,TRUE,TRUE
511084450126144,NH,2019,85,18.054138,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
511084451126144,NH,2019,67,36.108276,FALSE,809,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
511084452126144,NH,2019,82,60.18046,FALSE,809,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
511084453126144,NH,2019,86,78.234598,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
511084454126144,NH,2019,60,48.144368,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
511084455126144,NH,2019,91,6.018046,FALSE,123,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
511084456126144,NH,2019,51,18.054138,FALSE,123,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
511084457126144,NH,2019,81,90.27069,FALSE,801,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
511084458126144,NH,2019,61,54.162414,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
511084459126144,NH,2019,26,0,FALSE,801,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
511169712126144,NY,2019,91,36.108276,FALSE,503,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
511267852126144,VT,2019,54,12.036092,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
511267880126144,VT,2019,97,30.09023,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
511267883126144,VT,2019,94,48.144368,FALSE,801,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
511267884126144,VT,2019,82,48.144368,FALSE,801,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
511267886126144,VT,2019,79,84.252644,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
511267919126144,VT,2019,89,30.09023,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
511267948126144,VT,2019,95,60.18046,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
511267949126144,VT,2019,80,48.144368,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
511267950126144,VT,2019,91,42.126322,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
511267951126144,VT,2019,59,36.108276,FALSE,809,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
511267952126144,VT,2019,94,66.198506,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
511267953126144,VT,2019,88,48.144368,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
511267954126144,VT,2019,95,54.162414,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
511267955126144,VT,2019,93,60.18046,FALSE,805,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
511267958126144,VT,2019,71,66.198506,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
511267959126144,VT,2019,66,12.036092,FALSE,801,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
511267960126144,VT,2019,65,84.252644,FALSE,801,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
511267961126144,VT,2019,66,60.18046,FALSE,801,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
511267962126144,VT,2019,105,48.144368,TRUE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
511268732126144,VT,2019,72,36.108276,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
511268748126144,VT,2019,70,30.09023,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
511268750126144,VT,2019,89,66.198506,FALSE,809,11,2019-2023,LS,7,FALSE,TRUE,TRUE
511268762126144,VT,2019,68,6.018046,FALSE,708,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
511268792126144,VT,2019,42,0,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
511268793126144,VT,2019,82,78.234598,FALSE,809,11,2019-2023,LS,7,FALSE,TRUE,TRUE
511268794126144,VT,2019,102,60.18046,TRUE,809,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
511268795126144,VT,2019,66,42.126322,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
511268797126144,VT,2019,51,30.09023,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
511268798126144,VT,2019,82,66.198506,FALSE,801,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
511268799126144,VT,2019,58,0,FALSE,124,11,2019-2023,Not LSOG,0,FALSE,FALSE,FALSE
511268800126144,VT,2019,97,60.18046,FALSE,801,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
511268801126144,VT,2019,72,24.072184,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
511268802126144,VT,2019,40,12.036092,FALSE,901,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
606237798126144,ME,2020,77,60.18046,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
606237884126144,ME,2020,71,0,FALSE,123,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
606238119126144,ME,2020,83,30.09023,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
606238201126144,ME,2020,98,72.216552,FALSE,123,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
606238202126144,ME,2020,65,36.108276,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
606238203126144,ME,2020,72,36.108276,FALSE,123,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
610880055126144,NH,2020,97,72.216552,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
610880057126144,NH,2020,91,42.126322,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
610880058126144,NH,2020,42,0,FALSE,121,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
610880059126144,NH,2020,79,24.072184,FALSE,801,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
610880061126144,NH,2020,115,72.216552,TRUE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
610880062126144,NH,2020,104,84.252644,TRUE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
610880063126144,NH,2020,105,66.198506,TRUE,505,11,2019-2023,LS,7,FALSE,TRUE,TRUE
610880064126144,NH,2020,117,30.09023,TRUE,124,11,2019-2023,LS,6,FALSE,TRUE,TRUE
610880066126144,NH,2020,93,54.162414,FALSE,809,11,2019-2023,LS,6,FALSE,TRUE,TRUE
610880092126144,NH,2020,83,0,FALSE,124,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
610880093126144,NH,2020,69,24.072184,FALSE,123,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
610880096126144,NH,2020,52,6.018046,FALSE,121,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
610880099126144,NH,2020,91,36.108276,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
610880132126144,NH,2020,55,6.018046,FALSE,121,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
610880145126144,NH,2020,88,18.054138,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
610880146126144,NH,2020,81,36.108276,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
610880147126144,NH,2020,120,78.234598,TRUE,124,11,2019-2023,LS,6,FALSE,TRUE,TRUE
610880148126144,NH,2020,73,36.108276,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
610880149126144,NH,2020,87,24.072184,FALSE,801,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
610880150126144,NH,2020,90,66.198506,FALSE,801,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
610880151126144,NH,2020,48,0,FALSE,801,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
610880152126144,NH,2020,87,90.27069,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
610880153126144,NH,2020,92,48.144368,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
610880154126144,NH,2020,92,36.108276,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
610880155126144,NH,2020,50,0,FALSE,121,11,2019-2023,Not LSOG,0,FALSE,FALSE,FALSE
610880156126144,NH,2020,89,48.144368,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
610880157126144,NH,2020,86,60.18046,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
610880158126144,NH,2020,72,6.018046,FALSE,902,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
610880159126144,NH,2020,78,6.018046,FALSE,902,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
610880160126144,NH,2020,97,36.108276,FALSE,902,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
610880161126144,NH,2020,80,36.108276,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
610880162126144,NH,2020,77,12.036092,FALSE,121,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
610880163126144,NH,2020,72,54.162414,FALSE,902,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
610880164126144,NH,2020,87,72.216552,FALSE,801,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
610880165126144,NH,2020,82,54.162414,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
610880166126144,NH,2020,89,48.144368,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
610880167126144,NH,2020,77,30.09023,FALSE,805,11,2019-2023,Not LSOG,0,FALSE,FALSE,FALSE
610880168126144,NH,2020,82,18.054138,FALSE,123,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
610880169126144,NH,2020,160,42.126322,TRUE,123,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
610880170126144,NH,2020,91,36.108276,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
610880171126144,NH,2020,62,18.054138,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
610880172126144,NH,2020,91,42.126322,FALSE,505,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
610880173126144,NH,2020,90,54.162414,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
610880174126144,NH,2020,85,48.144368,FALSE,505,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
610880175126144,NH,2020,102,60.18046,TRUE,124,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
610880176126144,NH,2020,76,0,FALSE,121,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
610880177126144,NH,2020,50,0,FALSE,801,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
610880178126144,NH,2020,105,54.162414,TRUE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
610880179126144,NH,2020,103,30.09023,TRUE,801,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
610880180126144,NH,2020,80,42.126322,FALSE,902,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
610880182126144,NH,2020,88,60.18046,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
610880183126144,NH,2020,91,0,FALSE,121,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
610880184126144,NH,2020,61,0,FALSE,121,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
610880185126144,NH,2020,97,120.36092,FALSE,105,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
618642443126144,VT,2020,77,24.072184,FALSE,801,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
618642444126144,VT,2020,77,42.126322,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
618642447126144,VT,2020,92,36.108276,FALSE,801,11,2019-2023,LS,6,FALSE,TRUE,TRUE
618642449126144,VT,2020,71,6.018046,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
618642476126144,VT,2020,86,60.18046,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
618642478126144,VT,2020,71,72.216552,FALSE,105,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
618642501126144,VT,2020,80,24.072184,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
618642503126144,VT,2020,67,12.036092,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
618642537126144,VT,2020,79,60.18046,FALSE,809,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
618642538126144,VT,2020,104,60.18046,TRUE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
618642539126144,VT,2020,81,72.216552,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
618642540126144,VT,2020,68,18.054138,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
618642541126144,VT,2020,137,60.18046,TRUE,801,11,2019-2023,LS,6,FALSE,TRUE,TRUE
618642542126144,VT,2020,82,30.09023,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
618642543126144,VT,2020,91,24.072184,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
618642544126144,VT,2020,61,6.018046,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
618642545126144,VT,2020,116,60.18046,TRUE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
618642546126144,VT,2020,94,36.108276,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
618642547126144,VT,2020,56,6.018046,FALSE,121,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
618642548126144,VT,2020,63,48.144368,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
618642549126144,VT,2020,27,6.018046,FALSE,801,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
618642550126144,VT,2020,96,42.126322,FALSE,123,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
618642551126144,VT,2020,87,30.09023,FALSE,123,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
618642552126144,VT,2020,63,60.18046,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
618642553126144,VT,2020,69,12.036092,FALSE,121,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
618642554126144,VT,2020,100,54.162414,TRUE,801,11,2019-2023,LS,6,FALSE,TRUE,TRUE
721819895290487,ME,2021,70,30.09023,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
721820333290487,ME,2021,86,36.108276,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
721820334290487,ME,2021,93,48.144368,FALSE,105,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
721820335290487,ME,2021,64,18.054138,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
721848569290487,NH,2021,84,6.018046,FALSE,121,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
721848570290487,NH,2021,80,12.036092,FALSE,801,11,2019-2023,LS,6,FALSE,TRUE,TRUE
721848575290487,NH,2021,123,36.108276,TRUE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
721848593290487,NH,2021,119,90.27069,TRUE,801,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
721848597290487,NH,2021,118,48.144368,TRUE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
721848599290487,NH,2021,80,66.198506,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
721848600290487,NH,2021,103,102.306782,TRUE,105,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
721848601290487,NH,2021,88,78.234598,FALSE,801,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
721848644290487,NH,2021,63,24.072184,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
721848646290487,NH,2021,76,12.036092,FALSE,902,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
721848652290487,NH,2021,101,48.144368,TRUE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
721848653290487,NH,2021,95,18.054138,FALSE,902,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
721848654290487,NH,2021,84,12.036092,FALSE,124,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
721848655290487,NH,2021,79,36.108276,FALSE,124,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
721848656290487,NH,2021,93,48.144368,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
721848669290487,NH,2021,62,18.054138,FALSE,801,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
721848673290487,NH,2021,25,6.018046,FALSE,123,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
721848675290487,NH,2021,104,6.018046,TRUE,123,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
721848676290487,NH,2021,89,6.018046,FALSE,124,11,2019-2023,LS,6,FALSE,TRUE,TRUE
721848700290487,NH,2021,80,36.108276,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
721848701290487,NH,2021,85,42.126322,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
721848702290487,NH,2021,77,42.126322,FALSE,902,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
721848703290487,NH,2021,75,24.072184,FALSE,123,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
721848704290487,NH,2021,71,0,FALSE,121,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
721848705290487,NH,2021,71,24.072184,FALSE,124,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
721848706290487,NH,2021,72,12.036092,FALSE,801,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
721848707290487,NH,2021,99,42.126322,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
721848708290487,NH,2021,92,42.126322,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
721848709290487,NH,2021,57,12.036092,FALSE,123,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
721848711290487,NH,2021,29,0,FALSE,801,11,2019-2023,Not LSOG,0,FALSE,FALSE,FALSE
721848712290487,NH,2021,81,18.054138,FALSE,124,11,2019-2023,LS,6,FALSE,TRUE,TRUE
721848713290487,NH,2021,92,18.054138,FALSE,123,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
721848714290487,NH,2021,78,12.036092,FALSE,121,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
721848717290487,NH,2021,67,18.054138,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
721848718290487,NH,2021,75,36.108276,FALSE,801,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
721848720290487,NH,2021,108,30.09023,TRUE,123,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
721848721290487,NH,2021,61,12.036092,FALSE,123,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
721848722290487,NH,2021,73,96.288736,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
721848723290487,NH,2021,97,54.162414,FALSE,123,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
721848724290487,NH,2021,52,24.072184,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
721848725290487,NH,2021,82,78.234598,FALSE,805,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
721848726290487,NH,2021,82,54.162414,FALSE,505,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
721848727290487,NH,2021,57,18.054138,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
721848728290487,NH,2021,74,0,FALSE,121,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
721848729290487,NH,2021,67,0,FALSE,121,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
721848730290487,NH,2021,66,12.036092,FALSE,902,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
721848731290487,NH,2021,92,36.108276,FALSE,801,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
721848732290487,NH,2021,53,18.054138,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
721848733290487,NH,2021,75,0,FALSE,123,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
721848734290487,NH,2021,97,72.216552,FALSE,809,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
721848735290487,NH,2021,67,48.144368,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
722577756290487,VT,2021,102,72.216552,TRUE,801,11,2019-2023,LS,6,FALSE,TRUE,TRUE
722577772290487,VT,2021,63,6.018046,FALSE,902,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
722577773290487,VT,2021,85,0,FALSE,809,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
722577778290487,VT,2021,93,48.144368,FALSE,809,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
722577780290487,VT,2021,74,48.144368,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
722577844290487,VT,2021,62,6.018046,FALSE,902,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
722577845290487,VT,2021,91,42.126322,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
722577867290487,VT,2021,97,30.09023,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
722577869290487,VT,2021,94,48.144368,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
722577891290487,VT,2021,80,60.18046,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
722577892290487,VT,2021,81,54.162414,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
722577893290487,VT,2021,94,24.072184,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
722577894290487,VT,2021,103,42.126322,TRUE,801,11,2019-2023,LS,6,FALSE,TRUE,TRUE
722577895290487,VT,2021,85,42.126322,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
722577896290487,VT,2021,106,54.162414,TRUE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
722577897290487,VT,2021,82,72.216552,FALSE,801,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
722577898290487,VT,2021,100,54.162414,TRUE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
722577899290487,VT,2021,87,42.126322,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
722577900290487,VT,2021,100,42.126322,TRUE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
722577901290487,VT,2021,83,24.072184,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
722577902290487,VT,2021,87,66.198506,FALSE,902,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
722577903290487,VT,2021,66,0,FALSE,121,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
722577904290487,VT,2021,96,54.162414,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
722577905290487,VT,2021,106,36.108276,TRUE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
722577906290487,VT,2021,71,54.162414,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
722577907290487,VT,2021,70,0,FALSE,123,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
722577908290487,VT,2021,76,66.198506,FALSE,805,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
722577909290487,VT,2021,51,60.18046,FALSE,801,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
722577910290487,VT,2021,58,0,FALSE,124,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
722577911290487,VT,2021,88,42.126322,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
722577912290487,VT,2021,63,18.054138,FALSE,801,11,2019-2023,Not LSOG,1,FALSE,FALSE,FALSE
722577913290487,VT,2021,87,42.126322,FALSE,809,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
724937232290487,NY,2021,65,6.018046,FALSE,512,11,2019-2023,Not LSOG,0,FALSE,FALSE,FALSE
724937633290487,NY,2021,76,54.162414,FALSE,805,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
815193706290487,ME,2022,102,72.216552,TRUE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
815194408290487,ME,2022,89,42.126322,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
815194409290487,ME,2022,90,30.09023,FALSE,123,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
815194410290487,ME,2022,60,18.054138,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
815194411290487,ME,2022,118,90.27069,TRUE,105,11,2019-2023,LS,7,FALSE,TRUE,TRUE
816200141290487,NY,2022,57,42.126322,FALSE,503,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
816545898290487,VT,2022,86,12.036092,FALSE,801,11,2019-2023,Not LSOG,2,FALSE,FALSE,FALSE
816545922290487,VT,2022,110,60.18046,TRUE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
816545923290487,VT,2022,85,24.072184,FALSE,801,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
816545930290487,VT,2022,99,54.162414,FALSE,805,11,2019-2023,Transitioning LS,4,FALSE,FALSE,TRUE
816545931290487,VT,2022,101,30.09023,TRUE,123,11,2019-2023,LS,6,FALSE,TRUE,TRUE
816545933290487,VT,2022,84,60.18046,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
816545936290487,VT,2022,54,12.036092,FALSE,801,11,2019-2023,Not LSOG,3,FALSE,FALSE,FALSE
816545940290487,VT,2022,101,84.252644,TRUE,801,11,2019-2023,Transitioning LS,5,FALSE,FALSE,TRUE
