state,n_plots,pct_v3_any_lsog,pct_v3_ls_og,pct_v3_og,pct_ornl_og_gt50,pct_ornl_mature_gt50,pct_ornl_mog_gt50
ME,19149,8.245861402684215,0.8094417463052901,0.04177763851898272,0.1384598998828416,33.30493130258814,33.44339120247098
