CN,eval_period,LAT,LON,STDAGE,v4_class,v5_class,v5_total,potapov_rh95,hagan_value
171137800020004,2014-2018,45.02173,-70.29526,85,Transitioning LS,Transitioning LS,5,16,15
171137801020004,2014-2018,45.839,-70.1523,25,Not LSOG,Not LSOG,1,16,15
171137802020004,2014-2018,45.71618,-69.96426,20,Not LSOG,Not LSOG,0,12,15
171137803020004,2014-2018,45.67807,-70.08242,31,Not LSOG,Not LSOG,2,5,15
171137804020004,2014-2018,45.58115,-69.96186,30,Not LSOG,Not LSOG,0,8,15
171137805020004,2014-2018,45.52005,-70.03688,27,Not LSOG,Not LSOG,0,7,15
171137806020004,2014-2018,45.61954,-70.13451,53,Not LSOG,Not LSOG,1,8,15
171137807020004,2014-2018,45.55245,-70.20073,84,Not LSOG,Not LSOG,2,18,15
171137808020004,2014-2018,45.73978,-70.38813,65,Not LSOG,Not LSOG,2,11,15
171137809020004,2014-2018,45.47383,-70.28064,33,Not LSOG,Not LSOG,1,13,15
171137810020004,2014-2018,45.37149,-70.13441,40,Not LSOG,Not LSOG,2,20,15
171137811020004,2014-2018,45.30436,-70.1845,105,Not LSOG,Not LSOG,4,22,15
171137812020004,2014-2018,45.40718,-70.32434,138,Transitioning LS,Transitioning LS,6,18,15
171137813020004,2014-2018,45.25196,-70.43739,20,Not LSOG,Not LSOG,0,15,15
171137814020004,2014-2018,45.42945,-70.51838,95,LS,Transitioning LS,6,0,15
171137815020004,2014-2018,45.30214,-70.31325,45,Not LSOG,Not LSOG,3,18,15
171137816020004,2014-2018,45.324,-70.36065,20,Not LSOG,Not LSOG,0,9,15
171137818020004,2014-2018,45.99335,-69.46348,14,Not LSOG,Not LSOG,0,5,15
171137819020004,2014-2018,46.07783,-69.55849,33,Not LSOG,Not LSOG,2,8,15
171137820020004,2014-2018,45.92666,-69.46837,30,Not LSOG,Not LSOG,2,10,15
171137821020004,2014-2018,45.84281,-69.54525,60,Not LSOG,Not LSOG,1,16,15
171137822020004,2014-2018,45.74918,-69.39915,20,Not LSOG,Not LSOG,1,13,15
171137823020004,2014-2018,45.70227,-69.4735,41,Not LSOG,Not LSOG,2,17,15
171137824020004,2014-2018,45.77118,-69.59881,84,Not LSOG,Not LSOG,4,20,15
171137825020004,2014-2018,45.64326,-69.75657,43,Not LSOG,Not LSOG,3,15,15
171137826020004,2014-2018,45.49564,-69.66084,86,Transitioning LS,Transitioning LS,5,0,15
171137827020004,2014-2018,45.65625,-69.89377,34,Not LSOG,Not LSOG,1,10,15
171137828020004,2014-2018,45.41774,-69.89531,44,Not LSOG,Not LSOG,1,11,15
171137829020004,2014-2018,45.34155,-69.73649,43,Not LSOG,Not LSOG,2,18,15
171137830020004,2014-2018,47.30131,-68.25556,73,Not LSOG,Not LSOG,0,0,-1
171137831020004,2014-2018,47.20893,-68.13661,87,Not LSOG,Not LSOG,3,5,-1
171137832020004,2014-2018,46.93604,-68.158,18,Not LSOG,Not LSOG,1,14,15
171137835020004,2014-2018,47.07815,-68.43281,50,Not LSOG,Not LSOG,0,15,15
171137836020004,2014-2018,47.00281,-68.32146,20,Not LSOG,Not LSOG,1,12,15
171137837020004,2014-2018,46.93648,-68.38852,5,Not LSOG,Not LSOG,0,8,15
171137838020004,2014-2018,46.32744,-70.10409,28,Not LSOG,Not LSOG,2,15,15
171137839020004,2014-2018,46.30474,-70.15374,20,Not LSOG,Not LSOG,0,14,15
171137840020004,2014-2018,46.24489,-70.20995,35,Not LSOG,Not LSOG,1,14,15
171137841020004,2014-2018,45.33212,-70.95529,50,Not LSOG,Not LSOG,1,12,15
171137842020004,2014-2018,45.29734,-70.99558,45,Not LSOG,Not LSOG,0,13,15
171137843020004,2014-2018,45.25144,-71.02234,35,Not LSOG,Not LSOG,1,16,15
171137845020004,2014-2018,44.18285,-70.50684,9,Not LSOG,Not LSOG,1,21,-1
171137846020004,2014-2018,44.09506,-70.57712,63,Not LSOG,Not LSOG,2,20,-1
171137847020004,2014-2018,44.15608,-70.70581,95,Transitioning LS,Transitioning LS,5,19,-1
171137848020004,2014-2018,44.03985,-70.6403,65,Transitioning LS,Transitioning LS,5,11,-1
171137849020004,2014-2018,43.95661,-70.66054,55,Not LSOG,Not LSOG,3,11,-1
171137850020004,2014-2018,43.90212,-70.74017,33,Not LSOG,Not LSOG,0,17,-1
171137851020004,2014-2018,43.91643,-70.91001,45,Not LSOG,Not LSOG,0,16,-1
171137852020004,2014-2018,44.90344,-69.51262,86,Transitioning LS,Not LSOG,4,15,15
171137853020004,2014-2018,45.00711,-69.64585,35,Not LSOG,Not LSOG,2,21,15
171137855020004,2014-2018,45.02929,-69.42343,50,Not LSOG,Not LSOG,3,20,15
171137856020004,2014-2018,44.77651,-69.67994,50,Not LSOG,Not LSOG,0,0,15
171137857020004,2014-2018,44.70345,-69.69609,43,Not LSOG,Not LSOG,4,19,15
171137860020004,2014-2018,44.65454,-69.94899,70,Not LSOG,Not LSOG,3,21,-1
171137861020004,2014-2018,44.44814,-69.97718,28,Not LSOG,Not LSOG,1,22,-1
171137862020004,2014-2018,44.58862,-70.00058,20,Not LSOG,Not LSOG,0,11,-1
171137863020004,2014-2018,44.51859,-70.0525,55,Not LSOG,Not LSOG,3,NA,-1
171137864020004,2014-2018,46.58278,-68.08921,43,Not LSOG,Not LSOG,1,16,15
171137865020004,2014-2018,46.77074,-68.0663,50,Not LSOG,Not LSOG,0,16,15
171137866020004,2014-2018,46.68475,-68.21526,25,Not LSOG,Not LSOG,1,20,15
171137867020004,2014-2018,46.6165,-68.27824,106,Transitioning LS,Not LSOG,4,13,15
171137868020004,2014-2018,46.50304,-68.12421,80,Not LSOG,Not LSOG,2,20,15
171137869020004,2014-2018,46.5716,-68.16323,35,Not LSOG,Not LSOG,2,15,1
171137870020004,2014-2018,46.54581,-68.33313,45,Not LSOG,Not LSOG,1,10,15
171137871020004,2014-2018,46.40012,-68.28823,55,Not LSOG,Not LSOG,4,19,15
171137872020004,2014-2018,46.47873,-68.40534,35,Not LSOG,Not LSOG,2,12,15
171137873020004,2014-2018,46.39286,-68.48542,30,Not LSOG,Not LSOG,2,18,15
171137874020004,2014-2018,46.29017,-68.33259,33,Not LSOG,Not LSOG,3,0,15
171137875020004,2014-2018,46.23428,-68.39933,15,Not LSOG,Not LSOG,0,8,15
171137876020004,2014-2018,46.32703,-68.51906,30,Not LSOG,Not LSOG,1,14,15
171137877020004,2014-2018,46.14671,-68.47632,94,Not LSOG,Not LSOG,3,14,15
171137879020004,2014-2018,46.1944,-68.65395,42,Not LSOG,Not LSOG,1,11,15
171137880020004,2014-2018,44.93013,-67.95938,32,Not LSOG,Not LSOG,1,13,15
171137881020004,2014-2018,44.857,-67.8914,63,Not LSOG,Not LSOG,1,13,-1
171137882020004,2014-2018,44.76173,-67.88135,0,Not LSOG,Not LSOG,0,0,-1
171137883020004,2014-2018,44.86236,-68.01613,84,Transitioning LS,Not LSOG,4,15,15
171137884020004,2014-2018,44.69997,-67.94882,45,Not LSOG,Not LSOG,2,3,15
171137885020004,2014-2018,44.79812,-68.07063,67,Transitioning LS,Transitioning LS,5,3,15
171137886020004,2014-2018,44.72547,-68.16763,31,Not LSOG,Not LSOG,0,11,15
171137887020004,2014-2018,44.61349,-68.0002,53,Not LSOG,Not LSOG,1,0,-1
171137888020004,2014-2018,44.56048,-68.06313,90,Transitioning LS,Not LSOG,4,13,-1
171137889020004,2014-2018,44.65336,-68.19299,75,Not LSOG,Not LSOG,3,3,-1
171137890020004,2014-2018,44.49637,-68.12756,31,Not LSOG,Not LSOG,1,14,-1
171137891020004,2014-2018,44.66203,-68.30597,55,Not LSOG,Not LSOG,1,13,-1
171137892020004,2014-2018,44.50902,-68.31112,91,Not LSOG,Not LSOG,2,8,-1
171137895020004,2014-2018,44.74763,-67.72403,32,Not LSOG,Not LSOG,2,14,-1
171137896020004,2014-2018,45.67397,-67.80914,45,Not LSOG,Not LSOG,0,5,-1
171137897020004,2014-2018,44.50905,-67.71106,65,Not LSOG,Not LSOG,3,15,-1
171137898020004,2014-2018,44.47163,-67.94997,55,Not LSOG,Not LSOG,2,17,-1
171137899020004,2014-2018,44.52416,-67.87414,65,Not LSOG,Not LSOG,4,18,-1
171137902020004,2014-2018,46.38701,-69.6936,106,Not LSOG,Not LSOG,3,6,15
171137903020004,2014-2018,46.20233,-69.84011,85,Not LSOG,Not LSOG,1,8,15
171137904020004,2014-2018,46.11696,-69.91095,90,Transitioning LS,Transitioning LS,5,9,15
171137905020004,2014-2018,46.24249,-70.09658,106,Not LSOG,Not LSOG,4,21,15
171137906020004,2014-2018,45.99779,-69.99222,67,Not LSOG,Not LSOG,0,0,15
171137907020004,2014-2018,45.9125,-70.09974,16,Not LSOG,Not LSOG,1,8,15
171137908020004,2014-2018,45.08834,-70.37138,23,Not LSOG,Not LSOG,1,19,15
171137909020004,2014-2018,45.18428,-70.48805,55,Not LSOG,Not LSOG,1,16,15
171137911020004,2014-2018,45.37795,-69.5415,35,Not LSOG,Not LSOG,2,23,15
171137912020004,2014-2018,45.4145,-69.71715,40,Not LSOG,Not LSOG,3,19,15
171137913020004,2014-2018,45.32253,-69.58801,84,Transitioning LS,Not LSOG,4,13,15
171137914020004,2014-2018,45.24978,-69.60052,77,Not LSOG,Not LSOG,4,21,15
171137915020004,2014-2018,45.16008,-69.7295,50,Not LSOG,Not LSOG,1,10,15
171137916020004,2014-2018,45.19177,-69.88966,72,Not LSOG,Not LSOG,2,14,15
171137919020004,2014-2018,44.99126,-70.08135,44,Not LSOG,Not LSOG,1,14,15
171137920020004,2014-2018,44.82142,-70.00662,33,Not LSOG,Not LSOG,0,16,15
171137921020004,2014-2018,46.02847,-68.58569,25,Not LSOG,Not LSOG,2,21,15
171137922020004,2014-2018,46.13315,-68.73202,80,Not LSOG,Not LSOG,3,11,15
171137923020004,2014-2018,45.969,-68.66199,68,Not LSOG,Not LSOG,2,7,15
171137924020004,2014-2018,45.89075,-68.70738,77,Not LSOG,Not LSOG,3,6,15
171137925020004,2014-2018,45.98575,-68.83408,88,Transitioning LS,Transitioning LS,5,17,15
171137926020004,2014-2018,46.04882,-68.77131,18,Not LSOG,Not LSOG,1,15,15
171137927020004,2014-2018,45.90548,-68.88698,30,Not LSOG,Not LSOG,0,7,15
171137928020004,2014-2018,45.85004,-68.93975,129,LS,LS,7,20,15
171137929020004,2014-2018,45.7565,-68.95179,127,LS,LS,7,15,15
171137930020004,2014-2018,45.60854,-68.93729,25,Not LSOG,Not LSOG,1,18,15
171137931020004,2014-2018,45.70015,-69.05067,35,Not LSOG,Not LSOG,4,20,15
171137932020004,2014-2018,44.46617,-69.60057,70,Not LSOG,Not LSOG,2,0,-1
171137933020004,2014-2018,44.46972,-69.70766,147,LS,LS,7,21,-1
171137934020004,2014-2018,44.24101,-69.70095,57,Not LSOG,Not LSOG,3,19,-1
171137936020004,2014-2018,44.09692,-69.80331,57,Transitioning LS,Transitioning LS,5,20,-1
171137937020004,2014-2018,44.02199,-69.87054,64,Not LSOG,Not LSOG,3,16,-1
171137941020004,2014-2018,44.03527,-70.05233,64,Transitioning LS,Transitioning LS,6,22,-1
171137942020004,2014-2018,46.07938,-68.2316,40,Not LSOG,Not LSOG,2,16,15
171137943020004,2014-2018,45.98693,-68.22394,84,Not LSOG,Not LSOG,2,16,15
171137944020004,2014-2018,45.72868,-68.41295,31,Not LSOG,Not LSOG,1,20,15
171137945020004,2014-2018,46.01262,-68.4113,29,Not LSOG,Not LSOG,2,5,15
171137946020004,2014-2018,45.93035,-68.46755,35,Not LSOG,Not LSOG,2,17,15
171137947020004,2014-2018,45.77291,-68.41086,115,Transitioning LS,Not LSOG,4,8,15
171137948020004,2014-2018,45.70065,-68.46628,18,Not LSOG,Not LSOG,0,7,15
171137949020004,2014-2018,45.86837,-68.52064,43,Not LSOG,Not LSOG,0,15,15
171137950020004,2014-2018,45.79375,-68.59949,91,Not LSOG,Not LSOG,3,17,15
171137951020004,2014-2018,45.74006,-68.65342,60,Not LSOG,Not LSOG,0,17,15
171137952020004,2014-2018,45.21035,-70.66663,55,Not LSOG,Not LSOG,0,8,15
171137953020004,2014-2018,44.85558,-70.66316,44,Not LSOG,Not LSOG,0,15,15
171137954020004,2014-2018,44.94878,-70.47427,160,Not LSOG,Not LSOG,2,12,15
171137955020004,2014-2018,44.96667,-70.65435,20,Not LSOG,Not LSOG,0,0,15
171137956020004,2014-2018,44.90474,-70.73456,40,Not LSOG,Not LSOG,3,14,15
171137957020004,2014-2018,44.873132,-70.647853,43,Not LSOG,Not LSOG,2,12,15
171137958020004,2014-2018,44.91214,-70.67039,57,Not LSOG,Not LSOG,0,4,15
171137959020004,2014-2018,44.65729,-70.77369,99,Transitioning LS,Transitioning LS,5,10,-1
171137960020004,2014-2018,44.66366,-70.70668,85,Transitioning LS,Transitioning LS,6,19,-1
171137961020004,2014-2018,44.6806,-70.88241,75,Not LSOG,Not LSOG,4,19,15
171137962020004,2014-2018,44.76234,-70.81347,84,Not LSOG,Not LSOG,4,21,1
171137963020004,2014-2018,44.7584,-70.94845,30,Not LSOG,Not LSOG,1,20,1
171137964020004,2014-2018,46.73308,-69.1809,70,Not LSOG,Not LSOG,2,15,15
171137965020004,2014-2018,46.64052,-69.06755,25,Not LSOG,Not LSOG,0,9,15
171137966020004,2014-2018,46.40829,-69.15936,30,Not LSOG,Not LSOG,2,14,1
171137967020004,2014-2018,46.65206,-69.23662,100,Transitioning LS,Not LSOG,4,16,15
171137968020004,2014-2018,46.62009,-69.25164,25,Not LSOG,Not LSOG,1,15,15
171137969020004,2014-2018,46.60689,-69.48944,54,Not LSOG,Not LSOG,1,4,15
171137970020004,2014-2018,46.52264,-69.36951,29,Not LSOG,Not LSOG,2,12,15
171137971020004,2014-2018,46.56787,-69.23178,28,Not LSOG,Not LSOG,3,19,15
171137972020004,2014-2018,46.50243,-69.17875,35,Not LSOG,Not LSOG,1,18,15
171137973020004,2014-2018,47.03375,-68.4753,75,Not LSOG,Not LSOG,2,15,15
171137975020004,2014-2018,44.76643,-70.19418,17,Not LSOG,Not LSOG,1,21,15
171137976020004,2014-2018,44.55177,-70.23636,67,Not LSOG,Not LSOG,2,11,-1
171137977020004,2014-2018,44.57668,-70.41198,32,Not LSOG,Not LSOG,1,20,-1
171137978020004,2014-2018,44.45568,-70.27107,89,Transitioning LS,Not LSOG,4,17,-1
171137980020004,2014-2018,44.34538,-70.40581,57,Not LSOG,Not LSOG,3,21,-1
171137981020004,2014-2018,46.432,-68.63638,122,Transitioning LS,Not LSOG,4,12,1
171137982020004,2014-2018,46.38415,-68.93598,60,Not LSOG,Not LSOG,1,15,15
171137984020004,2014-2018,46.33356,-68.83147,32,Not LSOG,Not LSOG,2,5,15
171137985020004,2014-2018,46.24273,-69.00174,75,Not LSOG,Not LSOG,0,15,15
171137986020004,2014-2018,46.14397,-68.89571,125,Transitioning LS,Transitioning LS,5,17,15
171137987020004,2014-2018,46.01533,-69.00075,59,Not LSOG,Not LSOG,3,14,15
171137988020004,2014-2018,46.03798,-69.19352,35,Not LSOG,Not LSOG,2,11,15
171137989020004,2014-2018,45.87333,-69.11964,86,Transitioning LS,Not LSOG,4,0,15
171137990020004,2014-2018,47.022,-67.8997,92,Transitioning LS,Transitioning LS,5,14,15
171137991020004,2014-2018,46.84378,-67.86186,89,Transitioning LS,Transitioning LS,5,19,-1
171137994020004,2014-2018,46.81786,-68.08173,35,Not LSOG,Not LSOG,0,8,15
171137995020004,2014-2018,46.73387,-67.97707,105,LS,Transitioning LS,6,0,15
171137997020004,2014-2018,46.74777,-68.14588,60,Not LSOG,Not LSOG,1,17,15
171137998020004,2014-2018,45.33015,-68.00112,31,Not LSOG,Not LSOG,1,16,15
171137999020004,2014-2018,45.282852,-68.040238,79,Not LSOG,Not LSOG,3,14,15
171138000020004,2014-2018,45.35346,-68.17171,82,Not LSOG,Not LSOG,2,16,15
171138001020004,2014-2018,45.39322,-68.26523,138,LS,LS,7,3,15
171138002020004,2014-2018,45.28229,-68.12337,88,Not LSOG,Not LSOG,3,20,15
171138003020004,2014-2018,45.12159,-68.29552,18,Not LSOG,Not LSOG,0,17,15
171138004020004,2014-2018,45.208,-68.31131,45,Not LSOG,Not LSOG,0,7,15
171138005020004,2014-2018,45.12068,-68.17936,83,Transitioning LS,Not LSOG,4,15,15
171138006020004,2014-2018,45.04645,-68.24393,30,Not LSOG,Not LSOG,2,7,15
171138007020004,2014-2018,45.14139,-68.36429,81,Transitioning LS,Not LSOG,4,0,15
171138008020004,2014-2018,45.24076,-68.47567,100,Transitioning LS,Not LSOG,4,15,15
171138009020004,2014-2018,44.91191,-68.365710000000007,95,Not LSOG,Not LSOG,2,13,15
171138010020004,2014-2018,44.85619,-68.40268,35,Not LSOG,Not LSOG,0,14,15
171138011020004,2014-2018,47.13247,-68.62846,84,Not LSOG,Not LSOG,3,13,-1
171138012020004,2014-2018,46.98475,-68.56301,65,Not LSOG,Not LSOG,1,13,15
171138013020004,2014-2018,46.89571,-68.64395,7,Not LSOG,Not LSOG,1,21,15
171138014020004,2014-2018,46.80677,-68.5165,113,Transitioning LS,Transitioning LS,5,16,15
171138015020004,2014-2018,46.67247,-68.58681,50,Not LSOG,Not LSOG,1,4,15
171138016020004,2014-2018,46.81758,-68.70829,50,Not LSOG,Not LSOG,1,20,1
171138017020004,2014-2018,46.91839,-68.81493,54,Not LSOG,Not LSOG,3,16,15
171138018020004,2014-2018,46.7762,-68.7377,90,Not LSOG,Not LSOG,2,16,15
171138019020004,2014-2018,46.78433,-68.83443,27,Not LSOG,Not LSOG,1,18,15
171138020020004,2014-2018,46.67914,-68.70853,45,Not LSOG,Not LSOG,2,14,15
171138021020004,2014-2018,46.59575,-68.87192,35,Not LSOG,Not LSOG,3,20,1
171138022020004,2014-2018,46.70687,-69.00405,30,Not LSOG,Not LSOG,0,5,15
171138023020004,2014-2018,46.53893,-68.95357,88,Not LSOG,Not LSOG,4,20,1
171138024020004,2014-2018,45.80121,-69.18783,95,Transitioning LS,Transitioning LS,5,13,15
171138025020004,2014-2018,45.834844,-69.367412,55,Not LSOG,Not LSOG,1,17,15
171138026020004,2014-2018,45.72653,-69.24309,129,Not LSOG,Not LSOG,3,12,15
171138027020004,2014-2018,45.6559,-69.31083,95,Transitioning LS,Not LSOG,4,6,15
171138028020004,2014-2018,45.53569,-69.38613,73,Not LSOG,Not LSOG,3,21,15
171138029020004,2014-2018,45.608795,-69.538179,20,Not LSOG,Not LSOG,1,19,15
171138030020004,2014-2018,45.39674,-69.49171,25,Not LSOG,Not LSOG,4,21,15
171138031020004,2014-2018,47.12343,-68.01779,70,Not LSOG,Not LSOG,1,16,-1
171138032020004,2014-2018,47.04074,-68.08214,75,Not LSOG,Not LSOG,0,10,15
171138033020004,2014-2018,43.89498,-70.15922,55,Not LSOG,Not LSOG,3,5,-1
171138036020004,2014-2018,43.62318,-70.40477,70,Transitioning LS,Not LSOG,4,7,-1
171138038020004,2014-2018,45.10318,-68.58572,38,Not LSOG,Not LSOG,0,11,15
171138039020004,2014-2018,45.19268,-68.71502,70,Not LSOG,Not LSOG,0,15,15
171138040020004,2014-2018,44.72188,-67.54791,98,Not LSOG,Not LSOG,2,0,-1
171138041020004,2014-2018,45.56521,-68.58842,93,Not LSOG,Not LSOG,3,14,15
171138042020004,2014-2018,45.45256,-68.71903,82,Not LSOG,Not LSOG,3,23,15
171138043020004,2014-2018,47.43062,-69.18252,55,Not LSOG,Not LSOG,1,0,-1
171138044020004,2014-2018,47.39644,-69.23129,30,Not LSOG,Not LSOG,1,19,-1
171138045020004,2014-2018,47.35895,-69.23292,48,Not LSOG,Not LSOG,0,4,-1
171138046020004,2014-2018,47.28723,-69.31072,80,Not LSOG,Not LSOG,3,14,-1
171138047020004,2014-2018,46.0766,-70.03258,81,Not LSOG,Not LSOG,1,4,15
171138048020004,2014-2018,46.00728,-70.20356,55,Not LSOG,Not LSOG,2,5,15
171138049020004,2014-2018,47.07187,-68.25152,27,Not LSOG,Not LSOG,1,12,15
171138050020004,2014-2018,46.9889,-68.13383,128,LS,Transitioning LS,6,15,15
171138051020004,2014-2018,46.91348,-68.21075,89,Transitioning LS,Not LSOG,4,13,15
171138052020004,2014-2018,46.8508,-68.2732,115,Transitioning LS,Transitioning LS,5,14,15
171138053020004,2014-2018,46.87133,-68.44309,45,Not LSOG,Not LSOG,1,20,15
171138054020004,2014-2018,46.70056,-68.39982,116,Transitioning LS,Transitioning LS,6,19,15
171138055020004,2014-2018,46.63089,-68.4574,49,Not LSOG,Not LSOG,3,18,15
171138056020004,2014-2018,46.65395,-68.64062,55,Not LSOG,Not LSOG,1,21,2
171138057020004,2014-2018,46.57114,-68.52345,76,Transitioning LS,Not LSOG,4,14,15
171138058020004,2014-2018,46.49154,-68.57405,127,LS,Transitioning LS,6,14,1
171138059020004,2014-2018,45.20345,-68.75708,42,Not LSOG,Not LSOG,1,15,15
171138060020004,2014-2018,45.20788,-68.90967,40,Not LSOG,Not LSOG,1,4,15
171138061020004,2014-2018,45.06078,-68.83787,27,Not LSOG,Not LSOG,0,13,15
171138065020004,2014-2018,44.92017,-68.94388,59,Not LSOG,Not LSOG,0,10,15
171138067020004,2014-2018,44.84323,-69.01446,37,Not LSOG,Not LSOG,1,3,15
171138068020004,2014-2018,44.82038,-68.9504,32,Not LSOG,Not LSOG,2,6,15
171138070020004,2014-2018,44.77345,-69.04898,30,Not LSOG,Not LSOG,2,17,15
171138071020004,2014-2018,44.80449,-69.2259,28,Not LSOG,Not LSOG,1,18,15
171138072020004,2014-2018,45.61068,-68.7567,65,Not LSOG,Not LSOG,3,4,15
171138073020004,2014-2018,45.5365,-68.83023,50,Not LSOG,Not LSOG,1,19,15
171138074020004,2014-2018,45.26752,-68.84901,75,Not LSOG,Not LSOG,3,5,15
171138075020004,2014-2018,45.40733,-68.89498,62,Not LSOG,Not LSOG,1,18,15
171138076020004,2014-2018,45.30455,-68.88495,70,Not LSOG,Not LSOG,2,21,15
171138077020004,2014-2018,45.30931,-69.00697,43,Not LSOG,Not LSOG,0,17,15
171138078020004,2014-2018,45.09047,-69.00536,60,Not LSOG,Not LSOG,3,0,15
171138079020004,2014-2018,45.22542,-69.07463,65,Not LSOG,Not LSOG,3,19,15
171138080020004,2014-2018,45.0987,-69.30976,76,Not LSOG,Not LSOG,2,15,15
171138081020004,2014-2018,44.9346,-68.52751,58,Not LSOG,Not LSOG,1,14,15
171138082020004,2014-2018,45.77101,-70.2336,86,Not LSOG,Not LSOG,3,20,15
171138083020004,2014-2018,45.71139,-70.25781,43,Not LSOG,Not LSOG,3,13,15
171138084020004,2014-2018,45.80178,-70.36866,103,LS,LS,7,18,15
171138085020004,2014-2018,45.57392,-70.36778,100,Not LSOG,Not LSOG,3,12,15
171138086020004,2014-2018,45.46594,-70.42978,57,Not LSOG,Not LSOG,3,14,15
171138087020004,2014-2018,45.41208,-70.61329,91,Transitioning LS,Not LSOG,4,10,15
171138088020004,2014-2018,45.51165,-70.61921,83,Transitioning LS,Transitioning LS,5,21,15
171138089020004,2014-2018,45.34188,-70.54911,105,Not LSOG,Not LSOG,4,19,15
171138090020004,2014-2018,45.26475,-70.59991,53,Not LSOG,Not LSOG,3,20,15
171138091020004,2014-2018,45.38196,-70.73913,35,Not LSOG,Not LSOG,1,18,15
171138092020004,2014-2018,47.17396,-69.04018,78,Not LSOG,Not LSOG,2,19,-1
171138094020004,2014-2018,47.27486,-69.12861,70,Not LSOG,Not LSOG,0,3,-1
171138095020004,2014-2018,47.1897,-69.19628,120,LS,LS,8,19,-1
171138096020004,2014-2018,46.21406,-69.42924,41,Not LSOG,Not LSOG,2,14,1
171138098020004,2014-2018,43.37922,-70.93282,68,Transitioning LS,Transitioning LS,6,20,-1
171138099020004,2014-2018,45.41226,-67.54035,47,Not LSOG,Not LSOG,1,20,-1
171138100020004,2014-2018,45.3415,-67.57952,43,Not LSOG,Not LSOG,0,12,-1
171138101020004,2014-2018,45.29761,-67.47939,96,Transitioning LS,Not LSOG,4,10,-1
171138102020004,2014-2018,45.24966,-67.46716,28,Not LSOG,Not LSOG,0,NA,-1
171138103020004,2014-2018,45.19996,-67.52267,58,Not LSOG,Not LSOG,1,18,-1
171138104020004,2014-2018,45.28115,-67.65695,124,Transitioning LS,Transitioning LS,5,12,-1
171138105020004,2014-2018,45.12483,-67.57684,71,Not LSOG,Not LSOG,2,16,-1
171138106020004,2014-2018,45.20663,-67.71854,31,Not LSOG,Not LSOG,2,6,-1
171138107020004,2014-2018,45.11721,-67.70254,112,Not LSOG,Not LSOG,1,4,-1
171138108020004,2014-2018,45.04936,-67.65003,29,Not LSOG,Not LSOG,0,5,-1
171138109020004,2014-2018,44.98891,-68.6527,74,Not LSOG,Not LSOG,0,14,15
171138110020004,2014-2018,44.88859,-68.53756,55,Not LSOG,Not LSOG,3,10,15
171138111020004,2014-2018,44.86027,-68.59539,35,Not LSOG,Not LSOG,1,0,15
171138112020004,2014-2018,44.78988,-68.65281,35,Not LSOG,Not LSOG,0,0,15
171138113020004,2014-2018,44.69964,-68.53143,87,Not LSOG,Not LSOG,3,22,15
171138114020004,2014-2018,44.65671,-68.60702,76,Not LSOG,Not LSOG,1,11,-1
171138115020004,2014-2018,44.72891,-68.71284,70,Not LSOG,Not LSOG,0,0,15
171138116020004,2014-2018,44.81375,-69.00352,57,Not LSOG,Not LSOG,2,16,15
171138117020004,2014-2018,44.6555,-68.76525,71,Not LSOG,Not LSOG,1,4,-1
