hexid,hagan,gedi,treemap,nvalid,disagree
356,0.206134745298521,0.0770081061164333,0.00419937922220194,5477,0.201935366076319
357,0.292372881355932,0.173728813559322,0.207627118644068,236,0.11864406779661
375,0.139588100686499,0.296720061022121,0.0061022120518688,1311,0.290617848970252
377,0.141822133671436,0.278563656147987,0.0110487230574171,5521,0.26751493309057
378,0.0481530343007916,0.180738786279683,0.0234168865435356,3032,0.157321899736148
379,0.399508800654932,0.174140182847192,0.0454359394187474,4886,0.354072861236185
380,0.0580446218030111,0.0537280701754386,0.00253945220388173,5513,0.0555051695991293
381,0.0880848645576814,0.163024890746722,0.0644061375260466,5279,0.0986187532206758
382,0.481562216167121,0.192883211678832,0.00980926430517711,5505,0.471752951861944
383,0.29165909503907,0.20611798980335,0.0348900599672906,5503,0.256769035071779
384,0.031936127744511,0.260479041916168,0.00898203592814371,1002,0.251497005988024
401,0.186134852801519,0.455840455840456,0.0398860398860399,1053,0.415954415954416
403,0.0573122529644269,0.126482213438735,0.00197628458498024,506,0.124505928853755
404,0.162837565497783,0.297057638049174,0.0777912132204756,2481,0.219266424828698
405,0.478308823529412,0.244710211591536,0.0417279411764706,5440,0.436580882352941
406,0.19366391184573,0.126478616924477,0.0165289256198347,3630,0.177134986225895
407,0.201970443349754,0.254917084458157,0.00189465706707086,5278,0.253022427391086
408,0.112370341913177,0.0472319008904375,0.131386861313869,5206,0.0841549604234312
409,0.29603315571344,0.109423116403203,0.00789421748569173,5067,0.288138938227748
410,0.293928923988154,0.228775913129319,0.09106614017769,4052,0.202862783810464
411,0.0286944045911047,0.196556671449067,0.0616929698708752,697,0.167862266857963
428,0.366990291262136,0.380859375,0.0310679611650485,1030,0.349791413834951
430,0.141445336627548,0.290302655960469,0.0479719991764464,4857,0.242330656784023
431,0.239130434782609,0.186552072800809,0.111476238624874,3956,0.127654196157735
432,0.550938019472809,0.281257676246622,0.033246259795773,4211,0.517691759677036
433,0.107859078590786,0.170537010159652,0.0016260162601626,5535,0.168910993899489
434,0.352174746119946,0.282096240015585,0.0139873538992144,5219,0.338187392220732
435,0.214750542299349,0.0762899016261795,0.0203115756261092,5071,0.19443896667324
436,0.299777942264989,0.159723519521764,0.0074019245003701,5404,0.292376017764619
437,0.0942238267148015,0.175514626218852,0.011913357400722,5540,0.16360126881813
439,0.0682492581602374,0.0593471810089021,0,674,0.0682492581602374
456,0.133354551241248,0.198662846227316,0.000954805856142584,3142,0.197708040371174
457,0.211231418608919,0.458432739952285,0.04147550009176,5449,0.416957239860525
458,0.391288433382138,0.333455344070278,0.0153733528550512,5464,0.375915080527086
459,0.19708309345615,0.363796477495108,0.00978698906160046,5211,0.354009488433507
460,0.411875589066918,0.365494841421475,0.0105560791705938,5305,0.401319509896324
461,0.0716238381629306,0.0312729948491538,0.0102059413158374,5487,0.0614178968470931
462,0.272086362634942,0.105492990117214,0.0149812734082397,4539,0.257105089226702
463,0.223926940639269,0.276431718061674,0.0715981735159817,5475,0.204833544545692
464,0.214766714766715,0.27215343529983,0.0182780182780183,4158,0.253875417021812
465,0.0638848920863309,0.0738901869158879,0.00776978417266187,3475,0.066120402743226
466,0.0948228882833788,0.111293859649123,0.00217983651226158,1835,0.109114023136861
467,0.0741573033707865,0.051685393258427,0.0262172284644195,1335,0.047940074906367
483,0.254512635379061,0.370397111913357,0.00342960288808664,5540,0.366967509025271
484,0.265978634799928,0.448457350272232,0.0497917798298026,5523,0.39866557044243
485,0.505455617811855,0.239713216957606,0.0657623120023592,3391,0.439693305809496
486,0.189508077691051,0.151587012039402,0.0201488473407152,5509,0.169359230350336
487,0.181801470588235,0.193847294292068,0.0235294117647059,5440,0.170317882527362
488,0.109640831758034,0.0716463414634146,0.0275992438563327,5290,0.0820415879017013
489,0.0860507246376812,0.0681114551083591,0.00398550724637681,5520,0.0820652173913043
490,0.130154102457309,0.236743215031315,0.0376926280716368,4802,0.199050586959678
491,0.187311935807422,0.161423414130995,0.00877632898696088,3988,0.178535606820461
492,0.180497548574542,0.152023332118119,0.00127110949700381,5507,0.179226439077538
493,0.196663740122915,0.174934152765584,0.0103160667251975,4556,0.186347673397717
494,0.10690537084399,0.0961636828644501,0.0184143222506394,1955,0.0884910485933504
509,0.154388212684177,0.205136436597111,0.00160153747597694,3122,0.203534899121134
510,0.282380607814761,0.24641104851899,0.0104920405209841,5528,0.271888567293777
511,0.263358778625954,0.253649635036496,0.0363504180298073,5502,0.227008360596147
512,0.186237133053755,0.154897055993843,0.00895920701486847,5246,0.177277926038887
513,0.0883997835107343,0.153623712271824,0.00793793974382104,5543,0.145685772528003
514,0.0321879936808847,0.0971643862780091,0.0851105845181675,5064,0.0649763925971245
515,0.0711432375879779,0.0518731988472623,0.0237778200494579,5257,0.0473654175385201
516,0.134199134199134,0.198714312724523,0.0282326369282891,5313,0.170481675796233
517,0.156278229448961,0.106074342701723,0.00560072267389341,5535,0.150677506775068
518,0.083969465648855,0.0469474497681607,0.00343511450381679,5240,0.0805343511450382
519,0.0674846625766871,0.10826416456153,0.00252616383976904,5542,0.105738000721761
520,0.147058823529412,0.124526258798051,0.00577408877661494,5542,0.141284734752797
521,0.21989247311828,0.187096774193548,0.0161290322580645,1860,0.203763440860215
536,0.313672922252011,0.155495978552279,0,1119,0.313672922252011
537,0.315095702419646,0.350271247739602,0.0315998555435175,5538,0.318671392196085
538,0.151021953065859,0.224990417784592,0.0211960635881908,5284,0.203794354196401
539,0.244114921223355,0.22260735605623,0.0213160333642261,5395,0.222798887859129
540,0.0352061291499453,0.103976650857351,0.0397665085735133,5482,0.0687705217074061
541,0.0506769118185145,0.116811219782248,0.0863519941456275,5466,0.0661343079637332
542,0.016805204192266,0.0296510576749232,0.00397542464763282,5534,0.0256756330272903
543,0.438771802325581,0.37964989059081,0.00617732558139535,5504,0.432594476744186
544,0.194157140264925,0.0872410032715376,0.00870985302123027,5511,0.185447287243694
545,0.0820707070707071,0.0811688311688312,0.00414862914862915,5544,0.0779220779220779
546,0.0932876217971851,0.0889570552147239,0.00793937206784554,5542,0.0853482497293396
547,0.118506493506494,0.10515873015873,0.0073953823953824,5544,0.111111111111111
548,0,0,0.0443349753694581,203,0.0443349753694581
563,0.247403210576015,0.319795027519453,0.00472143531633617,5295,0.315073592203117
564,0.163357400722022,0.263176895306859,0.0184115523465704,5540,0.244765342960289
565,0.220532319391635,0.273185875048506,0.0112167300380228,5260,0.261969145010483
566,0.113997113997114,0.136904761904762,0.0223665223665224,5544,0.11453823953824
567,0.0362537764350453,0.117086193745233,0.0383308157099698,5296,0.0808324173101873
568,0.071619674830212,0.0842282585807539,0.0090553611854291,4859,0.0751728973953248
569,0.0896803652968037,0.216845216106391,0.00438356164383562,5475,0.212461654462555
570,0.256341789052069,0.161704611792177,0.00343314896051879,5243,0.252908640091551
571,0.276864728192162,0.163405797101449,0.00758533501896334,5537,0.269279393173199
572,0.0357271743053049,0.0422230241789968,0.00451100685673042,5542,0.0377120173222663
573,0.0985203897509924,0.0467340310357272,0.00920245398773006,5542,0.0893179357632624
574,0.0757103574702108,0.0546287809349221,0.0130155820348304,5455,0.0626947754353804
575,0,0.0224719101123596,0.0224719101123596,356,0.0224719101123596
590,0.315618221258135,0.404494382022472,0.0146420824295011,5532,0.389852299592971
591,0.20655979362447,0.21656050955414,0.0151096370001843,5427,0.201450872553956
592,0.208220170197357,0.218652469249128,0.00706137968495383,5523,0.211591089564174
593,0.0976358058112254,0.148516642547033,0.00505323948745714,5541,0.143463403059576
594,0.0498453702019283,0.0907087770840984,0.0203747498635619,5497,0.0703340272205365
595,0.0115648717022046,0.0361598264328331,0.00361402240693892,5534,0.0325458040258942
596,0.154942787469518,0.327117031398668,0.00393922341024198,5331,0.323177807988426
597,0.262038887879339,0.0802919708029197,0.00654188624386698,5503,0.255497001635472
598,0.0777576853526221,0.0259057971014493,0.00614828209764919,5530,0.0716094032549729
599,0.0552147239263804,0.0229159148321905,0.0173222663298448,5542,0.0378924575965356
600,0.0768398268398268,0.0474386724386724,0.0108225108225108,5544,0.066017316017316
601,0.200306144762738,0.0828777607697354,0.0157445877979445,4573,0.184561556964793
602,0.00744724865535788,0.00372362432767894,0.0248241621845263,2417,0.0211005378568473
603,0.36,0.105898123324397,0.00666666666666667,750,0.353333333333333
616,0.388192041522491,0.27168505299589,0.00583910034602076,4624,0.382352941176471
617,0.327931172468988,0.217807054823629,0.0112044817927171,4998,0.316726690676271
618,0.336828059473885,0.226248775710088,0.0335493709492947,5246,0.30327868852459
619,0.291411042944785,0.147335991301196,0.0290508841573439,5542,0.262360158787441
620,0.0485419308096359,0.108699616997994,0.00597717804745517,5521,0.102722438950539
621,0.0408051235132662,0.0696728885603401,0.015736505032022,5465,0.0539363835283181
622,0.00685178507032095,0.0939415795167688,0.00649116480346196,5546,0.0874504147133069
623,0.249441548771407,0.190657045195594,0.00428145941921072,5372,0.245160089352197
624,0.259789702683104,0.131382882064329,0.0195794053662074,5516,0.240210297316896
625,0.00902201371346085,0.0115481775532299,0.010826416456153,5542,0.00252616383976904
626,0.0359076145795742,0.0285095633345363,0.0247203175748827,5542,0.0111872970046915
627,0.0680259833994948,0.0636954168170336,0.0429447852760736,5542,0.0250811981234211
628,0.099025974025974,0.0484191508581753,0.0101010101010101,5544,0.0889249639249639
629,0.200171453064724,0.0418634607127523,0.0407201028718388,4666,0.159451350192885
630,0.0209643605870021,0.0154820548909219,0.0293501048218029,1431,0.0138680499308811
643,0.456666666666667,0.372797107998193,0.00666666666666667,4500,0.45
644,0.143168604651163,0.2310243183493,0.03125,5504,0.1997743183493
645,0.0696616951618771,0.108616283315079,0.0134594397962896,5498,0.0951568435187889
646,0.135976287513894,0.146084337349398,0.0103742126713598,5398,0.135710124678038
647,0.0413357400722022,0.108455549520188,0.00469314079422383,5540,0.103762408725964
648,0.0614795918367347,0.112554112554113,0.0168367346938776,3920,0.095717377860235
649,0.0273822562979189,0.127768625297456,0.00164293537787514,5478,0.12612568991958
650,0.264299802761341,0.152140164116212,0.0107385492000877,4563,0.253561253561254
651,0.125854740343744,0.07713858797161,0.0118277582701904,5411,0.114026982073554
652,0.00218938149972633,0.0353609380725541,0.0406860062032476,5481,0.0384966247035213
653,0.0243948562783661,0.0268776210446054,0.015695915279879,5288,0.0111817057647264
654,0.0752435943702634,0.0386490879537656,0.0519667989895345,5542,0.0365945064164979
655,0.0478253022920051,0.0261153427638738,0.0119112073632918,5541,0.0359140949287132
656,0.145652173913043,0.0283584802763134,0.0230072463768116,5520,0.122644927536232
657,0.130044843049327,0.0145739910313901,0.00560538116591928,892,0.124439461883408
669,0.358543417366947,0.340486409155937,0.00420168067226891,1428,0.354341736694678
670,0.336823104693141,0.249638989169675,0.0115523465703971,5540,0.325270758122744
671,0.118083921277386,0.295463137996219,0.0417749721500186,5386,0.253688165846201
672,0.124104111655979,0.164219474497682,0.00848736325914749,5302,0.155732111238534
673,0.133256528417819,0.048180924287119,0.0245775729646697,5208,0.108678955453149
674,0.0402993667242372,0.093622001170275,0.0130493187488006,5211,0.0805726824214744
675,0.0588123695693417,0.0666537116206763,0.0641244545627016,5271,0.00784134205133457
676,0.28823743627094,0.23013698630137,0.00564457392571012,5492,0.282592862345229
677,0.310039725532683,0.321886860654256,0.0115565185987721,5538,0.310330342055484
678,0.0217310549777117,0.0246085011185682,0.00891530460624071,5384,0.0156931965123275
679,0.0351758793969849,0.0172413793103448,0.0388981946770892,5373,0.0216568153667443
680,0.0631540959942259,0.0378924575965356,0.0176831468783833,5542,0.0454709491158427
681,0.0451589595375723,0.0439042089985486,0.0178829479768786,5536,0.0272760115606936
682,0.117870036101083,0.0144953795977532,0.0324909747292419,5540,0.10337465650333
683,0.0451306413301663,0.0182387619749447,0.0211949570619404,5473,0.0268918793552215
684,0.0736342042755344,0.00475059382422803,0.0237529691211401,421,0.0688836104513064
696,0.0517560073937154,0.11460258780037,0.0184842883548983,541,0.0961182994454713
697,0.0277777777777778,0.138528138528139,0.00974025974025974,5544,0.128787878787879
698,0.0700290979631426,0.198208955223881,0.0126091173617847,5155,0.185599837862096
699,0.108298680166335,0.102377927028499,0.0137407340444766,5531,0.0945579461218586
700,0.0806586077532305,0.0643564356435644,0.0141725719049604,4798,0.0664860358482701
701,0.171374764595104,0.243667068757539,0.0404896421845574,4248,0.203177426572982
702,0.0227848101265823,0.0657345197021972,0.0112115732368897,5530,0.0545229464653075
703,0.262654790354117,0.185752330226365,0.0141212252878557,4603,0.248533565066261
704,0.123622336517267,0.178439349112426,0.00808229243203527,5444,0.170357056680391
705,0.00721761097076868,0.031577047997113,0.0261638397690365,5542,0.0243594370263443
706,0.0692279811525915,0.0828025477707006,0.0126857557085901,5518,0.0701167920621106
707,0.0743413929989174,0.072356549981956,0.00757849151930711,5542,0.0667629014796103
708,0.0896950009023642,0.0416894229018751,0.0117307345244541,5541,0.0779642663779101
709,0.338023088023088,0.00721500721500722,0.0326479076479076,5544,0.330808080808081
710,0.0382043935052531,0.0179087232813403,0.051766953199618,5235,0.0338582299182777
723,0.0590766823161189,0.177460379573469,0.0256259780907668,5112,0.151834401482702
724,0.104767628205128,0.284271284271284,0.0568910256410256,4992,0.227380258630259
725,0.104617604617605,0.143682310469314,0.00847763347763348,5544,0.135204676991681
726,0.264465808089969,0.242556281771968,0.0986758570651188,5513,0.16578995102485
727,0.0280148423005566,0.0807605421686747,0.0246753246753247,5390,0.05608521749335
728,0.343867924528302,0.181102362204724,0.136320754716981,2120,0.207547169811321
729,0.107890800299177,0.0868827742178666,0.0226252804786836,5348,0.0852655198204936
730,0.0934731513288736,0.0865070729053319,0.0103055505333574,5531,0.0831676007955162
731,0.151372832369942,0.0846321130844509,0.0532875722543353,5536,0.0980852601156069
732,0.15427643450018,0.101046553590761,0.0286900036088055,5542,0.125586430891375
733,0.320195263062737,0.208340888485947,0.031639848128729,5531,0.288555414934008
734,0.0467171717171717,0.0387806637806638,0.0124458874458874,5544,0.0342712842712843
735,0.263738250180766,0.0289642529789184,0.0186189443239335,5532,0.245119305856833
736,0.120210641002361,0.00455207574654042,0.0501180315961504,5507,0.11565856525582
737,0.0708913125235051,0.0483446200150489,0.0157954118089507,5318,0.0550959007145543
750,0.0273947750362845,0.279912584228738,0.0177793904208999,5512,0.262133193807838
751,0.0689466981990177,0.172925444220553,0.026559941786429,5497,0.146365502434124
752,0.184341113765852,0.344386809929604,0.0286712001470318,5441,0.315715609782572
753,0.0747428571428571,0.17123935666982,0.0861714285714286,4375,0.0964964995269631
754,0.206533575317604,0.226672171758877,0.041016333938294,2755,0.185655837820583
755,0.061010101010101,0.0685332218972002,0.08,2475,0.018989898989899
756,0.173292752520449,0.0561733128834356,0.0532623169107856,5257,0.120030435609663
757,0.0657870956081692,0.0683218557448351,0.0173504427977589,5533,0.0509714129470762
758,0.172239291523586,0.152606806661839,0.0401228989698175,5533,0.132116392553768
759,0.140205806688717,0.190018484288355,0.0135979419331128,5442,0.176420542355242
760,0.185480943738657,0.167669035903044,0.0166969147005445,5510,0.168784029038113
761,0.171959581378564,0.0994225911223385,0.0111872970046914,5542,0.160772284373872
762,0.279179524414594,0.0284237726098191,0.0134325648938101,5509,0.265746959520784
763,0.0680628272251309,0.0242095754290876,0.00722152012998736,5539,0.0608413070951435
764,0.15586262954684,0.0519242516799023,0.00894127209916684,4921,0.146921357447673
776,0.151091924834942,0.293360782295419,0.0147282884713052,3938,0.278632493824114
777,0.0851409978308026,0.307203774269643,0.0204266088214027,5532,0.28677716544824
778,0.0578139114724481,0.12278160086925,0.0536585365853659,5535,0.0691230642838844
779,0.383654937570942,0.389021479713604,0.0374574347332577,4405,0.351564044980346
780,0.392579293836026,0.191973244147157,0.0694195092758827,1671,0.323159784560144
781,0.296624552140298,0.246648793565684,0.0422402413728078,5303,0.25438431076749
782,0.163965681601525,0.0747068676716918,0.110581506196378,3147,0.0892588139298335
783,0.025009127418766,0.0383697448136589,0.00803212851405622,5478,0.0303376162996027
784,0.171375807940905,0.101717058603957,0.0197599261311173,5415,0.151615881809788
785,0.16669954626159,0.216791725816264,0.00473466166896824,5069,0.212057064147296
786,0.251181388585969,0.301624977177287,0.0161759360232643,5502,0.285449041154023
787,0.214630380235476,0.162623714341161,0.00675545261532523,5181,0.207874927620151
788,0.208949837603753,0.062432334897149,0.00739805124503789,5542,0.201551786358715
789,0.18786231884058,0.0522140221402214,0.0108695652173913,5520,0.176992753623188
790,0.146103896103896,0.0487012987012987,0.00559163059163059,5544,0.140512265512266
791,0.0953026196928636,0.0149051490514905,0.00790424570912376,4428,0.0873983739837398
803,0.053652347290194,0.417394468704512,0.0101504440819286,5517,0.407244024622584
804,0.3096657633243,0.245471014492754,0.0256549232158988,5535,0.284010840108401
805,0.074995460323225,0.100838803792852,0.0241510804430725,5507,0.0766877233497795
806,0.408674698795181,0.269398907103825,0.0313253012048193,2075,0.377349397590361
807,0.0908770693906305,0.143509706889989,0.0376893272278971,2839,0.105820379662091
808,0.180546858693383,0.217345431525638,0.0196201210603214,4791,0.197725310465317
809,0.167027417027417,0.0291139240506329,0.0355339105339105,5544,0.137913492976784
810,0.103354978354978,0.0232683982683983,0.00487012987012987,5544,0.0984848484848485
811,0.0936099976420656,0.109871031746032,0.0139118132515916,4241,0.0959592184944401
812,0.413218601244965,0.203543089130836,0.0151958989381179,5462,0.398022702306847
813,0.289844329132691,0.256015037593985,0.0118606375092661,5396,0.277983691623425
814,0.0958333333333333,0.0714285714285714,0.0071969696969697,5280,0.0886363636363636
815,0.1002886002886,0.132756132756133,0.0113636363636364,5544,0.121392496392496
816,0.326373626373626,0.0682153392330384,0.00641025641025641,5460,0.31996336996337
817,0.107722843738722,0.0451834447858305,0.00631540959942259,5542,0.1014074341393
818,0.0504658385093168,0.020703933747412,0.00543478260869565,3864,0.0450310559006211
829,0.0340080971659919,0.268233387358185,0.0097165991902834,2470,0.258516788167901
830,0.197676874340021,0.364217252396166,0.0232312565997888,4735,0.340985995796377
831,0.0990566037735849,0.160688140556369,0.0272133526850508,5512,0.133474787871318
832,0.263668430335097,0.31765253842571,0.0132275132275132,4536,0.304425025198197
833,0.164513577643027,0.0999716794109317,0.0255734247297654,3793,0.138940152913261
834,0.132537559168553,0.150705114712692,0.0454826095904507,4859,0.105222505122241
835,0.126141431301763,0.085934065934066,0.0603100445954555,4709,0.0658313867063071
836,0.00740072202166065,0.0307580966166094,0.0146209386281588,5540,0.0233573745949487
837,0.0852882342244044,0.0317344519423673,0.0174577195853792,5499,0.0678305146390253
838,0.259303482587065,0.235672757475083,0.00776119402985075,5025,0.251542288557214
839,0.352657935285054,0.246470588235294,0.0219568567026194,5192,0.330701078582434
840,0.0613004308656483,0.103237268061587,0.0115550332941637,5106,0.0916822347674233
841,0.11827761627907,0.110140178408884,0.020530523255814,5504,0.0977470930232558
842,0.276630434782609,0.0985248588599526,0.00996376811594203,5520,0.266666666666667
843,0.130277878022375,0.0769650655021834,0.00270660411403825,5542,0.127571273908336
844,0.0683868639480332,0.032479249368459,0.00162396246842295,5542,0.0667629014796103
845,0.156743620899149,0.0276427703523694,0.00243013365735115,3292,0.154313487241798
856,0.103399433427762,0.281869688385269,0.0084985835694051,706,0.273371104815864
857,0.300094966761633,0.298272850766544,0.00835707502374169,5265,0.291737891737892
858,0.104796380090498,0.197706171490989,0.0240723981900453,5525,0.173633773300943
859,0.141779788838612,0.20854467420991,0.0431749622926094,5304,0.165369711917301
860,0.0290697674418605,0.04163623082542,0.0274345930232558,5504,0.0142016378021642
861,0.231902985074627,0.213105520090124,0.0466417910447761,5360,0.185261194029851
862,0.0197874679369732,0.0358065706902916,0.0108098204470502,5458,0.0249967502432414
863,0.0153172866520788,0.0236263736263736,0.050510576221736,5484,0.0351932895696572
