YEAR,area_ac,area_ac_se,denom_ac,area_perc,area_perc_se,perc_lo,perc_hi,domain,state
2023,78581.8182918714,22059.2717799506,1785772.58009587,4.40043817268448,1.23527889417847,1.97929154009469,6.82158480527428,Stand age >= 120 yr,CT
2024,91741.0579973068,23772.8028593871,1775716.01281283,5.16642623794241,1.33877279293831,2.54243156378332,7.7904209121015,Stand age >= 120 yr,CT
2025,120609.41662368,27169.9706775831,1781331.53231051,6.77074505424837,1.52526187207509,3.78123178498119,9.76025832351555,Stand age >= 120 yr,CT
2005,691762.394213907,85573.1974277601,1794104.04405,38.5575405455485,4.7696897909325,29.2089485553209,47.9061325357762,Large-tree BA >= 30 ft2/ac,CT
2006,629622.838635385,62562.5831465702,1746267.88560344,36.0553408687243,3.58264523228926,29.0333562134373,43.0773255240112,Large-tree BA >= 30 ft2/ac,CT
2007,651719.058504014,52106.6807841623,1703477.50113887,38.2581547492294,3.05884173693671,32.2628249448335,44.2534845536254,Large-tree BA >= 30 ft2/ac,CT
2008,677595.687953322,53272.5498565118,1724373.03490523,39.2951915993375,3.08938662216088,33.2399938199022,45.3503893787728,Large-tree BA >= 30 ft2/ac,CT
2009,709178.047832918,53805.2887913641,1686569.28956572,42.048556926797,3.19022106736086,35.7957236347697,48.3013902188243,Large-tree BA >= 30 ft2/ac,CT
2010,730336.210838028,53392.3060014607,1687330.12241674,43.2835401404425,3.16430704887716,37.0814983246432,49.4855819562417,Large-tree BA >= 30 ft2/ac,CT
2011,775202.212525187,53640.9967449056,1711747.85421016,45.2871730271796,3.13369732656431,39.1451262671135,51.4292197872456,Large-tree BA >= 30 ft2/ac,CT
2012,824443.532303702,54039.3226453151,1735903.52270571,47.493626317358,3.11303721309843,41.3920733796851,53.595179255031,Large-tree BA >= 30 ft2/ac,CT
2013,857749.90220045,54117.6251991565,1799341.57577493,47.6702096893992,3.00763489977435,41.7752452858415,53.565174092957,Large-tree BA >= 30 ft2/ac,CT
2014,842608.933283659,52720.6169358313,1769290.9736971,47.6241017339815,2.97975956016249,41.783772996063,53.4644304718999,Large-tree BA >= 30 ft2/ac,CT
2015,883779.188290636,54520.6207502172,1807741.35400261,48.8885860985488,3.01595251054585,42.9773191778789,54.7998530192187,Large-tree BA >= 30 ft2/ac,CT
2016,931008.43183844,54326.2460741483,1799941.36427115,51.7243756001705,3.0182231017368,45.8086583207663,57.6400928795746,Large-tree BA >= 30 ft2/ac,CT
2017,929167.948830178,53963.7752002285,1790099.8654263,51.9059280868054,3.01456785973096,45.9973750817327,57.8144810918781,Large-tree BA >= 30 ft2/ac,CT
2018,938312.859465727,54142.1395668438,1789611.01808511,52.4311065356384,3.02535796995573,46.5014049145252,58.3608081567517,Large-tree BA >= 30 ft2/ac,CT
2019,936983.541860684,55560.0703887066,1763459.62658425,53.1332573615866,3.15062899944719,46.9580245226701,59.3084902005031,Large-tree BA >= 30 ft2/ac,CT
2020,961287.505118547,55481.7056656156,1753085.48573884,54.8340347882929,3.16480320651522,48.6310205035231,61.0370490730627,Large-tree BA >= 30 ft2/ac,CT
2021,970092.316945235,54117.6060454743,1762930.43505719,55.0272601603684,3.06975278033127,49.0105447109191,61.0439756098177,Large-tree BA >= 30 ft2/ac,CT
2022,997980.58032639,55160.8069665725,1776609.00960498,56.173337798635,3.1048366111144,50.0878580408508,62.2588175564192,Large-tree BA >= 30 ft2/ac,CT
2023,971740.126817576,55548.2448062805,1785772.58009587,54.4156707101755,3.11060016406447,48.3188943886092,60.5124470317419,Large-tree BA >= 30 ft2/ac,CT
2024,1002362.4059959,55572.7972508299,1775716.01281283,56.4483509053968,3.12959937567943,50.3143361290651,62.5823656817285,Large-tree BA >= 30 ft2/ac,CT
2025,1028073.22834498,55677.6262452789,1781331.53231051,57.7137500626566,3.12561840597193,51.5875379869516,63.8399621383615,Large-tree BA >= 30 ft2/ac,CT
2023,4760.55481066988,3918.72137509696,377544.650369121,1.26092498093021,1.03794911973079,0,3.29530525560255,Stand age >= 120 yr,RI
2024,4427.53293545455,3756.33265810023,377491.609754168,1.17288247501391,0.995077125170132,0,3.12323364034737,Stand age >= 120 yr,RI
2005,99409.7371491741,24106.8959725208,355770.792503249,27.942073729469,6.77596263675878,14.6611869614218,41.2229604975162,Large-tree BA >= 30 ft2/ac,RI
2006,98489.4527078442,18620.3154771505,364644.425084123,27.0097239756573,5.10643086696165,17.0011194764125,37.0183284749022,Large-tree BA >= 30 ft2/ac,RI
2007,105084.027389472,15474.2195221675,355899.86019847,29.5262907186508,4.34791390857479,21.0043794578442,38.0482019794574,Large-tree BA >= 30 ft2/ac,RI
2008,117337.144624932,16542.7243543318,348421.353427265,33.6767949124641,4.74790772483041,24.3708957717965,42.9826940531317,Large-tree BA >= 30 ft2/ac,RI
2009,133913.425246511,17037.5532147935,350157.861833527,38.2437294268654,4.86567776190429,28.707001013533,47.7804578401978,Large-tree BA >= 30 ft2/ac,RI
2010,149871.986882347,17397.6658447333,351986.462419834,42.5789065443052,4.94270879769863,32.8911973008159,52.2666157877945,Large-tree BA >= 30 ft2/ac,RI
2011,152075.915055203,17120.6563963219,359518.910269859,42.2998375637746,4.76210177191264,32.9661180908258,51.6335570367234,Large-tree BA >= 30 ft2/ac,RI
2012,155527.588375256,17344.0791439602,363606.148691065,42.7736409120514,4.77001811063886,33.4244054151992,52.1228764089036,Large-tree BA >= 30 ft2/ac,RI
2013,161068.022197487,17806.1889803842,367371.867979987,43.8433195996003,4.84691140840272,34.343373239131,53.3432659600696,Large-tree BA >= 30 ft2/ac,RI
2014,165022.925756165,18067.6174373964,367884.130011771,44.8573103033514,4.9112250199046,35.2313092643384,54.4833113423644,Large-tree BA >= 30 ft2/ac,RI
2015,167592.76980646,17973.6965102023,369844.139812592,45.3144316120252,4.85980297519652,35.78921778064,54.8396454434103,Large-tree BA >= 30 ft2/ac,RI
2016,178048.18389364,17932.9729658795,366363.784009215,48.5987402862836,4.89485417189283,39.0048261093737,58.1926544631936,Large-tree BA >= 30 ft2/ac,RI
2017,180682.958957057,18156.7274528858,368372.877209481,49.0489311606697,4.92889910636953,39.3882889121854,58.7095734091539,Large-tree BA >= 30 ft2/ac,RI
2018,179374.567873729,17974.814099436,366958.699037165,48.8814050039899,4.89832075015492,39.2806963336862,58.4821136742935,Large-tree BA >= 30 ft2/ac,RI
2019,177989.250126108,17550.538850182,361127.374888928,49.2871110036596,4.85993033775964,39.7616475416507,58.8125744656685,Large-tree BA >= 30 ft2/ac,RI
2020,167077.93895931,17736.1337933778,354930.571539669,47.0734144524478,4.99707131917079,37.279154666873,56.8676742380225,Large-tree BA >= 30 ft2/ac,RI
2021,162671.020249942,17907.0129545073,351716.080819423,46.2506632824275,5.09132619492059,36.2716639403832,56.2296626244719,Large-tree BA >= 30 ft2/ac,RI
2022,178179.02666939,17082.4737424152,372145.615863871,47.8788460951712,4.59026601798365,38.8819246999232,56.8757674904192,Large-tree BA >= 30 ft2/ac,RI
2023,175038.359433805,17397.9377113361,377544.650369121,46.3622936420028,4.60818017003454,37.3302605087351,55.3943267752705,Large-tree BA >= 30 ft2/ac,RI
2024,177483.420925293,17481.5505411562,377491.609754168,47.0165207223744,4.63097724278974,37.9398053265065,56.0932361182423,Large-tree BA >= 30 ft2/ac,RI
