state,eval_period,CN,LAT,LON,p_mature,v51_class,v51_total
ME,2019-2023,721820267290487,43.26695,-70.75706,0.1974009304781744,Not LSOG,1
ME,2019-2023,721820269290487,45.39772,-67.46192,0.21544099060697866,Not LSOG,1
ME,2019-2023,721820270290487,45.28253,-67.53551,0.25665733770473287,Not LSOG,2
ME,2019-2023,721820272290487,45.10416,-67.53323,0.18057822853306668,Not LSOG,0
ME,2019-2023,721820273290487,45.17516,-67.65225,0.21544099060697866,Not LSOG,1
ME,2019-2023,721820274290487,45.14291,-67.76784,0.2781616398280879,Not LSOG,3
ME,2019-2023,721820276290487,45.03506,-67.74696,0.1974009304781744,Not LSOG,1
ME,2019-2023,721820277290487,44.94954,-67.65638,0.18057822853306668,Not LSOG,0
ME,2019-2023,721820278290487,44.90208,-67.66293,0.23458173694842877,Not LSOG,2
ME,2019-2023,721820279290487,43.39091,-70.48395,0.2995601326509722,Transitioning LS,4
ME,2019-2023,721820280290487,44.85407,-68.55934,0.18057822853306668,Not LSOG,0
ME,2019-2023,721820281290487,44.78007,-68.61732,0.18057822853306668,Not LSOG,0
ME,2019-2023,721820282290487,44.86468,-68.70796,0.18057822853306668,Not LSOG,0
ME,2019-2023,721820283290487,44.69123,-68.65605,0.3008160045392108,Not LSOG,3
ME,2019-2023,721820286290487,44.63322,-68.71612,0.2988454372844079,Transitioning LS,4
ME,2019-2023,721820288290487,44.51229,-68.83996,0.5638432296525292,Not LSOG,1
ME,2019-2023,721820289290487,44.58105,-68.9476,0.18057822853306668,Not LSOG,0
ME,2019-2023,721820290290487,44.53106,-68.98963,0.23458173694842877,Not LSOG,2
ME,2019-2023,721820292290487,45.02692,-67.11466,0.2548705952953345,Not LSOG,3
ME,2019-2023,721820293290487,44.96707,-67.24304,0.1974009304781744,Not LSOG,1
ME,2019-2023,721820294290487,44.84648,-67.22527,0.3008160045392108,Not LSOG,3
ME,2019-2023,721820295290487,44.73547,-67.23832,0.276354286363825,Not LSOG,3
ME,2019-2023,721820298290487,45.03198,-67.17844,0.1974009304781744,Not LSOG,1
ME,2019-2023,721820299290487,45.13756,-67.28659,0.18057822853306668,Not LSOG,0
ME,2019-2023,721820301290487,44.97224,-67.40873,0.18057822853306668,Not LSOG,0
ME,2019-2023,721820302290487,44.89965,-67.28654,0.25665733770473287,Not LSOG,2
ME,2019-2023,721820303290487,45.11457,-67.36124,0.5638432296525292,Not LSOG,1
ME,2019-2023,721820304290487,44.88655,-67.47946,0.18057822853306668,Not LSOG,0
ME,2019-2023,721820305290487,44.86222,-67.5285,0.18057822853306668,Not LSOG,0
ME,2019-2023,721820306290487,44.79957,-67.60287,0.2988454372844079,Transitioning LS,4
ME,2019-2023,721820307290487,44.71821,-67.46889,0.23627134681094064,Not LSOG,1
ME,2019-2023,721820308290487,44.953,-67.48553,0.3008160045392108,Not LSOG,3
ME,2019-2023,721820309290487,45.04286,-67.60261,0.3896212441998421,Transitioning LS,4
ME,2019-2023,721820310290487,44.33196,-68.1865,0.5638432296525292,Not LSOG,1
ME,2019-2023,721820311290487,44.4508,-69.06389,0.25665733770473287,Not LSOG,2
ME,2019-2023,721820312290487,45.5866,-68.70628,0.642582583708017,Not LSOG,3
ME,2019-2023,721820313290487,45.6579,-68.82931,0.25665733770473287,Not LSOG,2
ME,2019-2023,721820314290487,45.36262,-68.90228,0.590634963918016,Not LSOG,2
ME,2019-2023,721820315290487,45.45177,-68.96904,0.1974009304781744,Not LSOG,1
ME,2019-2023,721820317290487,44.23516,-69.82715,0.2782353995884367,Not LSOG,2
ME,2019-2023,721820319290487,46.1599,-68.6001,0.1974009304781744,Not LSOG,1
ME,2019-2023,721820320290487,46.01111,-68.53107,0.18057822853306668,Not LSOG,0
ME,2019-2023,721820321290487,44.62863,-69.88209,0.18057822853306668,Not LSOG,0
ME,2019-2023,721820322290487,43.78303,-70.78184,0.5638432296525292,Not LSOG,1
ME,2019-2023,721820323290487,43.50087,-70.78242,0.6796322038494592,Not LSOG,3
ME,2019-2023,721820324290487,43.35907,-70.89076,0.1974009304781744,Not LSOG,1
ME,2019-2023,721820325290487,45.90905,-69.00468,0.3244055053540762,Transitioning LS,4
ME,2019-2023,721820326290487,44.7968,-69.72288,0.18057822853306668,Not LSOG,0
ME,2019-2023,721820328290487,46.37002,-69.00399,0.5638432296525292,Not LSOG,1
ME,2019-2023,721820329290487,46.57066,-69.13325,0.1974009304781744,Not LSOG,1
ME,2019-2023,721820330290487,45.20805,-69.95357,0.18057822853306668,Not LSOG,0
ME,2019-2023,721820331290487,46.17916,-69.76494,0.18057822853306668,Not LSOG,0
ME,2019-2023,721820332290487,45.07093,-70.91185,0.18057822853306668,Not LSOG,0
ME,2019-2023,721820333290487,44.298624,-71.005368,0.2894772653454048,Not LSOG,2
ME,2019-2023,721820334290487,44.387754,-70.920104,0.7273267374807822,Transitioning LS,4
ME,2019-2023,721820335290487,44.336288,-70.875526,0.590634963918016,Not LSOG,2
ME,2019-2023,815193695290487,43.78565,-70.313,0.34900515581462815,Transitioning LS,4
ME,2019-2023,815193696290487,43.96371,-70.5588,0.5638432296525292,Not LSOG,1
ME,2019-2023,815193697290487,43.59944,-70.65955,0.590634963918016,Not LSOG,2
ME,2019-2023,815193698290487,46.01202,-68.88876,0.1974009304781744,Not LSOG,1
ME,2019-2023,815193699290487,45.23954,-69.77591,0.25665733770473287,Not LSOG,2
ME,2019-2023,815193701290487,45.16335,-69.00569,0.5638432296525292,Not LSOG,1
ME,2019-2023,815193702290487,45.09566,-69.07129,0.33463157060168264,Transitioning LS,4
ME,2019-2023,815193704290487,44.25488,-70.45233,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193706290487,44.31849,-70.86647,0.693303778831513,Transitioning LS,4
ME,2019-2023,815193708290487,44.19777,-69.10233,0.2249364003630322,Not LSOG,1
ME,2019-2023,815193710290487,44.71196,-68.99521,0.27516034859358574,Transitioning LS,4
ME,2019-2023,815193711290487,44.49541,-69.14936,0.7603890633690075,Transitioning LS,5
ME,2019-2023,815193712290487,45.39639,-70.18563,0.1974009304781744,Not LSOG,1
ME,2019-2023,815193713290487,45.02598,-70.42357,0.1974009304781744,Not LSOG,1
ME,2019-2023,815193716290487,44.54957,-70.89243,0.37435030153963456,Transitioning LS,5
ME,2019-2023,815193717290487,46.90982,-69.31959,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193718290487,45.88441,-69.66482,0.1974009304781744,Not LSOG,1
ME,2019-2023,815193719290487,46.4535,-68.10553,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193720290487,45.87057,-68.41858,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193721290487,43.91534,-70.06221,0.6694711472295376,Not LSOG,3
ME,2019-2023,815193722290487,47.12604,-67.89976,0.5638432296525292,Not LSOG,1
ME,2019-2023,815193723290487,46.7064,-68.26941,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193724290487,46.40018,-68.34653,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193725290487,46.13399,-68.60126,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193726290487,45.57342,-69.06195,0.25665733770473287,Not LSOG,2
ME,2019-2023,815193728290487,44.02404,-69.18272,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193729290487,45.67179,-68.19866,0.2781616398280879,Not LSOG,3
ME,2019-2023,815193730290487,44.79616,-68.93698,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193731290487,44.20227,-69.43225,0.6299685665522238,Not LSOG,2
ME,2019-2023,815193732290487,43.97461,-69.75875,0.5638432296525292,Not LSOG,1
ME,2019-2023,815193733290487,45.85836,-69.40354,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193734290487,45.00216,-70.13144,0.5638432296525292,Not LSOG,1
ME,2019-2023,815193735290487,44.16436,-70.80379,0.590634963918016,Not LSOG,2
ME,2019-2023,815193736290487,47.03433,-68.38314,0.1974009304781744,Not LSOG,1
ME,2019-2023,815193737290487,47.12601,-68.51521,0.5638432296525292,Not LSOG,1
ME,2019-2023,815193738290487,46.74837,-68.63992,0.7782695934252377,LS,6
ME,2019-2023,815193739290487,46.55385,-69.01933,0.7181252005844282,Not LSOG,3
ME,2019-2023,815193741290487,44.74364,-69.47899,0.23458173694842877,Not LSOG,2
ME,2019-2023,815193742290487,44.71338,-69.7703,0.7030571465453815,Transitioning LS,4
ME,2019-2023,815193744290487,43.85081,-70.51157,0.5638432296525292,Not LSOG,1
ME,2019-2023,815193746290487,43.30208,-70.85986,0.23627134681094064,Not LSOG,1
ME,2019-2023,815193747290487,47.13468,-68.08262,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193748290487,46.15375,-68.75257,0.590634963918016,Not LSOG,2
ME,2019-2023,815193749290487,46.17135,-68.93648,0.3264661390804402,Not LSOG,3
ME,2019-2023,815193750290487,44.69426,-67.83945,0.21544099060697866,Not LSOG,1
ME,2019-2023,815193751290487,44.60571,-68.3013,0.1974009304781744,Not LSOG,1
ME,2019-2023,815193752290487,44.30869,-68.36973,0.4026596151397796,Transitioning LS,5
ME,2019-2023,815193753290487,44.44741,-68.68821,0.21544099060697866,Not LSOG,1
ME,2019-2023,815193754290487,43.96318,-69.22922,0.1974009304781744,Not LSOG,1
ME,2019-2023,815193755290487,44.76765,-67.19312,0.23458173694842877,Not LSOG,2
ME,2019-2023,815193756290487,46.265067,-69.671793,0.5638432296525292,Not LSOG,1
ME,2019-2023,815193757290487,46.19182,-69.72874,0.23627134681094064,Not LSOG,1
ME,2019-2023,815193758290487,46.10633,-69.61192,0.2781616398280879,Not LSOG,3
ME,2019-2023,815193759290487,46.04139,-69.67044,0.21537891006925972,Not LSOG,2
ME,2019-2023,815193760290487,46.13344,-69.76788,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193761290487,46.05687,-69.84287,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193762290487,45.90829,-69.95879,0.1974009304781744,Not LSOG,1
ME,2019-2023,815193763290487,45.92663,-69.77951,0.5638432296525292,Not LSOG,1
ME,2019-2023,815193764290487,45.88856,-69.79288,0.3244055053540762,Transitioning LS,4
ME,2019-2023,815193765290487,45.81482,-69.84766,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193766290487,46.00005,-69.92225,0.21537891006925972,Not LSOG,2
ME,2019-2023,815193767290487,45.73589,-69.94197,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193769290487,45.78699,-70.07889,0.23627134681094064,Not LSOG,1
ME,2019-2023,815193770290487,44.4996,-69.881,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193771290487,44.36284,-70.07388,0.642582583708017,Not LSOG,3
ME,2019-2023,815193773290487,44.21372,-69.98962,0.5638432296525292,Not LSOG,1
ME,2019-2023,815193774290487,44.30705,-70.12284,0.5638432296525292,Not LSOG,1
ME,2019-2023,815193775290487,44.39462,-70.23573,0.616899151780938,Not LSOG,3
ME,2019-2023,815193776290487,44.21931,-70.15,0.25373692901882655,Transitioning LS,4
ME,2019-2023,815193777290487,44.16325,-70.22967,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193778290487,44.04633,-70.11403,0.2781616398280879,Not LSOG,3
ME,2019-2023,815193779290487,43.9873,-70.20527,0.23458173694842877,Not LSOG,2
ME,2019-2023,815193780290487,44.09038,-70.27821,0.6447355333707196,Not LSOG,2
ME,2019-2023,815193781290487,44.18539,-70.41902,0.5638432296525292,Not LSOG,1
ME,2019-2023,815193782290487,44.02649,-70.3345,0.590634963918016,Not LSOG,2
ME,2019-2023,815193783290487,43.95307,-70.39467,0.5638432296525292,Not LSOG,1
ME,2019-2023,815193785290487,43.27221,-70.71284,0.3873912569589767,Transitioning LS,5
ME,2019-2023,815193787290487,44.96462,-69.17834,0.23458173694842877,Not LSOG,2
ME,2019-2023,815193788290487,44.98285,-69.387,0.7162212459177082,Transitioning LS,4
ME,2019-2023,815193789290487,44.85267,-69.30866,0.21537891006925972,Not LSOG,2
ME,2019-2023,815193790290487,44.75503,-69.35411,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193791290487,44.77605,-69.54405,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193792290487,44.68186,-69.43126,0.2781616398280879,Not LSOG,3
ME,2019-2023,815193793290487,44.60504,-69.47155,0.1974009304781744,Not LSOG,1
ME,2019-2023,815193795290487,46.3134,-67.78629,0.23627134681094064,Not LSOG,1
ME,2019-2023,815193797290487,43.73676,-70.55294,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193798290487,43.58328,-70.47655,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193799290487,43.67069,-70.60236,0.590634963918016,Not LSOG,2
ME,2019-2023,815193800290487,43.75421,-70.72516,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193801290487,43.52451,-70.71091,0.1974009304781744,Not LSOG,1
ME,2019-2023,815193803290487,43.44852,-70.77132,0.2894772653454048,Not LSOG,2
ME,2019-2023,815193804290487,43.55278,-70.78085,0.5638432296525292,Not LSOG,1
ME,2019-2023,815193805290487,43.43454,-70.90855,0.616899151780938,Not LSOG,3
ME,2019-2023,815193806290487,43.38441,-70.82266,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193807290487,45.65564,-69.20027,0.23627134681094064,Not LSOG,1
ME,2019-2023,815193808290487,45.50394,-69.12245,0.25665733770473287,Not LSOG,2
ME,2019-2023,815193809290487,45.4405,-69.17912,0.2548705952953345,Not LSOG,3
ME,2019-2023,815193810290487,45.34165,-69.06317,0.5638432296525292,Not LSOG,1
ME,2019-2023,815193812290487,45.35268,-69.25647,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193813290487,45.46056,-69.36021,0.2781616398280879,Not LSOG,3
ME,2019-2023,815193815290487,45.22289,-69.18417,0.6694711472295376,Not LSOG,3
ME,2019-2023,815193816290487,45.04617,-69.31529,0.25665733770473287,Not LSOG,2
ME,2019-2023,815193817290487,45.12585,-69.41477,0.5638432296525292,Not LSOG,1
ME,2019-2023,815193818290487,45.16927,-69.60281,0.590634963918016,Not LSOG,2
ME,2019-2023,815193819290487,45.08281,-69.51276,0.6169859589412369,Not LSOG,2
ME,2019-2023,815193821290487,46.16935,-67.932,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193822290487,46.0832,-67.83225,0.21537891006925972,Not LSOG,2
ME,2019-2023,815193823290487,46.03186,-67.89262,0.37655136224865404,Transitioning LS,4
ME,2019-2023,815193825290487,45.95913,-67.9347,0.25665733770473287,Not LSOG,2
ME,2019-2023,815193826290487,46.06086,-68.05087,0.590634963918016,Not LSOG,2
ME,2019-2023,815193827290487,45.98684,-68.11332,0.6447355333707196,Not LSOG,2
ME,2019-2023,815193828290487,45.8103,-67.91465,0.2548705952953345,Not LSOG,3
ME,2019-2023,815193829290487,45.81148,-68.05434,0.21537891006925972,Not LSOG,2
ME,2019-2023,815193830290487,45.89737,-68.2305,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193831290487,45.7686,-68.12481,0.21537891006925972,Not LSOG,2
ME,2019-2023,815193832290487,45.83514,-68.23147,0.590634963918016,Not LSOG,2
ME,2019-2023,815193833290487,45.78849,-68.30609,0.6447355333707196,Not LSOG,2
ME,2019-2023,815193836290487,44.25503,-69.05536,0.3244055053540762,Transitioning LS,4
ME,2019-2023,815193837290487,44.25435,-69.17886,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193840290487,43.93421,-69.52369,0.19538794806972104,Transitioning LS,4
ME,2019-2023,815193841290487,44.93531,-67.86389,0.23458173694842877,Not LSOG,2
ME,2019-2023,815193844290487,46.40813,-67.91559,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193845290487,46.34433,-67.97624,0.5638432296525292,Not LSOG,1
ME,2019-2023,815193846290487,46.29364,-68.02737,0.32448601524557913,Not LSOG,3
ME,2019-2023,815193847290487,46.10496,-68.04749,0.6694711472295376,Not LSOG,3
ME,2019-2023,815193848290487,46.24395,-68.29025,0.21537891006925972,Not LSOG,2
ME,2019-2023,815193849290487,46.1471,-68.29221,0.21537891006925972,Not LSOG,2
ME,2019-2023,815193850290487,45.80689,-67.86405,0.37655136224865404,Transitioning LS,4
ME,2019-2023,815193851290487,45.77639,-67.94911,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193852290487,45.58088,-67.94371,0.2549403602718784,Not LSOG,2
ME,2019-2023,815193853290487,45.4952,-67.94738,0.1974009304781744,Not LSOG,1
ME,2019-2023,815193854290487,45.64871,-68.00503,0.5638432296525292,Not LSOG,1
ME,2019-2023,815193855290487,45.58788,-68.05439,0.21537891006925972,Not LSOG,2
ME,2019-2023,815193856290487,45.51395,-68.00372,0.3027939542100569,Not LSOG,2
ME,2019-2023,815193857290487,45.49619,-68.16922,0.4026596151397796,Transitioning LS,5
ME,2019-2023,815193858290487,44.84897,-68.30849,0.3027939542100569,Not LSOG,2
ME,2019-2023,815193859290487,44.60114,-68.17365,0.3008160045392108,Not LSOG,3
ME,2019-2023,815193861290487,44.77047,-68.36816,0.2988454372844079,Transitioning LS,4
ME,2019-2023,815193862290487,44.71128,-68.38831,0.5638432296525292,Not LSOG,1
ME,2019-2023,815193866290487,44.55682,-68.56394,0.25665733770473287,Not LSOG,2
ME,2019-2023,815193868290487,44.38316,-68.72828,0.2988454372844079,Transitioning LS,4
ME,2019-2023,815193869290487,44.36202,-68.72825,0.2782353995884367,Not LSOG,2
ME,2019-2023,815193871290487,44.65308,-69.23975,0.6447355333707196,Not LSOG,2
ME,2019-2023,815193872290487,44.58564,-69.28951,0.6299685665522238,Not LSOG,2
ME,2019-2023,815193873290487,44.50553,-69.3493,0.7162212459177082,Transitioning LS,4
ME,2019-2023,815193874290487,44.41869,-69.24734,0.3366427523696114,Transitioning LS,4
ME,2019-2023,815193875290487,44.34135,-69.32396,0.590634963918016,Not LSOG,2
ME,2019-2023,815193876290487,44.41436,-69.35835,0.23627134681094064,Not LSOG,1
ME,2019-2023,815193877290487,44.28742,-69.36135,0.5638432296525292,Not LSOG,1
ME,2019-2023,815193878290487,44.37395,-69.47544,0.21544099060697866,Not LSOG,1
ME,2019-2023,815193879290487,44.43012,-69.47414,0.23627134681094064,Not LSOG,1
ME,2019-2023,815193880290487,44.15095,-69.48331,0.21537891006925972,Not LSOG,2
ME,2019-2023,815193882290487,44.01747,-69.77947,0.7273267374807822,Transitioning LS,4
ME,2019-2023,815193885290487,43.88734,-69.86624,0.7675137245925412,LS,7
ME,2019-2023,815193886290487,43.79409,-69.75613,0.23458173694842877,Not LSOG,2
ME,2019-2023,815193887290487,43.82164,-69.95501,0.25665733770473287,Not LSOG,2
ME,2019-2023,815193888290487,46.62259,-68.24622,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193889290487,45.76603,-68.36018,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193890290487,45.58442,-68.29553,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193891290487,45.64236,-68.40888,0.1974009304781744,Not LSOG,1
ME,2019-2023,815193892290487,45.56166,-68.47447,0.6447355333707196,Not LSOG,2
ME,2019-2023,815193893290487,45.48915,-68.53556,0.1974009304781744,Not LSOG,1
ME,2019-2023,815193894290487,45.4717,-68.43055,0.25665733770473287,Not LSOG,2
ME,2019-2023,815193895290487,45.47573,-68.36177,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193896290487,45.33736,-68.4675,0.21537891006925972,Not LSOG,2
ME,2019-2023,815193897290487,45.30227,-68.6919,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193898290487,45.34436,-68.6668,0.25665733770473287,Not LSOG,2
ME,2019-2023,815193900290487,45.19668,-68.60219,0.3008160045392108,Not LSOG,3
ME,2019-2023,815193901290487,45.41868,-68.59712,0.693303778831513,Transitioning LS,4
ME,2019-2023,815193902290487,45.39711,-67.8327,0.2548705952953345,Not LSOG,3
ME,2019-2023,815193903290487,45.33312,-67.88922,0.25665733770473287,Not LSOG,2
ME,2019-2023,815193904290487,44.13934,-68.89501,0.23627134681094064,Not LSOG,1
ME,2019-2023,815193906290487,45.56917,-67.46088,0.35105714576962044,Transitioning LS,4
ME,2019-2023,815193907290487,45.5069,-67.53064,0.21537891006925972,Not LSOG,2
ME,2019-2023,815193908290487,45.59233,-67.67321,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193909290487,45.52174,-67.72622,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193910290487,45.60851,-67.81293,0.6694711472295376,Not LSOG,3
ME,2019-2023,815193911290487,45.46384,-67.76938,0.21544099060697866,Not LSOG,1
ME,2019-2023,815193912290487,45.36257,-67.64327,0.2660250523939226,Transitioning LS,4
ME,2019-2023,815193913290487,45.31424,-67.70193,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193914290487,47.00546,-69.41242,0.590634963918016,Not LSOG,2
ME,2019-2023,815193915290487,46.93098,-69.51695,0.6447355333707196,Not LSOG,2
ME,2019-2023,815193916290487,47.02888,-69.605950000000007,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193917290487,46.96859,-69.67165,0.1974009304781744,Not LSOG,1
ME,2019-2023,815193918290487,46.8746,-69.74182,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193919290487,46.78053,-69.58857,0.25665733770473287,Not LSOG,2
ME,2019-2023,815193920290487,46.72699,-69.66319,0.616899151780938,Not LSOG,3
ME,2019-2023,815193921290487,46.82538,-69.79444,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193922290487,46.78218,-69.78201,0.1974009304781744,Not LSOG,1
ME,2019-2023,815193923290487,46.74375,-69.84495,0.23627134681094064,Not LSOG,1
ME,2019-2023,815193924290487,46.69208,-69.89413,0.1974009304781744,Not LSOG,1
ME,2019-2023,815193925290487,46.58974,-69.78296,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193926290487,46.51897,-69.84215,0.37655136224865404,Transitioning LS,4
ME,2019-2023,815193927290487,46.59444,-69.95658,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193928290487,46.37486,-69.97429,0.1974009304781744,Not LSOG,1
ME,2019-2023,815193929290487,46.31056,-70.02895,0.1974009304781744,Not LSOG,1
ME,2019-2023,815193930290487,47.1068,-69.22369,0.25665733770473287,Not LSOG,2
ME,2019-2023,815193931290487,44.10508,-69.67293,0.21537891006925972,Not LSOG,2
ME,2019-2023,815193932290487,44.00543,-69.57662,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193933290487,43.9623,-69.68525,0.2875504275787495,Not LSOG,3
ME,2019-2023,815193934290487,45.35163,-68.07235,0.3008160045392108,Not LSOG,3
ME,2019-2023,815193936290487,45.16313,-67.82606,0.21537891006925972,Not LSOG,2
ME,2019-2023,815193937290487,45.06556,-67.83003,0.8069201957167621,LS,6
ME,2019-2023,815193938290487,45.18309,-68.0126,0.3244055053540762,Transitioning LS,4
ME,2019-2023,815193939290487,45.10949,-68.08691,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193942290487,44.95342,-68.01004,0.23627134681094064,Not LSOG,1
ME,2019-2023,815193943290487,44.88527,-68.06323,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193944290487,44.97953,-68.17885,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193945290487,44.88843,-68.17065,0.3008160045392108,Not LSOG,3
ME,2019-2023,815193946290487,44.88615,-68.33486,0.3008160045392108,Not LSOG,3
ME,2019-2023,815193948290487,44.26219,-68.36063,0.2548705952953345,Not LSOG,3
ME,2019-2023,815193950290487,44.18557,-68.65713,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193951290487,47.15186,-69.28231,0.25665733770473287,Not LSOG,2
ME,2019-2023,815193952290487,47.25792,-69.4058,0.21443223599220854,Not LSOG,2
ME,2019-2023,815193953290487,47.20067,-69.41991,0.1974009304781744,Not LSOG,1
ME,2019-2023,815193954290487,47.18405,-69.49099,0.6694711472295376,Not LSOG,3
ME,2019-2023,815193955290487,47.10146,-69.55954,0.32448601524557913,Not LSOG,3
ME,2019-2023,815193956290487,47.08706,-69.37077,0.1974009304781744,Not LSOG,1
ME,2019-2023,815193957290487,46.89983,-69.37224,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193958290487,46.87484,-69.52416,0.590634963918016,Not LSOG,2
ME,2019-2023,815193959290487,46.63708,-69.43103,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193960290487,46.63401,-69.5514,0.1974009304781744,Not LSOG,1
ME,2019-2023,815193961290487,47.23346,-68.62101,0.5638432296525292,Not LSOG,1
ME,2019-2023,815193962290487,47.21658,-68.67714,0.7162212459177082,Transitioning LS,4
ME,2019-2023,815193963290487,47.15056,-68.67043,0.7687207084879945,Transitioning LS,5
ME,2019-2023,815193964290487,47.08824,-68.77577,0.23627134681094064,Not LSOG,1
ME,2019-2023,815193965290487,47.17662,-68.87907,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193966290487,47.01234,-68.82531,0.5638432296525292,Not LSOG,1
ME,2019-2023,815193967290487,47.09905,-68.94218,0.21537891006925972,Not LSOG,2
ME,2019-2023,815193968290487,46.87347,-69.17378,0.616899151780938,Not LSOG,3
ME,2019-2023,815193969290487,46.92364,-68.87102,0.3008160045392108,Not LSOG,3
ME,2019-2023,815193970290487,46.86641,-68.9498,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193971290487,46.96744,-69.06041,0.1974009304781744,Not LSOG,1
ME,2019-2023,815193972290487,46.80065,-68.98962,0.7273267374807822,Transitioning LS,4
ME,2019-2023,815193973290487,46.89803,-69.11525,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193974290487,46.60062,-69.19304,0.21537891006925972,Not LSOG,2
ME,2019-2023,815193975290487,44.38858,-70.81745,0.1974009304781744,Not LSOG,1
ME,2019-2023,815193976290487,44.23057,-70.89292,0.590634963918016,Not LSOG,2
ME,2019-2023,815193977290487,44.08611,-70.85819,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193979290487,44.63828,-71.01475,0.5638432296525292,Not LSOG,1
ME,2019-2023,815193980290487,44.48103,-70.92898,0.6694711472295376,Not LSOG,3
ME,2019-2023,815193981290487,44.39169,-70.99557,0.45502845405120973,LS,7
ME,2019-2023,815193982290487,44.89943,-70.44213,0.5638432296525292,Not LSOG,1
ME,2019-2023,815193983290487,44.73232,-70.38177,0.3244055053540762,Transitioning LS,4
ME,2019-2023,815193984290487,44.65366,-70.42779,0.23627134681094064,Not LSOG,1
ME,2019-2023,815193985290487,44.93796,-70.28901,0.7398130914210179,Transitioning LS,4
ME,2019-2023,815193986290487,44.66086,-70.58341,0.642582583708017,Not LSOG,3
ME,2019-2023,815193987290487,44.46793,-70.61279,0.6913826175977362,Transitioning LS,4
ME,2019-2023,815193988290487,44.47677,-70.582,0.18057822853306668,Not LSOG,0
ME,2019-2023,815193989290487,44.59489,-70.6362,0.693303778831513,Transitioning LS,4
ME,2019-2023,815193991290487,44.45491,-70.75084,0.590634963918016,Not LSOG,2
ME,2019-2023,815193992290487,44.29575,-70.6983,0.6447355333707196,Not LSOG,2
ME,2019-2023,815193993290487,44.22419,-70.74315,0.7782695934252377,LS,6
ME,2019-2023,815193994290487,46.46247,-68.82858,0.7278440906433652,Transitioning LS,5
ME,2019-2023,815193995290487,46.3351,-69.00406,0.23458173694842877,Not LSOG,2
ME,2019-2023,815193996290487,46.49125,-69.06277,0.32448601524557913,Not LSOG,3
ME,2019-2023,815193997290487,46.426177,-69.112341,0.590634963918016,Not LSOG,2
ME,2019-2023,815193998290487,46.37607,-69.18813,0.1974009304781744,Not LSOG,1
ME,2019-2023,815193999290487,46.19627,-69.1305,0.23458173694842877,Not LSOG,2
ME,2019-2023,815194000290487,46.13199,-69.18858,0.3236677862783775,LS,6
ME,2019-2023,815194002290487,46.14926,-69.3711,0.2781616398280879,Not LSOG,3
