state,eval_period,CN,LAT,LON,p_mature,v51_class,v51_total
ME,2019-2023,509642247126144,46.26172,-68.58875,0.21544099060697866,Not LSOG,1
ME,2019-2023,509642248126144,46.1944,-68.65395,0.18057822853306668,Not LSOG,0
ME,2019-2023,509642249126144,46.10399,-68.52436,0.18057822853306668,Not LSOG,0
ME,2019-2023,509642250126144,46.02847,-68.58569,0.6169859589412369,Not LSOG,2
ME,2019-2023,509642251126144,46.13315,-68.73202,0.1974009304781744,Not LSOG,1
ME,2019-2023,509642252126144,45.969,-68.66199,0.2249364003630322,Not LSOG,1
ME,2019-2023,509642253126144,45.89075,-68.70738,0.2781616398280879,Not LSOG,3
ME,2019-2023,509642254126144,45.98575,-68.83408,0.3008160045392108,Not LSOG,3
ME,2019-2023,509642255126144,46.04882,-68.77131,0.21537891006925972,Not LSOG,2
ME,2019-2023,509642256126144,45.81073,-68.7614,0.738002184027737,Transitioning LS,5
ME,2019-2023,509642257126144,45.90548,-68.88698,0.18057822853306668,Not LSOG,0
ME,2019-2023,509642258126144,45.7505,-68.8225,0.21537891006925972,Not LSOG,2
ME,2019-2023,509642259126144,45.85004,-68.93975,0.7603890633690075,Transitioning LS,5
ME,2019-2023,509642260126144,45.77428,-69.01119,0.25665733770473287,Not LSOG,2
ME,2019-2023,509642261126144,45.7565,-68.95179,0.4565113098243979,LS,6
ME,2019-2023,509642262126144,45.60854,-68.93729,0.5638432296525292,Not LSOG,1
ME,2019-2023,509642263126144,45.70015,-69.05067,0.642582583708017,Not LSOG,3
ME,2019-2023,509642264126144,45.54182,-69.01189,0.5638432296525292,Not LSOG,1
ME,2019-2023,509642265126144,45.62444,-69.15111,0.23458173694842877,Not LSOG,2
ME,2019-2023,509642266126144,45.58707,-69.20221,0.18057822853306668,Not LSOG,0
ME,2019-2023,509642267126144,45.47299,-69.07309,0.21537891006925972,Not LSOG,2
ME,2019-2023,509642268126144,45.28316,-69.25412,0.6674723002111448,Not LSOG,3
ME,2019-2023,509642269126144,45.50276,-69.22726,0.5638432296525292,Not LSOG,1
ME,2019-2023,509642270126144,45.34045,-69.17598,0.361673582814346,Transitioning LS,4
ME,2019-2023,509642271126144,45.51996,-69.30073,0.616899151780938,Not LSOG,3
ME,2019-2023,509642272126144,45.41257,-69.27837,0.1974009304781744,Not LSOG,1
ME,2019-2023,509642273126144,45.37153,-69.35662,0.1974009304781744,Not LSOG,1
ME,2019-2023,509642274126144,45.25597,-69.2544,0.1974009304781744,Not LSOG,1
ME,2019-2023,509642275126144,45.17945,-69.29082,0.21544099060697866,Not LSOG,1
ME,2019-2023,509642276126144,45.27763,-69.41725,0.3729511876102692,LS,6
ME,2019-2023,509642277126144,45.11954,-69.3846,0.18787094235258386,Not LSOG,2
ME,2019-2023,509642278126144,45.23498,-69.49242,0.18057822853306668,Not LSOG,0
ME,2019-2023,509642279126144,45.14241,-69.49943,0.18057822853306668,Not LSOG,0
ME,2019-2023,509642280126144,45.05531,-69.41798,0.590634963918016,Not LSOG,2
ME,2019-2023,509642282126144,45.07827,-69.62557,0.642582583708017,Not LSOG,3
ME,2019-2023,509642283126144,44.90344,-69.51262,0.2781616398280879,Not LSOG,3
ME,2019-2023,509642284126144,45.00711,-69.64585,0.5638432296525292,Not LSOG,1
ME,2019-2023,509642286126144,45.02929,-69.42343,0.5638432296525292,Not LSOG,1
ME,2019-2023,509642287126144,44.77651,-69.67994,0.18057822853306668,Not LSOG,0
ME,2019-2023,509642288126144,44.86515,-69.77111,0.6673907669706552,Transitioning LS,4
ME,2019-2023,509642289126144,44.70345,-69.69609,0.6673907669706552,Transitioning LS,4
ME,2019-2023,509642290126144,44.81241,-69.83823,0.23458173694842877,Not LSOG,2
ME,2019-2023,509642294126144,44.65454,-69.94899,0.590634963918016,Not LSOG,2
ME,2019-2023,509642295126144,44.44814,-69.97718,0.5638432296525292,Not LSOG,1
ME,2019-2023,509642296126144,44.58862,-70.00058,0.21544099060697866,Not LSOG,1
ME,2019-2023,509642299126144,44.35539,-69.99907,0.37435030153963456,Transitioning LS,5
ME,2019-2023,509642300126144,44.43576,-70.1141,0.6447355333707196,Not LSOG,2
ME,2019-2023,509642301126144,44.28997,-70.01021,0.276354286363825,Not LSOG,3
ME,2019-2023,509642302126144,44.39405,-70.18732,0.5638432296525292,Not LSOG,1
ME,2019-2023,509642303126144,44.29082,-70.22152,0.2548705952953345,Not LSOG,3
ME,2019-2023,509642304126144,44.21095,-70.11499,0.590634963918016,Not LSOG,2
ME,2019-2023,509642306126144,44.22578,-70.28043,0.590634963918016,Not LSOG,2
ME,2019-2023,509642307126144,44.04445,-70.15552,0.21537891006925972,Not LSOG,2
ME,2019-2023,509642308126144,44.18396,-70.276840000000007,0.18057822853306668,Not LSOG,0
ME,2019-2023,509642309126144,44.16024,-70.34481,0.18057822853306668,Not LSOG,0
ME,2019-2023,509642310126144,44.09586,-70.42465,0.5638432296525292,Not LSOG,1
ME,2019-2023,509642311126144,43.84462,-70.32301,0.35950933918115746,Transitioning LS,5
ME,2019-2023,509642312126144,43.86452,-70.35046,0.18057822853306668,Not LSOG,0
ME,2019-2023,509642313126144,44.03289,-70.44644,0.5638432296525292,Not LSOG,1
ME,2019-2023,509642314126144,43.93677,-70.30433,0.25665733770473287,Not LSOG,2
ME,2019-2023,509642317126144,43.79887,-70.44832,0.18057822853306668,Not LSOG,0
