term,estimate,std.error,statistic,p.value,odds_ratio
(Intercept),-2.2456482137299734,0.12316278920296628,-18.23317114091379,2.8151410967445304e-74,0.10585889893705722
score_ba_large,0.15380638982187664,0.20244497487224317,0.7597441720592923,0.4474075195647443,1.166265064131558
score_maturity,0.01269490830440331,0.07912006828156087,0.16045117983501397,0.872525676132443,1.0127758307244956
score_structure,0.6395882718437855,0.08677141335575207,7.370956022365945,1.6940872721710562e-13,1.8957002054529504
score_canopy,-0.08208385992639723,0.050982037899089686,-1.6100545076065484,0.10738595728830026,0.9211947041370266
score_deadwood,0.1647213215246913,0.06749636068427964,2.4404474530884745,0.01466907986743822,1.1790644930278575
potapov_rh95,0.09980251023339308,0.00731602352841878,13.641633306086907,2.2643172018169293e-42,1.1049526796796103
