Plot_ID,res,g,ours_orig,ours_pelz,hag_code,hag_lsog,in_hag
573,Kennebec Estuary Sites,oak-pine,0,0,,0,0
579,Saco River Sites,maple-beech-birch,1,1,,0,0
580,Saco River Sites,pine-softwood,1,1,,0,0
581,Saco River Sites,pine-softwood,1,1,,0,0
582,Saco River Sites,elm-ash-cottonwood,1,1,,0,0
583,Saco River Sites,elm-ash-cottonwood,0,0,,0,0
584,Saco River Sites,elm-ash-cottonwood,0,0,,0,0
585,Saco River Sites,pine-softwood,1,1,,0,0
586,Saco River Sites,pine-softwood,1,1,,0,0
587,Placentia Island Preserve,spruce-fir,1,1,,0,0
588,Placentia Island Preserve,spruce-fir,1,1,,0,0
589,Placentia Island Preserve,spruce-fir,0,1,,0,0
590,Placentia Island Preserve,spruce-fir,1,1,,0,0
591,Placentia Island Preserve,spruce-fir,0,1,,0,0
592,Moose River Number 5 Mountain,spruce-fir,0,1,1,0,1
593,Moose River Number 5 Mountain,aspen-birch,0,0,1,0,1
594,Moose River Number 5 Mountain,spruce-fir,0,1,1,0,1
595,Moose River Number 5 Mountain,aspen-birch,0,0,1,0,1
596,Moose River Number 5 Mountain,aspen-birch,0,0,1,0,1
597,Moose River Number 5 Mountain,aspen-birch,0,0,1,0,1
600,Moose River Number 5 Mountain,aspen-birch,0,0,1,0,1
601,Moose River Number 5 Mountain,aspen-birch,0,1,2,1,1
602,Moose River Number 5 Mountain,spruce-fir,0,0,1,0,1
603,Moose River Number 5 Mountain,spruce-fir,0,0,1,0,1
604,Moose River Number 5 Mountain,spruce-fir,1,1,1,0,1
605,Moose River Number 5 Mountain,spruce-fir,0,0,1,0,1
606,Moose River Number 5 Mountain,spruce-fir,0,0,1,0,1
607,Moose River Number 5 Mountain,pine-softwood,0,0,1,0,1
608,Moose River Number 5 Mountain,aspen-birch,0,0,1,0,1
609,Moose River Number 5 Mountain,spruce-fir,1,1,1,0,1
611,Moose River Number 5 Mountain,spruce-fir,0,0,1,0,1
612,Moose River Number 5 Mountain,aspen-birch,0,0,1,0,1
613,Moose River Number 5 Mountain,spruce-fir,0,0,1,0,1
614,Moose River Number 5 Mountain,spruce-fir,0,0,1,0,1
615,Moose River Number 5 Mountain,spruce-fir,0,0,1,0,1
616,Moose River Number 5 Mountain,spruce-fir,0,0,1,0,1
617,Moose River Number 5 Mountain,aspen-birch,0,1,2,1,1
618,Moose River Number 5 Mountain,aspen-birch,0,0,2,1,1
619,Moose River Number 5 Mountain,aspen-birch,0,0,1,0,1
620,Moose River Number 5 Mountain,aspen-birch,0,0,2,1,1
621,Moose River Number 5 Mountain,spruce-fir,1,1,1,0,1
622,Moose River Number 5 Mountain,aspen-birch,0,1,1,0,1
623,Moose River Number 5 Mountain,maple-beech-birch,1,1,2,1,1
624,Moose River Number 5 Mountain,aspen-birch,1,1,1,0,1
625,Moose River Number 5 Mountain,spruce-fir,1,1,2,1,1
626,Moose River Number 5 Mountain,aspen-birch,0,1,1,0,1
627,Moose River Number 5 Mountain,aspen-birch,0,0,1,0,1
628,Moose River Number 5 Mountain,aspen-birch,0,0,1,0,1
629,Moose River Number 5 Mountain,aspen-birch,0,0,1,0,1
630,Moose River Number 5 Mountain,spruce-fir,0,1,1,0,1
631,Moose River Number 5 Mountain,spruce-fir,0,1,1,0,1
633,Moose River Number 5 Mountain,spruce-fir,0,0,1,0,1
634,Moose River Number 5 Mountain,spruce-fir,0,0,1,0,1
635,Moose River Number 5 Mountain,aspen-birch,0,0,1,0,1
636,Pine Barrens Sites,elm-ash-cottonwood,1,1,,0,0
637,Pine Barrens Sites,oak-pine,0,0,,0,0
638,Pine Barrens Sites,oak-pine,0,0,,0,0
639,Pine Barrens Sites,spruce-fir,0,1,,0,0
640,Pine Barrens Sites,spruce-fir,0,0,,0,0
641,Pine Barrens Sites,oak-hickory,0,0,,0,0
642,Pine Barrens Sites,oak-hickory,0,0,,0,0
643,Pine Barrens Sites,oak-hickory,0,0,,0,0
644,Pine Barrens Sites,oak-hickory,0,0,,0,0
645,Pine Barrens Sites,oak-hickory,0,0,,0,0
646,Saco River Sites,pine-softwood,1,1,,0,0
647,Saco River Sites,pine-softwood,0,0,,0,0
648,Saco River Sites,oak-pine,0,1,,0,0
649,Saco River Sites,oak-pine,1,1,,0,0
650,Saco River Sites,elm-ash-cottonwood,0,1,,0,0
651,Saco River Sites,elm-ash-cottonwood,1,1,,0,0
652,Saco River Sites,oak-pine,1,1,,0,0
653,Saco River Sites,elm-ash-cottonwood,0,0,,0,0
654,Saco River Sites,elm-ash-cottonwood,1,1,,0,0
655,Pine Barrens Sites,spruce-fir,0,0,,0,0
656,Pine Barrens Sites,oak-pine,0,0,,0,0
657,Pine Barrens Sites,spruce-fir,1,1,,0,0
658,Pine Barrens Sites,spruce-fir,0,0,,0,0
659,Pine Barrens Sites,elm-ash-cottonwood,1,1,,0,0
660,Pine Barrens Sites,oak-pine,0,0,,0,0
661,Pine Barrens Sites,oak-pine,0,1,,0,0
662,Pine Barrens Sites,aspen-birch,0,0,,0,0
663,Pine Barrens Sites,oak-pine,0,1,,0,0
664,Pine Barrens Sites,oak-pine,1,1,,0,0
665,Pine Barrens Sites,oak-pine,0,1,,0,0
666,Pine Barrens Sites,oak-pine,0,1,,0,0
667,Pine Barrens Sites,oak-pine,1,1,,0,0
680,Big Reed Forest Reserve,spruce-fir,1,1,2,1,1
681,Big Reed Forest Reserve,spruce-fir,1,1,2,1,1
682,Big Reed Forest Reserve,spruce-fir,1,1,4,1,1
683,Big Reed Forest Reserve,spruce-fir,1,1,1,0,1
684,Big Reed Forest Reserve,maple-beech-birch,0,0,1,0,1
685,Big Reed Forest Reserve,spruce-fir,1,1,2,1,1
686,Big Reed Forest Reserve,spruce-fir,1,1,1,0,1
687,Big Reed Forest Reserve,spruce-fir,1,1,1,0,1
688,Big Reed Forest Reserve,spruce-fir,1,1,3,1,1
689,Big Reed Forest Reserve,spruce-fir,1,1,2,1,1
690,Big Reed Forest Reserve,spruce-fir,1,1,2,1,1
691,Big Reed Forest Reserve,spruce-fir,0,0,3,1,1
692,Big Reed Forest Reserve,spruce-fir,0,1,4,1,1
693,Big Reed Forest Reserve,spruce-fir,0,0,1,0,1
694,Big Reed Forest Reserve,maple-beech-birch,1,1,2,1,1
695,Big Reed Forest Reserve,maple-beech-birch,1,1,4,1,1
696,Big Reed Forest Reserve,spruce-fir,1,1,4,1,1
698,Big Reed Forest Reserve,maple-beech-birch,0,0,2,1,1
699,Big Reed Forest Reserve,maple-beech-birch,0,0,4,1,1
700,Big Reed Forest Reserve,maple-beech-birch,0,0,2,1,1
701,Big Reed Forest Reserve,maple-beech-birch,0,0,2,1,1
702,Big Reed Forest Reserve,maple-beech-birch,1,1,2,1,1
703,Big Reed Forest Reserve,spruce-fir,1,1,2,1,1
704,Big Reed Forest Reserve,spruce-fir,1,1,2,1,1
705,Big Reed Forest Reserve,maple-beech-birch,1,1,4,1,1
706,Spring River Preserve,aspen-birch,0,0,1,0,1
707,Spring River Preserve,spruce-fir,1,1,1,0,1
710,Spring River Preserve,spruce-fir,0,0,1,0,1
711,Spring River Preserve,spruce-fir,1,1,1,0,1
712,Spring River Preserve,spruce-fir,0,0,1,0,1
713,Spring River Preserve,oak-hickory,0,1,1,0,1
714,Spring River Preserve,oak-pine,0,0,1,0,1
715,Spring River Preserve,oak-pine,0,0,1,0,1
716,Spring River Preserve,oak-pine,0,1,1,0,1
717,Spring River Preserve,aspen-birch,0,0,1,0,1
718,Spring River Preserve,pine-softwood,1,1,1,0,1
720,Spring River Preserve,oak-hickory,0,0,1,0,1
721,Spring River Preserve,oak-hickory,1,1,1,0,1
722,Spring River Preserve,oak-hickory,0,1,1,0,1
723,Spring River Preserve,spruce-fir,0,0,1,0,1
724,Spring River Preserve,oak-pine,1,1,1,0,1
725,Spring River Preserve,aspen-birch,0,0,1,0,1
726,Spring River Preserve,pine-softwood,0,1,2,1,1
727,Spring River Preserve,spruce-fir,0,1,1,0,1
728,Spring River Preserve,oak-hickory,0,0,1,0,1
729,Spring River Preserve,aspen-birch,0,0,1,0,1
730,Spring River Preserve,pine-softwood,1,1,1,0,1
731,Spring River Preserve,elm-ash-cottonwood,0,0,1,0,1
732,Spring River Preserve,oak-pine,0,0,1,0,1
733,Spring River Preserve,oak-hickory,0,0,1,0,1
734,Spring River Preserve,oak-hickory,0,0,2,1,1
735,Spring River Preserve,spruce-fir,1,1,1,0,1
737,Spring River Preserve,maple-beech-birch,1,1,2,1,1
740,Spring River Preserve,spruce-fir,0,1,1,0,1
750,Spring River Preserve,spruce-fir,1,1,2,1,1
751,Spring River Preserve,oak-hickory,1,1,1,0,1
752,Spring River Preserve,spruce-fir,0,1,1,0,1
753,Spring River Preserve,spruce-fir,0,1,1,0,1
754,Spring River Preserve,oak-hickory,0,0,1,0,1
755,Spring River Preserve,oak-hickory,1,1,1,0,1
759,Spring River Preserve,spruce-fir,1,1,1,0,1
760,Spring River Preserve,spruce-fir,1,1,2,1,1
761,Spring River Preserve,maple-beech-birch,1,1,2,1,1
763,Spring River Preserve,spruce-fir,1,1,1,0,1
764,Spring River Preserve,spruce-fir,1,1,2,1,1
765,Spring River Preserve,spruce-fir,0,0,1,0,1
766,Spring River Preserve,spruce-fir,1,1,2,1,1
767,Spring River Preserve,aspen-birch,0,0,1,0,1
768,Spring River Preserve,pine-softwood,1,1,1,0,1
769,Trout Mountain,aspen-birch,0,0,2,1,1
770,Trout Mountain,spruce-fir,1,1,2,1,1
771,Trout Mountain,spruce-fir,1,1,2,1,1
772,Trout Mountain,spruce-fir,1,1,2,1,1
773,Trout Mountain,spruce-fir,0,1,3,1,1
774,Trout Mountain,spruce-fir,1,1,1,0,1
775,Trout Mountain,aspen-birch,0,0,2,1,1
776,Trout Mountain,aspen-birch,0,0,2,1,1
777,Trout Mountain,aspen-birch,0,0,2,1,1
778,Trout Mountain,aspen-birch,0,0,2,1,1
779,Trout Mountain,aspen-birch,0,0,3,1,1
780,Kennebec Estuary Sites,oak-pine,1,1,,0,0
781,Kennebec Estuary Sites,maple-beech-birch,0,0,,0,0
782,Big Spencer,maple-beech-birch,0,0,2,1,1
783,Big Spencer,maple-beech-birch,0,0,2,1,1
784,Big Spencer,maple-beech-birch,1,1,2,1,1
785,Big Spencer,maple-beech-birch,0,0,2,1,1
786,Big Spencer,maple-beech-birch,0,1,1,0,1
787,Big Spencer,spruce-fir,1,1,1,0,1
788,Big Spencer,spruce-fir,0,0,,0,0
789,Big Spencer,spruce-fir,0,0,,0,0
790,Big Spencer,maple-beech-birch,1,1,2,1,1
791,Big Spencer,maple-beech-birch,1,1,2,1,1
792,Big Spencer,maple-beech-birch,0,0,3,1,1
793,Big Spencer,maple-beech-birch,0,0,3,1,1
794,Big Spencer,maple-beech-birch,1,1,3,1,1
795,Big Spencer,spruce-fir,1,1,1,0,1
796,Big Spencer,spruce-fir,0,0,2,1,1
797,Big Spencer,maple-beech-birch,0,0,3,1,1
798,Big Spencer,maple-beech-birch,0,0,2,1,1
799,Big Spencer,maple-beech-birch,0,1,2,1,1
800,Big Spencer,maple-beech-birch,0,1,1,0,1
801,Big Spencer,spruce-fir,0,0,1,0,1
802,Big Spencer,spruce-fir,1,1,1,0,1
803,Big Spencer,spruce-fir,1,1,1,0,1
804,Big Spencer,spruce-fir,0,0,1,0,1
805,Big Spencer,maple-beech-birch,0,1,1,0,1
806,Big Spencer,spruce-fir,1,1,1,0,1
807,Big Spencer,maple-beech-birch,1,1,2,1,1
808,Big Spencer,maple-beech-birch,0,0,2,1,1
809,Big Spencer,maple-beech-birch,0,0,1,0,1
810,Big Spencer,maple-beech-birch,1,1,1,0,1
811,Big Spencer,spruce-fir,0,1,2,1,1
812,Big Spencer,maple-beech-birch,0,0,1,0,1
813,Big Spencer,maple-beech-birch,1,1,1,0,1
814,Big Spencer,spruce-fir,1,1,1,0,1
815,Big Spencer,spruce-fir,1,1,,0,0
816,Big Spencer,spruce-fir,0,0,,0,0
817,Saco River Sites,elm-ash-cottonwood,1,1,,0,0
818,Saco River Sites,elm-ash-cottonwood,1,1,,0,0
819,Saco River Sites,elm-ash-cottonwood,0,0,,0,0
820,Chamberlain Lake,spruce-fir,1,1,1,0,1
821,Chamberlain Lake,spruce-fir,1,1,2,1,1
822,Chamberlain Lake,spruce-fir,1,1,3,1,1
823,Chamberlain Lake,spruce-fir,0,1,2,1,1
824,Chamberlain Lake,spruce-fir,1,1,2,1,1
825,Chamberlain Lake,spruce-fir,1,1,3,1,1
826,Chamberlain Lake,spruce-fir,0,0,2,1,1
827,Chamberlain Lake,pine-softwood,1,1,2,1,1
828,Chamberlain Lake,pine-softwood,1,1,4,1,1
829,Chamberlain Lake,pine-softwood,1,1,4,1,1
830,Chamberlain Lake,pine-softwood,1,1,4,1,1
831,Chamberlain Lake,spruce-fir,1,1,2,1,1
832,Chamberlain Lake,spruce-fir,1,1,3,1,1
833,Chamberlain Lake,spruce-fir,1,1,3,1,1
834,Chamberlain Lake,spruce-fir,1,1,3,1,1
835,Chamberlain Lake,spruce-fir,1,1,2,1,1
836,Cutler,spruce-fir,0,0,,0,0
837,Cutler,spruce-fir,0,1,,0,0
838,Cutler,spruce-fir,0,0,,0,0
839,Cutler,spruce-fir,1,1,,0,0
840,Cutler,spruce-fir,1,1,,0,0
841,Cutler,spruce-fir,1,1,,0,0
842,Cutler,elm-ash-cottonwood,0,0,,0,0
843,Cutler,spruce-fir,0,0,,0,0
844,Cutler,spruce-fir,1,1,,0,0
845,Cutler,spruce-fir,0,1,,0,0
846,Cutler,spruce-fir,0,0,,0,0
847,Cutler,spruce-fir,0,0,,0,0
848,Cutler,spruce-fir,0,1,,0,0
849,Cutler,pine-softwood,0,0,,0,0
850,Cutler,aspen-birch,0,0,,0,0
851,Cutler,aspen-birch,0,0,,0,0
852,Cutler,aspen-birch,0,0,,0,0
853,Cutler,elm-ash-cottonwood,0,0,,0,0
854,Cutler,aspen-birch,0,0,,0,0
856,Cutler,spruce-fir,0,0,,0,0
857,Cutler,spruce-fir,0,0,,0,0
858,Cutler,spruce-fir,0,1,,0,0
859,Cutler,spruce-fir,0,0,,0,0
860,Forest City,pine-softwood,1,1,3,1,1
861,Forest City,pine-softwood,1,1,3,1,1
862,Forest City,pine-softwood,0,0,3,1,1
863,Forest City,spruce-fir,0,0,2,1,1
864,Forest City,spruce-fir,0,1,2,1,1
865,Forest City,spruce-fir,0,1,2,1,1
866,Forest City,pine-softwood,0,1,3,1,1
867,Forest City,spruce-fir,1,1,3,1,1
868,Great Heath,aspen-birch,0,0,1,0,1
869,Great Heath,spruce-fir,1,1,1,0,1
870,Great Heath,spruce-fir,0,0,1,0,1
871,Great Heath,pine-softwood,1,1,1,0,1
872,Great Heath,spruce-fir,0,1,1,0,1
873,Great Heath,spruce-fir,0,0,1,0,1
874,Great Heath,spruce-fir,1,1,1,0,1
875,Great Heath,spruce-fir,0,0,2,1,1
876,Great Heath,pine-softwood,1,1,4,1,1
877,Great Heath,spruce-fir,1,1,1,0,1
878,Great Heath,aspen-birch,0,1,2,1,1
879,Great Heath,spruce-fir,0,0,2,1,1
880,Great Heath,spruce-fir,1,1,2,1,1
881,Pine Barrens Sites,pine-softwood,1,1,,0,0
882,Pine Barrens Sites,pine-softwood,1,1,,0,0
884,Pine Barrens Sites,spruce-fir,0,0,,0,0
885,Pine Barrens Sites,spruce-fir,0,0,,0,0
886,Kennebec Estuary Sites,oak-pine,1,1,,0,0
887,Kennebec Estuary Sites,oak-hickory,0,1,,0,0
888,Kennebec Estuary Sites,oak-pine,0,1,,0,0
889,Kennebec Estuary Sites,oak-hickory,0,0,,0,0
890,Kennebec Estuary Sites,pine-softwood,1,1,,0,0
891,Kennebec Estuary Sites,oak-pine,1,1,,0,0
892,Mahoosucs,spruce-fir,1,1,1,0,1
893,Mahoosucs,spruce-fir,1,1,1,0,1
894,Mahoosucs,spruce-fir,0,0,1,0,1
895,Mahoosucs,spruce-fir,1,1,1,0,1
896,Mahoosucs,spruce-fir,0,1,1,0,1
897,Mahoosucs,maple-beech-birch,1,1,1,0,1
898,Mahoosucs,maple-beech-birch,1,1,2,1,1
899,Mahoosucs,spruce-fir,1,1,1,0,1
900,Mahoosucs,maple-beech-birch,1,1,2,1,1
901,Mahoosucs,maple-beech-birch,1,1,2,1,1
902,Mahoosucs,maple-beech-birch,1,1,2,1,1
903,Mahoosucs,maple-beech-birch,1,1,3,1,1
904,Mahoosucs,maple-beech-birch,1,1,2,1,1
905,Mahoosucs,maple-beech-birch,0,0,2,1,1
906,Mahoosucs,maple-beech-birch,0,1,1,0,1
907,Mahoosucs,maple-beech-birch,0,1,2,1,1
908,Mahoosucs,oak-hickory,1,1,2,1,1
909,Mahoosucs,maple-beech-birch,1,1,3,1,1
910,Mahoosucs,maple-beech-birch,0,1,2,1,1
911,Mahoosucs,spruce-fir,0,0,2,1,1
912,Mahoosucs,spruce-fir,0,1,1,0,1
913,Mahoosucs,maple-beech-birch,1,1,2,1,1
914,Mahoosucs,maple-beech-birch,1,1,2,1,1
915,Mahoosucs,maple-beech-birch,1,1,3,1,1
916,Mahoosucs,spruce-fir,0,0,,0,0
917,Mahoosucs,spruce-fir,0,0,,0,0
918,Mahoosucs,maple-beech-birch,0,1,,0,0
919,Mahoosucs,maple-beech-birch,0,1,2,1,1
920,Mahoosucs,maple-beech-birch,1,1,2,1,1
921,Mt. Abraham,spruce-fir,0,0,1,0,1
922,Mt. Abraham,spruce-fir,0,1,1,0,1
923,Mt. Abraham,spruce-fir,1,1,1,0,1
924,Mt. Agamenticus,oak-hickory,1,1,,0,0
925,Mt. Agamenticus,pine-softwood,1,1,,0,0
926,Mt. Agamenticus,elm-ash-cottonwood,1,1,,0,0
927,Mt. Agamenticus,pine-softwood,1,1,,0,0
928,Mt. Agamenticus,oak-hickory,1,1,,0,0
929,Mt. Agamenticus,pine-softwood,0,1,,0,0
930,Mt. Agamenticus,oak-hickory,0,1,,0,0
931,Mt. Agamenticus,oak-pine,1,1,,0,0
932,Nahmakanta,aspen-birch,0,1,3,1,1
933,Nahmakanta,maple-beech-birch,1,1,4,1,1
934,Nahmakanta,aspen-birch,0,0,3,1,1
935,Nahmakanta,spruce-fir,1,1,2,1,1
936,Nahmakanta,aspen-birch,0,1,2,1,1
937,Nahmakanta,elm-ash-cottonwood,1,1,3,1,1
938,Nahmakanta,aspen-birch,0,0,1,0,1
939,Nahmakanta,aspen-birch,0,1,2,1,1
940,Nahmakanta,aspen-birch,0,0,1,0,1
941,Nahmakanta,aspen-birch,1,1,3,1,1
942,Nahmakanta,aspen-birch,0,0,1,0,1
943,Nahmakanta,aspen-birch,0,0,1,0,1
944,Nahmakanta,aspen-birch,0,1,1,0,1
945,Nahmakanta,maple-beech-birch,1,1,1,0,1
946,Nahmakanta,pine-softwood,1,1,1,0,1
947,Nahmakanta,aspen-birch,0,1,1,0,1
948,Nahmakanta,spruce-fir,1,1,3,1,1
949,Nahmakanta,maple-beech-birch,1,1,2,1,1
950,Nahmakanta,maple-beech-birch,1,1,3,1,1
951,Nahmakanta,aspen-birch,0,0,2,1,1
952,Nahmakanta,spruce-fir,0,0,2,1,1
953,Nahmakanta,spruce-fir,1,1,2,1,1
954,Nahmakanta,spruce-fir,1,1,2,1,1
955,Nahmakanta,spruce-fir,0,0,2,1,1
956,Nahmakanta,spruce-fir,1,1,3,1,1
957,Nahmakanta,aspen-birch,0,1,2,1,1
958,Nahmakanta,maple-beech-birch,0,0,1,0,1
959,Nahmakanta,maple-beech-birch,0,0,2,1,1
960,Nahmakanta,spruce-fir,0,0,1,0,1
961,Nahmakanta,maple-beech-birch,0,0,1,0,1
962,Nahmakanta,spruce-fir,1,1,3,1,1
963,Nahmakanta,spruce-fir,1,1,3,1,1
964,Nahmakanta,maple-beech-birch,0,1,3,1,1
965,Nahmakanta,spruce-fir,1,1,3,1,1
966,Nahmakanta,spruce-fir,1,1,3,1,1
967,Nahmakanta,spruce-fir,1,1,3,1,1
968,Nahmakanta,maple-beech-birch,0,1,3,1,1
969,Nahmakanta,spruce-fir,1,1,1,0,1
970,Nahmakanta,maple-beech-birch,0,0,2,1,1
972,Nahmakanta,spruce-fir,0,0,3,1,1
973,Nahmakanta,spruce-fir,1,1,3,1,1
974,Nahmakanta,spruce-fir,1,1,3,1,1
975,Nahmakanta,spruce-fir,1,1,2,1,1
976,Nahmakanta,spruce-fir,1,1,3,1,1
977,Nahmakanta,spruce-fir,1,1,2,1,1
978,Nahmakanta,spruce-fir,1,1,3,1,1
979,Nahmakanta,spruce-fir,0,0,1,0,1
980,Nahmakanta,spruce-fir,1,1,1,0,1
981,Nahmakanta,spruce-fir,0,0,1,0,1
982,Narraguagus,pine-softwood,1,1,,0,0
983,Narraguagus,spruce-fir,0,0,,0,0
984,Narraguagus,aspen-birch,0,0,,0,0
985,Narraguagus,spruce-fir,1,1,,0,0
986,Narraguagus,spruce-fir,1,1,,0,0
987,Number 5 Bog,spruce-fir,1,1,1,0,1
988,Number 5 Bog,spruce-fir,1,1,1,0,1
989,Number 5 Bog,spruce-fir,1,1,1,0,1
990,Number 5 Bog,spruce-fir,0,0,1,0,1
991,Number 5 Bog,spruce-fir,0,0,1,0,1
992,Number 5 Bog,spruce-fir,0,0,1,0,1
993,Number 5 Bog,spruce-fir,0,0,1,0,1
995,Number 5 Bog,spruce-fir,0,0,1,0,1
996,Number 5 Bog,pine-softwood,0,1,1,0,1
998,Number 5 Bog,pine-softwood,0,0,1,0,1
999,Number 5 Bog,pine-softwood,0,0,1,0,1
1000,Number 5 Bog,pine-softwood,0,0,1,0,1
1001,Number 5 Bog,spruce-fir,1,1,1,0,1
1002,Number 5 Bog,spruce-fir,0,0,1,0,1
1003,Number 5 Bog,spruce-fir,1,1,1,0,1
1004,Number 5 Bog,spruce-fir,1,1,1,0,1
1005,Number 5 Bog,spruce-fir,0,0,1,0,1
1006,Number 5 Bog,pine-softwood,0,0,1,0,1
1007,Number 5 Bog,spruce-fir,0,0,1,0,1
1008,Number 5 Bog,pine-softwood,0,0,1,0,1
1009,Number 5 Bog,pine-softwood,0,0,1,0,1
1010,Number 5 Bog,pine-softwood,0,0,1,0,1
1011,St. John Ponds,spruce-fir,1,1,1,0,1
1012,St. John Ponds,maple-beech-birch,0,0,1,0,1
1013,St. John Ponds,maple-beech-birch,0,0,1,0,1
1014,St. John Ponds,maple-beech-birch,0,0,1,0,1
1015,St. John Ponds,spruce-fir,0,0,1,0,1
1016,St. John Ponds,spruce-fir,0,0,1,0,1
1017,St. John Ponds,spruce-fir,0,0,1,0,1
1018,St. John Ponds,maple-beech-birch,0,0,1,0,1
1019,St. John Ponds,maple-beech-birch,0,0,2,1,1
1020,St. John Ponds,maple-beech-birch,0,0,1,0,1
1021,St. John Ponds,maple-beech-birch,1,1,1,0,1
1022,St. John Ponds,maple-beech-birch,1,1,1,0,1
1023,St. John Ponds,maple-beech-birch,1,1,2,1,1
1024,St. John Ponds,maple-beech-birch,0,1,1,0,1
1025,St. John Ponds,spruce-fir,0,0,1,0,1
1027,St. John Ponds,maple-beech-birch,0,0,1,0,1
1028,St. John Ponds,maple-beech-birch,1,1,1,0,1
1029,St. John Ponds,spruce-fir,1,1,1,0,1
1030,St. John Ponds,maple-beech-birch,0,0,1,0,1
1031,St. John Ponds,maple-beech-birch,1,1,2,1,1
1032,St. John Ponds,maple-beech-birch,0,1,2,1,1
1033,St. John Ponds,maple-beech-birch,1,1,2,1,1
1034,St. John Ponds,maple-beech-birch,0,1,1,0,1
1035,St. John Ponds,maple-beech-birch,0,0,1,0,1
1036,St. John Ponds,maple-beech-birch,0,0,1,0,1
1037,St. John Ponds,maple-beech-birch,0,0,1,0,1
1038,St. John Ponds,maple-beech-birch,0,0,1,0,1
1039,St. John Ponds,spruce-fir,0,0,1,0,1
1040,St. John Ponds,aspen-birch,0,0,1,0,1
1041,St. John Ponds,aspen-birch,0,0,1,0,1
1042,St. John Ponds,maple-beech-birch,0,0,1,0,1
1043,St. John Ponds,maple-beech-birch,1,1,3,1,1
1044,St. John Ponds,spruce-fir,0,0,1,0,1
1045,St. John Ponds,spruce-fir,0,0,1,0,1
1046,St. John Ponds,spruce-fir,0,1,1,0,1
1047,Wassataquoik,elm-ash-cottonwood,1,1,2,1,1
1048,Wassataquoik,elm-ash-cottonwood,1,1,2,1,1
1049,Wassataquoik,elm-ash-cottonwood,1,1,2,1,1
1050,Wassataquoik,elm-ash-cottonwood,0,1,3,1,1
1051,Wassataquoik,elm-ash-cottonwood,0,1,2,1,1
1052,Wassataquoik,maple-beech-birch,1,1,2,1,1
1053,Wassataquoik,spruce-fir,1,1,4,1,1
1054,Wassataquoik,elm-ash-cottonwood,0,0,2,1,1
1055,Wassataquoik,elm-ash-cottonwood,1,1,3,1,1
1056,Wassataquoik,maple-beech-birch,0,0,2,1,1
1057,Wassataquoik,elm-ash-cottonwood,1,1,2,1,1
1058,Wassataquoik,maple-beech-birch,1,1,2,1,1
1059,Wassataquoik,elm-ash-cottonwood,1,1,1,0,1
1060,Wassataquoik,spruce-fir,1,1,2,1,1
1061,Wassataquoik,elm-ash-cottonwood,1,1,2,1,1
1062,Wassataquoik,spruce-fir,1,1,3,1,1
1063,Wassataquoik,spruce-fir,1,1,2,1,1
1064,Salmon Brook Lake,other,1,1,,0,0
1065,Mt. Abraham,spruce-fir,0,0,,0,0
1066,Bigelow,other,0,0,1,0,1
1067,Spring River Lake,maple-beech-birch,1,1,1,0,1
1068,Baxter State Park,spruce-fir,1,1,2,1,1
1069,Baxter State Park,spruce-fir,1,1,2,1,1
1070,Baxter State Park,spruce-fir,0,0,1,0,1
1071,Baxter State Park,spruce-fir,0,0,1,0,1
1072,Baxter State Park,spruce-fir,1,1,1,0,1
1073,Baxter State Park,spruce-fir,1,1,1,0,1
1074,Baxter State Park,spruce-fir,0,0,1,0,1
1075,Baxter State Park,spruce-fir,1,1,1,0,1
1076,Baxter State Park,spruce-fir,0,1,1,0,1
1077,Baxter State Park,spruce-fir,0,1,1,0,1
1078,Baxter State Park,spruce-fir,1,1,1,0,1
1079,Baxter State Park,aspen-birch,0,0,1,0,1
1080,Baxter State Park,spruce-fir,1,1,3,1,1
1081,Baxter State Park,aspen-birch,1,1,2,1,1
1082,Baxter State Park,pine-softwood,1,1,2,1,1
1084,Kennebec Estuary Sites,oak-pine,1,1,,0,0
1085,Kennebec Estuary Sites,oak-hickory,1,1,,0,0
1086,Shapleigh Woods,oak-pine,1,1,,0,0
1088,Shapleigh Woods,oak-hickory,1,1,,0,0
1089,Shapleigh Woods,oak-hickory,1,1,,0,0
1090,Shapleigh Woods,oak-hickory,1,1,,0,0
1091,Shapleigh Woods,oak-hickory,1,1,,0,0
1093,Baxter State Park,aspen-birch,0,0,1,0,1
1094,Big Spencer,other,1,1,1,0,1
1096,Baxter State Park,aspen-birch,0,0,1,0,1
1097,Baxter State Park,aspen-birch,0,0,1,0,1
1098,Baxter State Park,aspen-birch,0,0,1,0,1
1099,Baxter State Park,aspen-birch,1,1,3,1,1
1100,Baxter State Park,aspen-birch,0,0,1,0,1
1101,Baxter State Park,spruce-fir,0,0,4,1,1
1102,Baxter State Park,spruce-fir,1,1,1,0,1
1103,Baxter State Park,spruce-fir,1,1,1,0,1
1104,Baxter State Park,spruce-fir,1,1,1,0,1
1105,Baxter State Park,spruce-fir,1,1,2,1,1
1106,Baxter State Park,spruce-fir,1,1,2,1,1
1107,Baxter State Park,maple-beech-birch,1,1,2,1,1
1108,Baxter State Park,spruce-fir,1,1,1,0,1
1109,Baxter State Park,spruce-fir,0,0,1,0,1
1110,Pine Barrens Sites,spruce-fir,0,0,,0,0
1111,Pine Barrens Sites,oak-hickory,0,1,,0,0
