panel,n,v51_any,hagan_any,v51_lsog,hagan_lsog,v51_og,hagan_og,kappa_any,kappa_lsog
2019-2023,1760,11.9886363636364,21.1363636363636,1.19318181818182,3.86363636363636,0.0568181818181818,0.852272727272727,0.123134843561586,0.0500962388805075
all_panels,3527,11.3127303657499,21.1794726396371,1.33257726112844,3.85596824496739,0.0850581230507514,0.850581230507514,0.132026016328113,0.0578417689206005
