domain,yr,pct,lo,hi,slope,slope_lo,slope_hi
Large-tree BA >= 20 ft2/ac,2024,19.5155194230259,18.1514441648172,20.8795946812346,0.161158110657078,0.13593487259229,0.186381348721867
Large-tree BA >= 30 ft2/ac,2024,12.4979006726713,11.3487061098011,13.6470952355415,0.168108762185482,0.151401154734965,0.184816369635999
Large-tree BA >= 40 ft2/ac,2024,8.1785828259734,7.21672467966967,9.14044097227713,0.114482904224811,0.0962747439946226,0.132691064454999
