seed,oob_binary_acc,ww_any_pct,ww_lsogl_pct,ww_ogl_pct,ww_lsogl_ha,plot_hagan_any_pct,kappa_any,kappa_lsog
1,93.7365010799136,21.6147963246941,4.23136154567998,0.940639913531006,181177,20.5681818181818,0.129991726226925,0.0708561251749164
2,93.9524838012959,21.398296870964,4.30313099781726,0.955236694391987,184250,20.4545454545455,0.127262496483166,0.0719090429705091
3,93.7365010799136,21.7460038684973,4.11528794427346,0.879730466354303,176207,20.7954545454545,0.123135455039556,0.0526811545448444
4,93.9524838012959,21.216876400999,4.32440726560022,0.982188190573702,185161,20.1136363636364,0.127302334168036,0.0708561251749164
5,94.6004319654428,21.5141602787261,4.16998500151573,0.937697202509432,178549,20.5681818181818,0.125878211930126,0.0517998244073736
6,93.9524838012959,21.7278571505309,4.18091507102443,0.971398250161265,179017,20.9659090909091,0.125169637097986,0.0763641256812226
7,93.9524838012959,21.6893450039073,4.17145635702652,0.904766864887058,178612,20.7954545454545,0.127223401636108,0.0787498105982337
8,93.9524838012959,21.6443635640061,4.20959482606009,0.949771659637636,180245,20.6818181818182,0.128603248865321,0.074086252022148
9,94.1684665226782,21.5976772201003,4.24862077937001,0.923404034690359,181916,20.7954545454545,0.13131134823266,0.0688178468280043
10,93.9524838012959,21.959700740302,4.2576824609285,0.955727146228916,182304,20.9659090909091,0.129238615530089,0.0719090429705091
11,94.3844492440605,21.5209331850456,4.31835835961143,0.990222258759587,184902,20.5113636363636,0.122449314003871,0.0492726781649124
12,95.0323974082074,21.5988683174186,4.19724011073935,0.903972800008221,179716,20.8522727272727,0.122455084959984,0.0517998244073736
13,93.9524838012959,21.6093312899397,4.32316945858321,0.977283672204413,185108,20.8522727272727,0.134699897727984,0.0500962388805118
14,94.1684665226782,21.7577046480354,4.23703677407873,0.934988039981634,181420,20.9090909090909,0.1217768227623,0.0729854861364024
15,93.7365010799136,22.10011009476,4.25670155725465,0.928962488842221,182262,21.1931818181818,0.126504709145093,0.074086252022148
16,93.7365010799136,21.4176113313992,4.19735688498624,0.909507899310705,179721,20.5681818181818,0.129991726226925,0.0517998244073736
17,93.9524838012959,21.6060616110269,4.14880215313027,0.93473113663848,177642,20.6818181818182,0.128603248865321,0.0509384083227001
18,94.1684665226782,21.1498713381348,4.23848477474014,0.964695408389903,181482,20.1704545454545,0.139079577007148,0.0509384083227001
19,93.9524838012959,21.5208397656481,4.33902740131058,1.00685091151642,185787,20.5681818181818,0.129991726226925,0.0719090429705091
20,93.9524838012959,21.4315308216283,4.22395805842729,0.944843786418968,180860,20.3977272727273,0.132090801712336,0.0752121744220056
