CN,eval_period,LAT,LON,v4_class,v5_class,silc_val,hagan_val
721820117290487,2019-2023,44.60415,-70.86425,OG,OG,,2
721820118290487,2019-2023,47.03265,-69.00672,Transitioning LS,Transitioning LS,,3
721820119290487,2019-2023,46.63192,-69.19036,Not LSOG,Not LSOG,,1
721820120290487,2019-2023,46.71258,-69.12168,Not LSOG,Not LSOG,,1
721820121290487,2019-2023,46.74254,-69.14043,Not LSOG,Not LSOG,,1
721820122290487,2019-2023,46.69062,-69.54091,Not LSOG,Not LSOG,,2
721820123290487,2019-2023,46.40975,-69.40719,Not LSOG,Not LSOG,1,1
721820124290487,2019-2023,46.4313,-69.37088,Not LSOG,Not LSOG,1,1
721820125290487,2019-2023,46.42848,-69.55416,Not LSOG,Not LSOG,,1
721820126290487,2019-2023,46.29022,-69.49687,Not LSOG,Not LSOG,1,1
721820127290487,2019-2023,46.95484,-68.45635,Not LSOG,Not LSOG,,1
721820128290487,2019-2023,47.08368,-68.55901,Not LSOG,Not LSOG,,4
721820129290487,2019-2023,47.03201,-68.63493,Transitioning LS,Transitioning LS,,
721820131290487,2019-2023,44.81667,-70.09893,Not LSOG,Not LSOG,,
721820132290487,2019-2023,44.76073,-70.24205,Not LSOG,Not LSOG,,
721820133290487,2019-2023,44.83748,-70.18946,Not LSOG,Not LSOG,,
721820134290487,2019-2023,44.43918,-70.22884,Not LSOG,Not LSOG,,
721820135290487,2019-2023,44.59924,-70.32315,Not LSOG,Not LSOG,,
721820136290487,2019-2023,44.47526,-70.39692,Not LSOG,Not LSOG,,
721820137290487,2019-2023,44.28792,-70.32978,Not LSOG,Not LSOG,,
721820138290487,2019-2023,44.30214,-70.57834,Not LSOG,Not LSOG,,
721820139290487,2019-2023,46.56458,-68.64875,Not LSOG,Not LSOG,1,1
721820140290487,2019-2023,46.41988,-68.60587,Not LSOG,Not LSOG,1,1
721820141290487,2019-2023,46.3345,-68.64727,Not LSOG,Not LSOG,,1
721820142290487,2019-2023,46.44455,-68.77137,LS,Transitioning LS,,1
721820143290487,2019-2023,46.35712,-68.82992,Not LSOG,Not LSOG,,1
721820144290487,2019-2023,46.18629,-68.75863,LS,Transitioning LS,,
721820145290487,2019-2023,46.11287,-68.80918,Not LSOG,Not LSOG,,2
721820146290487,2019-2023,46.21332,-68.95546,Not LSOG,Not LSOG,,2
721820147290487,2019-2023,46.14208,-69.00089,Not LSOG,Not LSOG,,1
721820148290487,2019-2023,45.98764,-68.95677,Not LSOG,Not LSOG,,1
721820149290487,2019-2023,46.08687,-69.06929,Transitioning LS,Transitioning LS,,2
721820150290487,2019-2023,46.01701,-69.11099,Not LSOG,Not LSOG,,1
721820151290487,2019-2023,46.99475,-67.83476,Transitioning LS,Not LSOG,,1
721820152290487,2019-2023,47.08622,-67.95879,Not LSOG,Not LSOG,,1
721820153290487,2019-2023,46.93025,-67.9124,Transitioning LS,Transitioning LS,,
721820156290487,2019-2023,46.79094,-68.02678,Not LSOG,Not LSOG,,
721820157290487,2019-2023,46.88312,-68.15827,Not LSOG,Not LSOG,,
721820158290487,2019-2023,46.84026,-68.02149,Not LSOG,Not LSOG,,
721820159290487,2019-2023,46.63382,-67.9754,Not LSOG,Not LSOG,,
721820160290487,2019-2023,45.16348,-68.29537,LS,Transitioning LS,,1
721820161290487,2019-2023,45.4531,-68.17993,Not LSOG,Not LSOG,,1
721820162290487,2019-2023,45.41941,-68.24145,Not LSOG,Not LSOG,,
721820163290487,2019-2023,45.55999,-68.14176,Not LSOG,Not LSOG,,1
721820164290487,2019-2023,45.25289,-68.17946,Not LSOG,Not LSOG,,
721820165290487,2019-2023,45.1877,-68.24895,Not LSOG,Not LSOG,,1
721820166290487,2019-2023,45.28124,-68.35489,Not LSOG,Not LSOG,,
721820167290487,2019-2023,45.28236,-68.2662,Not LSOG,Not LSOG,,1
721820168290487,2019-2023,45.21484,-68.39518,Transitioning LS,Not LSOG,,
721820169290487,2019-2023,45.09319,-68.47975,Not LSOG,Not LSOG,,1
721820170290487,2019-2023,45.05901,-68.36323,Not LSOG,Not LSOG,,2
721820171290487,2019-2023,44.9821,-68.41769,Not LSOG,Not LSOG,,1
721820172290487,2019-2023,45.07602,-68.54113,Not LSOG,Not LSOG,,
721820173290487,2019-2023,44.40532,-68.11168,Not LSOG,Not LSOG,,
721820174290487,2019-2023,46.977312,-68.506853,Not LSOG,Not LSOG,,1
721820175290487,2019-2023,46.93088,-68.51298,Transitioning LS,Not LSOG,,1
721820176290487,2019-2023,46.95474,-68.69584,Transitioning LS,Not LSOG,,2
721820177290487,2019-2023,46.80083,-68.64012,Not LSOG,Not LSOG,,2
721820178290487,2019-2023,46.88933,-68.75076,Not LSOG,Not LSOG,,2
721820179290487,2019-2023,46.8211,-68.83681,Not LSOG,Not LSOG,,1
721820180290487,2019-2023,46.72719,-68.71281,Not LSOG,Not LSOG,,1
721820181290487,2019-2023,46.61816,-68.8275,Not LSOG,Not LSOG,1,1
721820182290487,2019-2023,46.75465,-68.90679,Not LSOG,Not LSOG,,1
721820183290487,2019-2023,46.59321,-68.82937,Not LSOG,Not LSOG,,2
721820184290487,2019-2023,46.68524,-68.94814,Not LSOG,Not LSOG,,1
721820185290487,2019-2023,46.47117,-68.78373,Not LSOG,Not LSOG,,1
721820186290487,2019-2023,46.50386,-68.89479,Not LSOG,Not LSOG,2,2
721820187290487,2019-2023,45.78444,-69.1386,LS,Transitioning LS,,2
721820188290487,2019-2023,45.71196,-69.1895,Not LSOG,Not LSOG,,1
721820190290487,2019-2023,45.79388,-69.31551,Not LSOG,Not LSOG,,1
721820191290487,2019-2023,45.7245,-69.36972,Not LSOG,Not LSOG,,1
721820192290487,2019-2023,45.58757,-69.31263,Not LSOG,Not LSOG,,1
721820193290487,2019-2023,45.4847,-69.36307,Not LSOG,Not LSOG,,1
721820194290487,2019-2023,45.59187,-69.47979,Transitioning LS,Not LSOG,,1
721820196290487,2019-2023,47.18719,-68.08645,Not LSOG,Not LSOG,,1
721820197290487,2019-2023,47.026,-68.02643,Not LSOG,Not LSOG,,1
721820199290487,2019-2023,47.13055,-68.11826,Not LSOG,Not LSOG,,2
721820200290487,2019-2023,46.9915,-68.21203,Not LSOG,Not LSOG,,
721820201290487,2019-2023,43.9963,-70.18251,Not LSOG,Not LSOG,,
721820202290487,2019-2023,43.8114,-70.13506,LS,LS,,
721820203290487,2019-2023,43.73914,-70.21038,Not LSOG,Not LSOG,,
721820206290487,2019-2023,43.53738,-70.38634,Not LSOG,Not LSOG,,
721820207290487,2019-2023,43.41484,-70.41476,Not LSOG,Not LSOG,,
721820208290487,2019-2023,43.55211,-70.54178,Not LSOG,Not LSOG,,
721820209290487,2019-2023,45.18298,-68.64538,Not LSOG,Not LSOG,,
721820210290487,2019-2023,45.55288,-68.53588,Not LSOG,Not LSOG,,1
721820211290487,2019-2023,45.46861,-68.59658,Not LSOG,Not LSOG,,
721820212290487,2019-2023,47.40444,-69.1179,Not LSOG,Not LSOG,,1
721820213290487,2019-2023,47.21823,-69.23403,Not LSOG,Not LSOG,,1
721820214290487,2019-2023,45.98256,-70.14611,Not LSOG,Not LSOG,,1
721820215290487,2019-2023,46.06771,-70.26538,Not LSOG,Not LSOG,,1
721820216290487,2019-2023,46.98639,-68.28327,Not LSOG,Not LSOG,,
721820217290487,2019-2023,46.83496,-68.22763,Not LSOG,Not LSOG,,
721820218290487,2019-2023,46.74018,-68.27516,LS,Transitioning LS,,
721820219290487,2019-2023,46.8369,-68.42226,Not LSOG,Not LSOG,1,1
721820220290487,2019-2023,46.6277,-68.38225,Not LSOG,Not LSOG,,
721820221290487,2019-2023,46.53831,-68.4591,Not LSOG,Not LSOG,1,1
721820222290487,2019-2023,46.71937,-68.49773,Not LSOG,Not LSOG,1,1
721820223290487,2019-2023,46.63654,-68.58273,Transitioning LS,Not LSOG,,1
721820225290487,2019-2023,45.04931,-68.75709,Not LSOG,Not LSOG,,
721820226290487,2019-2023,44.96231,-68.839116,Not LSOG,Not LSOG,,
721820227290487,2019-2023,44.99574,-68.99659,Not LSOG,Not LSOG,,
721820229290487,2019-2023,44.74329,-68.91022,Not LSOG,Not LSOG,,
721820230290487,2019-2023,44.76033,-69.00477,Transitioning LS,Not LSOG,,
721820231290487,2019-2023,44.78819,-69.16704,Not LSOG,Not LSOG,,
721820232290487,2019-2023,44.62289,-69.11395,Not LSOG,Not LSOG,,
721820233290487,2019-2023,45.4889,-68.77115,Not LSOG,Not LSOG,,1
721820234290487,2019-2023,45.44946,-68.84849,Transitioning LS,Transitioning LS,,2
721820235290487,2019-2023,45.33122,-68.7166,Transitioning LS,Transitioning LS,,
721820236290487,2019-2023,45.26671,-68.77035,LS,Transitioning LS,,
721820237290487,2019-2023,45.29501,-68.96633,Not LSOG,Not LSOG,,
721820238290487,2019-2023,45.14039,-68.90036,Not LSOG,Not LSOG,,1
721820239290487,2019-2023,45.05913,-68.95072,Not LSOG,Not LSOG,,
721820240290487,2019-2023,45.14284,-69.08504,LS,Transitioning LS,,1
721820241290487,2019-2023,45.13335,-69.22582,Not LSOG,Not LSOG,,
721820242290487,2019-2023,45.07703,-69.1249,Not LSOG,Not LSOG,,
721820243290487,2019-2023,45.01771,-69.17053,Not LSOG,Not LSOG,,
721820244290487,2019-2023,44.91316,-68.47702,Not LSOG,Not LSOG,,1
721820245290487,2019-2023,44.99327,-68.60366,Not LSOG,Not LSOG,,
721820247290487,2019-2023,45.91246,-70.20887,Not LSOG,Not LSOG,,1
721820248290487,2019-2023,45.72576,-70.20302,Not LSOG,Not LSOG,,1
721820249290487,2019-2023,45.82252,-70.10521,Not LSOG,Not LSOG,,2
721820250290487,2019-2023,45.69559,-70.22191,Not LSOG,Not LSOG,,1
721820251290487,2019-2023,45.78567,-70.32144,Not LSOG,Not LSOG,,1
721820252290487,2019-2023,45.72956,-70.32749,Transitioning LS,Transitioning LS,,1
721820253290487,2019-2023,45.6105,-70.43579,Not LSOG,Not LSOG,,1
721820254290487,2019-2023,45.52117,-70.30003,Not LSOG,Not LSOG,,1
721820255290487,2019-2023,45.4704,-70.38061,Not LSOG,Not LSOG,,1
721820256290487,2019-2023,45.55587,-70.50986,Not LSOG,Not LSOG,,2
721820257290487,2019-2023,45.48889,-70.54969,Not LSOG,Not LSOG,,1
721820258290487,2019-2023,45.34432,-70.48944,Transitioning LS,Transitioning LS,,2
721820259290487,2019-2023,45.25735,-70.57278,Not LSOG,Not LSOG,,
721820260290487,2019-2023,45.34155,-70.66247,Not LSOG,Not LSOG,,3
721820261290487,2019-2023,47.14591,-68.94245,Transitioning LS,Not LSOG,,1
721820262290487,2019-2023,47.22949,-69.0713,Not LSOG,Not LSOG,,1
721820263290487,2019-2023,47.34667,-69.18892,Transitioning LS,Not LSOG,,1
721820264290487,2019-2023,47.1658,-69.1209,Transitioning LS,Not LSOG,,1
721820265290487,2019-2023,47.06957,-69.15952,Not LSOG,Not LSOG,,1
721820266290487,2019-2023,46.22503,-69.55012,Not LSOG,Not LSOG,1,1
721820267290487,2019-2023,43.26695,-70.75706,Not LSOG,Not LSOG,,
721820269290487,2019-2023,45.39772,-67.46192,Not LSOG,Not LSOG,,1
721820270290487,2019-2023,45.28253,-67.53551,Not LSOG,Not LSOG,,
721820272290487,2019-2023,45.10416,-67.53323,Not LSOG,Not LSOG,,
721820273290487,2019-2023,45.17516,-67.65225,Not LSOG,Not LSOG,,1
721820274290487,2019-2023,45.14291,-67.76784,Not LSOG,Not LSOG,,1
721820276290487,2019-2023,45.03506,-67.74696,Not LSOG,Not LSOG,,1
721820277290487,2019-2023,44.94954,-67.65638,Not LSOG,Not LSOG,,
721820278290487,2019-2023,44.90208,-67.66293,Not LSOG,Not LSOG,,
721820279290487,2019-2023,43.39091,-70.48395,Transitioning LS,Not LSOG,,
721820280290487,2019-2023,44.85407,-68.55934,Not LSOG,Not LSOG,,
721820281290487,2019-2023,44.78007,-68.61732,Not LSOG,Not LSOG,,
721820282290487,2019-2023,44.86468,-68.70796,Not LSOG,Not LSOG,,
721820283290487,2019-2023,44.69123,-68.65605,Not LSOG,Not LSOG,,
721820286290487,2019-2023,44.63322,-68.71612,Transitioning LS,Not LSOG,,
721820288290487,2019-2023,44.51229,-68.83996,Not LSOG,Not LSOG,,
721820289290487,2019-2023,44.58105,-68.9476,Not LSOG,Not LSOG,,
721820290290487,2019-2023,44.53106,-68.98963,Not LSOG,Not LSOG,,
721820292290487,2019-2023,45.02692,-67.11466,Not LSOG,Not LSOG,,
721820293290487,2019-2023,44.96707,-67.24304,Not LSOG,Not LSOG,,
721820294290487,2019-2023,44.84648,-67.22527,Not LSOG,Not LSOG,,1
721820295290487,2019-2023,44.73547,-67.23832,Transitioning LS,Not LSOG,,
721820298290487,2019-2023,45.03198,-67.17844,Not LSOG,Not LSOG,,
721820299290487,2019-2023,45.13756,-67.28659,Not LSOG,Not LSOG,,
721820301290487,2019-2023,44.97224,-67.40873,Not LSOG,Not LSOG,,
721820302290487,2019-2023,44.89965,-67.28654,Not LSOG,Not LSOG,,1
721820303290487,2019-2023,45.11457,-67.36124,Not LSOG,Not LSOG,,
721820304290487,2019-2023,44.88655,-67.47946,Not LSOG,Not LSOG,,1
721820305290487,2019-2023,44.86222,-67.5285,Not LSOG,Not LSOG,,1
721820306290487,2019-2023,44.79957,-67.60287,Transitioning LS,Transitioning LS,,
721820307290487,2019-2023,44.71821,-67.46889,Not LSOG,Not LSOG,,
721820308290487,2019-2023,44.953,-67.48553,Transitioning LS,Not LSOG,,1
721820309290487,2019-2023,45.04286,-67.60261,Transitioning LS,Transitioning LS,,
721820310290487,2019-2023,44.33196,-68.1865,Not LSOG,Not LSOG,,
721820311290487,2019-2023,44.4508,-69.06389,Transitioning LS,Not LSOG,,
721820312290487,2019-2023,45.5866,-68.70628,Not LSOG,Not LSOG,,2
721820313290487,2019-2023,45.6579,-68.82931,Not LSOG,Not LSOG,,2
721820314290487,2019-2023,45.36262,-68.90228,Not LSOG,Not LSOG,,1
721820315290487,2019-2023,45.45177,-68.96904,Not LSOG,Not LSOG,,1
721820317290487,2019-2023,44.23516,-69.82715,Not LSOG,Not LSOG,,
721820319290487,2019-2023,46.1599,-68.6001,Not LSOG,Not LSOG,,1
721820320290487,2019-2023,46.01111,-68.53107,Not LSOG,Not LSOG,,
721820321290487,2019-2023,44.62863,-69.88209,Not LSOG,Not LSOG,,
721820322290487,2019-2023,43.78303,-70.78184,Not LSOG,Not LSOG,,
721820323290487,2019-2023,43.50087,-70.78242,Not LSOG,Not LSOG,,
721820324290487,2019-2023,43.35907,-70.89076,Not LSOG,Not LSOG,,
721820325290487,2019-2023,45.90905,-69.00468,Transitioning LS,Not LSOG,,2
721820326290487,2019-2023,44.7968,-69.72288,Not LSOG,Not LSOG,,
721820328290487,2019-2023,46.37002,-69.00399,Not LSOG,Not LSOG,1,1
721820329290487,2019-2023,46.57066,-69.13325,Not LSOG,Not LSOG,,1
721820330290487,2019-2023,45.20805,-69.95357,Not LSOG,Not LSOG,,1
721820331290487,2019-2023,46.17916,-69.76494,Not LSOG,Not LSOG,,1
721820332290487,2019-2023,45.07093,-70.91185,Not LSOG,Not LSOG,1,1
721820333290487,2019-2023,44.298624,-71.005368,Not LSOG,Not LSOG,,1
721820334290487,2019-2023,44.387754,-70.920104,Not LSOG,Not LSOG,,
721820335290487,2019-2023,44.336288,-70.875526,Not LSOG,Not LSOG,,2
815193695290487,2019-2023,43.78565,-70.313,Transitioning LS,Transitioning LS,,
815193696290487,2019-2023,43.96371,-70.5588,Not LSOG,Not LSOG,,
815193697290487,2019-2023,43.59944,-70.65955,Not LSOG,Not LSOG,,
815193698290487,2019-2023,46.01202,-68.88876,Not LSOG,Not LSOG,,2
815193699290487,2019-2023,45.23954,-69.77591,Not LSOG,Not LSOG,,1
815193701290487,2019-2023,45.16335,-69.00569,Not LSOG,Not LSOG,,1
815193702290487,2019-2023,45.09566,-69.07129,Transitioning LS,Transitioning LS,,
815193704290487,2019-2023,44.25488,-70.45233,Not LSOG,Not LSOG,,
815193706290487,2019-2023,44.31849,-70.86647,Transitioning LS,Transitioning LS,,2
815193708290487,2019-2023,44.19777,-69.10233,Not LSOG,Not LSOG,,
815193709290487,2019-2023,43.968272,-69.403113,Not LSOG,Not LSOG,,
815193710290487,2019-2023,44.71196,-68.99521,LS,Transitioning LS,,
815193711290487,2019-2023,44.49541,-69.14936,Transitioning LS,Transitioning LS,,
815193712290487,2019-2023,45.39639,-70.18563,Not LSOG,Not LSOG,,1
815193713290487,2019-2023,45.02598,-70.42357,Not LSOG,Not LSOG,,1
815193716290487,2019-2023,44.54957,-70.89243,LS,Transitioning LS,,
815193717290487,2019-2023,46.90982,-69.31959,Not LSOG,Not LSOG,,1
815193718290487,2019-2023,45.88441,-69.66482,Not LSOG,Not LSOG,,1
815193719290487,2019-2023,46.4535,-68.10553,Not LSOG,Not LSOG,,1
815193720290487,2019-2023,45.87057,-68.41858,Not LSOG,Not LSOG,,
815193721290487,2019-2023,43.91534,-70.06221,Not LSOG,Not LSOG,,
815193722290487,2019-2023,47.12604,-67.89976,Not LSOG,Not LSOG,,1
815193723290487,2019-2023,46.7064,-68.26941,Not LSOG,Not LSOG,,
815193724290487,2019-2023,46.40018,-68.34653,Not LSOG,Not LSOG,1,1
815193725290487,2019-2023,46.13399,-68.60126,Not LSOG,Not LSOG,,1
815193726290487,2019-2023,45.57342,-69.06195,Transitioning LS,Not LSOG,,1
815193728290487,2019-2023,44.02404,-69.18272,Not LSOG,Not LSOG,,
815193729290487,2019-2023,45.67179,-68.19866,Not LSOG,Not LSOG,,1
815193730290487,2019-2023,44.79616,-68.93698,Not LSOG,Not LSOG,,
815193731290487,2019-2023,44.20227,-69.43225,Not LSOG,Not LSOG,,
815193732290487,2019-2023,43.97461,-69.75875,Not LSOG,Not LSOG,,
815193733290487,2019-2023,45.85836,-69.40354,Not LSOG,Not LSOG,,1
815193734290487,2019-2023,45.00216,-70.13144,Not LSOG,Not LSOG,,2
815193735290487,2019-2023,44.16436,-70.80379,Not LSOG,Not LSOG,,
815193736290487,2019-2023,47.03433,-68.38314,Not LSOG,Not LSOG,,2
815193737290487,2019-2023,47.12601,-68.51521,Not LSOG,Not LSOG,,
815193738290487,2019-2023,46.74837,-68.63992,Transitioning LS,Transitioning LS,,2
815193739290487,2019-2023,46.55385,-69.01933,Not LSOG,Not LSOG,2,2
815193741290487,2019-2023,44.74364,-69.47899,Not LSOG,Not LSOG,,
815193742290487,2019-2023,44.71338,-69.7703,Not LSOG,Not LSOG,,
815193744290487,2019-2023,43.85081,-70.51157,Not LSOG,Not LSOG,,
815193746290487,2019-2023,43.30208,-70.85986,Not LSOG,Not LSOG,,
815193747290487,2019-2023,47.13468,-68.08262,Not LSOG,Not LSOG,,1
815193748290487,2019-2023,46.15375,-68.75257,Not LSOG,Not LSOG,,1
815193749290487,2019-2023,46.17135,-68.93648,Transitioning LS,Transitioning LS,,2
815193750290487,2019-2023,44.69426,-67.83945,Not LSOG,Not LSOG,,
815193751290487,2019-2023,44.60571,-68.3013,Not LSOG,Not LSOG,,1
815193752290487,2019-2023,44.30869,-68.36973,LS,Transitioning LS,,
815193753290487,2019-2023,44.44741,-68.68821,Not LSOG,Not LSOG,,
815193754290487,2019-2023,43.96318,-69.22922,Not LSOG,Not LSOG,,
815193755290487,2019-2023,44.76765,-67.19312,Not LSOG,Not LSOG,,
815193756290487,2019-2023,46.265067,-69.671793,Not LSOG,Not LSOG,,1
815193757290487,2019-2023,46.19182,-69.72874,Not LSOG,Not LSOG,3,3
815193758290487,2019-2023,46.10633,-69.61192,Transitioning LS,Not LSOG,,2
815193759290487,2019-2023,46.04139,-69.67044,Not LSOG,Not LSOG,,1
815193760290487,2019-2023,46.13344,-69.76788,Not LSOG,Not LSOG,,3
815193761290487,2019-2023,46.05687,-69.84287,Not LSOG,Not LSOG,,1
815193762290487,2019-2023,45.90829,-69.95879,Not LSOG,Not LSOG,,1
815193763290487,2019-2023,45.92663,-69.77951,Not LSOG,Not LSOG,,2
815193764290487,2019-2023,45.88856,-69.79288,Transitioning LS,Transitioning LS,,1
815193765290487,2019-2023,45.81482,-69.84766,Not LSOG,Not LSOG,,1
815193766290487,2019-2023,46.00005,-69.92225,Not LSOG,Not LSOG,,1
815193767290487,2019-2023,45.73589,-69.94197,Not LSOG,Not LSOG,,1
815193769290487,2019-2023,45.78699,-70.07889,Not LSOG,Not LSOG,,1
815193770290487,2019-2023,44.4996,-69.881,Not LSOG,Not LSOG,,
815193771290487,2019-2023,44.36284,-70.07388,Not LSOG,Not LSOG,,
815193773290487,2019-2023,44.21372,-69.98962,Not LSOG,Not LSOG,,
815193774290487,2019-2023,44.30705,-70.12284,Not LSOG,Not LSOG,,
815193775290487,2019-2023,44.39462,-70.23573,Not LSOG,Not LSOG,,
815193776290487,2019-2023,44.21931,-70.15,Transitioning LS,Transitioning LS,,
815193777290487,2019-2023,44.16325,-70.22967,Not LSOG,Not LSOG,,
815193778290487,2019-2023,44.04633,-70.11403,Transitioning LS,Not LSOG,,
815193779290487,2019-2023,43.9873,-70.20527,Transitioning LS,Not LSOG,,
815193780290487,2019-2023,44.09038,-70.27821,Not LSOG,Not LSOG,,
815193781290487,2019-2023,44.18539,-70.41902,Not LSOG,Not LSOG,,
815193782290487,2019-2023,44.02649,-70.3345,Not LSOG,Not LSOG,,
815193783290487,2019-2023,43.95307,-70.39467,Not LSOG,Not LSOG,,
815193785290487,2019-2023,43.27221,-70.71284,Transitioning LS,Transitioning LS,,
815193787290487,2019-2023,44.96462,-69.17834,Not LSOG,Not LSOG,,
815193788290487,2019-2023,44.98285,-69.387,Transitioning LS,Transitioning LS,,
815193789290487,2019-2023,44.85267,-69.30866,Not LSOG,Not LSOG,,
815193790290487,2019-2023,44.75503,-69.35411,Not LSOG,Not LSOG,,
815193791290487,2019-2023,44.77605,-69.54405,Not LSOG,Not LSOG,,
815193792290487,2019-2023,44.68186,-69.43126,Not LSOG,Not LSOG,,
815193793290487,2019-2023,44.60504,-69.47155,Not LSOG,Not LSOG,,
815193795290487,2019-2023,46.3134,-67.78629,Not LSOG,Not LSOG,,
815193797290487,2019-2023,43.73676,-70.55294,Not LSOG,Not LSOG,,
815193798290487,2019-2023,43.58328,-70.47655,Not LSOG,Not LSOG,,
815193799290487,2019-2023,43.67069,-70.60236,Not LSOG,Not LSOG,,
815193800290487,2019-2023,43.75421,-70.72516,Not LSOG,Not LSOG,,
815193801290487,2019-2023,43.52451,-70.71091,Not LSOG,Not LSOG,,
815193803290487,2019-2023,43.44852,-70.77132,Not LSOG,Not LSOG,,
815193804290487,2019-2023,43.55278,-70.78085,Not LSOG,Not LSOG,,
815193805290487,2019-2023,43.43454,-70.90855,Not LSOG,Not LSOG,,
815193806290487,2019-2023,43.38441,-70.82266,Not LSOG,Not LSOG,,
815193807290487,2019-2023,45.65564,-69.20027,Not LSOG,Not LSOG,,1
815193808290487,2019-2023,45.50394,-69.12245,Transitioning LS,Not LSOG,,1
815193809290487,2019-2023,45.4405,-69.17912,Not LSOG,Not LSOG,,1
815193810290487,2019-2023,45.34165,-69.06317,Not LSOG,Not LSOG,,2
815193812290487,2019-2023,45.35268,-69.25647,Not LSOG,Not LSOG,,1
815193813290487,2019-2023,45.46056,-69.36021,Not LSOG,Not LSOG,,1
815193815290487,2019-2023,45.22289,-69.18417,Not LSOG,Not LSOG,,
815193816290487,2019-2023,45.04617,-69.31529,Not LSOG,Not LSOG,,
815193817290487,2019-2023,45.12585,-69.41477,Not LSOG,Not LSOG,,
815193818290487,2019-2023,45.16927,-69.60281,Not LSOG,Not LSOG,,1
815193819290487,2019-2023,45.08281,-69.51276,Not LSOG,Not LSOG,,
815193821290487,2019-2023,46.16935,-67.932,Not LSOG,Not LSOG,,
815193822290487,2019-2023,46.0832,-67.83225,Not LSOG,Not LSOG,,
815193823290487,2019-2023,46.03186,-67.89262,Transitioning LS,Transitioning LS,,
815193825290487,2019-2023,45.95913,-67.9347,Not LSOG,Not LSOG,,1
815193826290487,2019-2023,46.06086,-68.05087,Not LSOG,Not LSOG,,
815193827290487,2019-2023,45.98684,-68.11332,Not LSOG,Not LSOG,,1
815193828290487,2019-2023,45.8103,-67.91465,Not LSOG,Not LSOG,,
815193829290487,2019-2023,45.81148,-68.05434,Not LSOG,Not LSOG,,1
815193830290487,2019-2023,45.89737,-68.2305,Not LSOG,Not LSOG,,2
815193831290487,2019-2023,45.7686,-68.12481,Not LSOG,Not LSOG,,1
815193832290487,2019-2023,45.83514,-68.23147,Not LSOG,Not LSOG,,1
815193833290487,2019-2023,45.78849,-68.30609,Not LSOG,Not LSOG,,1
815193836290487,2019-2023,44.25503,-69.05536,Transitioning LS,Transitioning LS,,
815193837290487,2019-2023,44.25435,-69.17886,Not LSOG,Not LSOG,,
815193840290487,2019-2023,43.93421,-69.52369,Transitioning LS,Transitioning LS,,
815193841290487,2019-2023,44.93531,-67.86389,Not LSOG,Not LSOG,,1
815193844290487,2019-2023,46.40813,-67.91559,Not LSOG,Not LSOG,,1
815193845290487,2019-2023,46.34433,-67.97624,Not LSOG,Not LSOG,,1
815193846290487,2019-2023,46.29364,-68.02737,Transitioning LS,Transitioning LS,,1
815193847290487,2019-2023,46.10496,-68.04749,Not LSOG,Not LSOG,,
815193848290487,2019-2023,46.24395,-68.29025,Not LSOG,Not LSOG,,1
815193849290487,2019-2023,46.1471,-68.29221,Not LSOG,Not LSOG,,
815193850290487,2019-2023,45.80689,-67.86405,Transitioning LS,Not LSOG,,
815193851290487,2019-2023,45.77639,-67.94911,Not LSOG,Not LSOG,,
815193852290487,2019-2023,45.58088,-67.94371,Not LSOG,Not LSOG,,1
815193853290487,2019-2023,45.4952,-67.94738,Not LSOG,Not LSOG,,1
815193854290487,2019-2023,45.64871,-68.00503,Not LSOG,Not LSOG,,1
815193855290487,2019-2023,45.58788,-68.05439,Not LSOG,Not LSOG,,1
815193856290487,2019-2023,45.51395,-68.00372,Not LSOG,Not LSOG,,1
815193857290487,2019-2023,45.49619,-68.16922,Transitioning LS,Transitioning LS,,1
815193858290487,2019-2023,44.84897,-68.30849,Not LSOG,Not LSOG,,
815193859290487,2019-2023,44.60114,-68.17365,Not LSOG,Not LSOG,,
815193861290487,2019-2023,44.77047,-68.36816,Transitioning LS,Transitioning LS,,
815193862290487,2019-2023,44.71128,-68.38831,Not LSOG,Not LSOG,,
815193866290487,2019-2023,44.55682,-68.56394,Not LSOG,Not LSOG,,
815193868290487,2019-2023,44.38316,-68.72828,Transitioning LS,Transitioning LS,,
815193869290487,2019-2023,44.36202,-68.72825,Not LSOG,Not LSOG,,
815193871290487,2019-2023,44.65308,-69.23975,Not LSOG,Not LSOG,,
815193872290487,2019-2023,44.58564,-69.28951,Not LSOG,Not LSOG,,
815193873290487,2019-2023,44.50553,-69.3493,Transitioning LS,Transitioning LS,,
815193874290487,2019-2023,44.41869,-69.24734,Transitioning LS,Not LSOG,,
815193875290487,2019-2023,44.34135,-69.32396,Not LSOG,Not LSOG,,
815193876290487,2019-2023,44.41436,-69.35835,Not LSOG,Not LSOG,,
815193877290487,2019-2023,44.28742,-69.36135,Not LSOG,Not LSOG,,
815193878290487,2019-2023,44.37395,-69.47544,Not LSOG,Not LSOG,,
815193879290487,2019-2023,44.43012,-69.47414,Not LSOG,Not LSOG,,
815193880290487,2019-2023,44.15095,-69.48331,Not LSOG,Not LSOG,,
815193882290487,2019-2023,44.01747,-69.77947,Not LSOG,Not LSOG,,
815193885290487,2019-2023,43.88734,-69.86624,LS,LS,,
815193886290487,2019-2023,43.79409,-69.75613,Not LSOG,Not LSOG,,
815193887290487,2019-2023,43.82164,-69.95501,Not LSOG,Not LSOG,,
