CN,eval_period,LAT,LON,v4_class,v5_class,silc_val,hagan_val
171137460020004,2014-2018,45.17267,-68.5063,Not LSOG,Not LSOG,,
171137461020004,2014-2018,44.501913,-69.149634,Not LSOG,Not LSOG,,
171137462020004,2014-2018,44.44746,-69.41475,Transitioning LS,Not LSOG,,
171137463020004,2014-2018,45.11954,-69.3846,Transitioning LS,Transitioning LS,,
171137464020004,2014-2018,45.05531,-69.41798,Not LSOG,Not LSOG,,
171137465020004,2014-2018,45.07827,-69.62557,Not LSOG,Not LSOG,,
171137466020004,2014-2018,44.86515,-69.77111,Transitioning LS,Transitioning LS,,
171137468020004,2014-2018,43.80892,-70.61034,Not LSOG,Not LSOG,,
171137469020004,2014-2018,43.64735,-70.55777,LS,Transitioning LS,,
171137471020004,2014-2018,46.07537,-68.95256,Not LSOG,Not LSOG,,1
171137473020004,2014-2018,43.75499,-70.82077,Transitioning LS,Transitioning LS,,
171137474020004,2014-2018,43.68409,-70.87732,Not LSOG,Not LSOG,,
171137475020004,2014-2018,45.25897,-69.12843,Transitioning LS,Transitioning LS,,
171137476020004,2014-2018,44.87902,-69.20877,Not LSOG,Not LSOG,,
171137477020004,2014-2018,44.89015,-69.22557,Not LSOG,Not LSOG,,
171137478020004,2014-2018,43.90703,-69.97304,Transitioning LS,Transitioning LS,,
171137479020004,2014-2018,43.82845,-70.21128,Transitioning LS,Transitioning LS,,
171137480020004,2014-2018,46.35269,-69.92032,Not LSOG,Not LSOG,,1
171137481020004,2014-2018,46.15046,-70.08663,Not LSOG,Not LSOG,,1
171137482020004,2014-2018,45.672,-68.2683,Not LSOG,Not LSOG,,1
171137483020004,2014-2018,45.70618,-69.67177,Not LSOG,Not LSOG,,1
171137484020004,2014-2018,45.542099,-69.598127,Not LSOG,Not LSOG,,1
171137485020004,2014-2018,45.489507,-69.835638,Not LSOG,Not LSOG,,2
171137486020004,2014-2018,44.56878,-68.35525,Not LSOG,Not LSOG,,
171137488020004,2014-2018,44.65971,-69.12684,Not LSOG,Not LSOG,,
171137489020004,2014-2018,44.49353,-69.30602,Not LSOG,Not LSOG,,
171137491020004,2014-2018,44.97382,-67.71196,Not LSOG,Not LSOG,,1
171137493020004,2014-2018,44.98175,-68.31046,LS,Transitioning LS,,1
171137495020004,2014-2018,45.65391,-68.14088,Not LSOG,Not LSOG,,1
171137496020004,2014-2018,45.00817,-68.47659,Not LSOG,Not LSOG,,1
171137497020004,2014-2018,44.49605,-68.72895,Not LSOG,Not LSOG,,
171137498020004,2014-2018,44.02668,-69.29658,Transitioning LS,Not LSOG,,
171137499020004,2014-2018,46.0967,-67.91861,Transitioning LS,Not LSOG,,
171137500020004,2014-2018,47.08529,-69.48739,Not LSOG,Not LSOG,1,1
171137501020004,2014-2018,46.5672,-69.7213,LS,LS,2,2
171137502020004,2014-2018,44.14712,-70.91165,Not LSOG,Not LSOG,,
171137503020004,2014-2018,47.21953,-68.76635,Not LSOG,Not LSOG,,1
171137504020004,2014-2018,47.00511,-68.94493,Not LSOG,Not LSOG,,2
171137505020004,2014-2018,46.98189,-69.24086,LS,LS,,3
171137506020004,2014-2018,46.35016,-69.30619,Not LSOG,Not LSOG,1,1
171137507020004,2014-2018,46.38465,-69.49819,Not LSOG,Not LSOG,1,1
171137508020004,2014-2018,46.0535,-69.95988,Not LSOG,Not LSOG,,1
171137509020004,2014-2018,45.82641,-69.72528,Not LSOG,Not LSOG,,1
171137510020004,2014-2018,45.73062,-68.53447,Not LSOG,Not LSOG,,
171137511020004,2014-2018,45.14584,-68.94638,Transitioning LS,Not LSOG,,2
171137512020004,2014-2018,44.89336,-69.34765,Not LSOG,Not LSOG,,
171137513020004,2014-2018,44.31165,-69.65106,Not LSOG,Not LSOG,,
171137516020004,2014-2018,46.95804,-67.93423,Not LSOG,Not LSOG,,3
171137517020004,2014-2018,45.77428,-69.01119,Not LSOG,Not LSOG,,1
171137518020004,2014-2018,45.07786,-68.43251,Not LSOG,Not LSOG,,2
171137519020004,2014-2018,44.19612,-69.35685,Not LSOG,Not LSOG,,
171137520020004,2014-2018,46.17085,-67.85595,Not LSOG,Not LSOG,,
171137521020004,2014-2018,45.86039,-68.10142,Not LSOG,Not LSOG,,1
171137522020004,2014-2018,45.27968,-68.65479,Not LSOG,Not LSOG,,
171137523020004,2014-2018,44.64059,-69.1839,Not LSOG,Not LSOG,,
171137524020004,2014-2018,44.33104,-69.23332,Not LSOG,Not LSOG,,
171137525020004,2014-2018,45.2794,-70.76312,Transitioning LS,Transitioning LS,,1
171137526020004,2014-2018,46.5179,-68.77071,Not LSOG,Not LSOG,,1
171137527020004,2014-2018,46.40589,-69.05846,Not LSOG,Not LSOG,,1
171137528020004,2014-2018,46.11802,-69.30708,Not LSOG,Not LSOG,,1
171137529020004,2014-2018,45.86939,-69.72761,Not LSOG,Not LSOG,,1
171137530020004,2014-2018,45.56468,-69.77216,Transitioning LS,Not LSOG,,1
171137531020004,2014-2018,45.05375,-70.01802,Not LSOG,Not LSOG,,1
171137532020004,2014-2018,44.72886,-70.4873,Not LSOG,Not LSOG,,
171137533020004,2014-2018,44.47701,-70.46535,Transitioning LS,Not LSOG,,
171137534020004,2014-2018,44.04445,-70.15552,Not LSOG,Not LSOG,,
171137535020004,2014-2018,43.65028,-70.72471,Not LSOG,Not LSOG,,
171137536020004,2014-2018,44.9337,-67.35585,Transitioning LS,Not LSOG,,1
171137537020004,2014-2018,44.95066,-67.53303,Not LSOG,Not LSOG,,1
171137538020004,2014-2018,44.64832,-67.60452,Not LSOG,Not LSOG,,
171137539020004,2014-2018,45.10091,-67.89125,Not LSOG,Not LSOG,,2
171137540020004,2014-2018,44.88406,-67.83771,Transitioning LS,Not LSOG,,2
171137541020004,2014-2018,45.44466,-67.69255,Not LSOG,Not LSOG,,1
171137542020004,2014-2018,45.02623,-68.18843,Not LSOG,Not LSOG,,2
171137543020004,2014-2018,45.47238,-67.88829,Not LSOG,Not LSOG,,1
171137544020004,2014-2018,45.4205,-68.11448,Not LSOG,Not LSOG,,1
171137545020004,2014-2018,46.16438,-69.67264,Not LSOG,Not LSOG,1,1
171137546020004,2014-2018,46.3148,-69.54612,Not LSOG,Not LSOG,1,1
171137547020004,2014-2018,46.09442,-69.7283,Not LSOG,Not LSOG,1,1
171137548020004,2014-2018,46.01182,-69.61386,Not LSOG,Not LSOG,,1
171137549020004,2014-2018,45.92388,-69.64079,Not LSOG,Not LSOG,,2
171137550020004,2014-2018,46.02128,-69.79833,Not LSOG,Not LSOG,,1
171137551020004,2014-2018,45.963,-69.85366,Not LSOG,Not LSOG,,2
171137552020004,2014-2018,45.8953,-69.88728,Not LSOG,Not LSOG,,
171137553020004,2014-2018,45.71254,-69.84744,Not LSOG,Not LSOG,,1
171137554020004,2014-2018,45.82038,-69.99844,Not LSOG,Not LSOG,,1
171137555020004,2014-2018,45.74391,-70.02394,Not LSOG,Not LSOG,,1
171137556020004,2014-2018,44.41771,-69.91411,Not LSOG,Not LSOG,,
171137557020004,2014-2018,44.35539,-69.99907,Transitioning LS,Transitioning LS,,
171137558020004,2014-2018,44.43576,-70.1141,Not LSOG,Not LSOG,,
171137559020004,2014-2018,44.28997,-70.01021,Transitioning LS,Transitioning LS,,
171137560020004,2014-2018,44.39405,-70.18732,Not LSOG,Not LSOG,,
171137561020004,2014-2018,44.29082,-70.22152,Not LSOG,Not LSOG,,
171137562020004,2014-2018,44.21095,-70.11499,Not LSOG,Not LSOG,,
171137564020004,2014-2018,44.22578,-70.28043,Not LSOG,Not LSOG,,
171137565020004,2014-2018,44.18396,-70.27684,Not LSOG,Not LSOG,,
171137566020004,2014-2018,44.16024,-70.34481,Not LSOG,Not LSOG,,
171137567020004,2014-2018,44.09586,-70.42465,Transitioning LS,Transitioning LS,,
171137568020004,2014-2018,43.84462,-70.32301,Transitioning LS,Transitioning LS,,
171137569020004,2014-2018,43.86452,-70.35046,Not LSOG,Not LSOG,,
171137570020004,2014-2018,44.03289,-70.44644,Not LSOG,Not LSOG,,
171137571020004,2014-2018,43.34346,-70.62373,Transitioning LS,Transitioning LS,,
171137572020004,2014-2018,43.27463,-70.67314,Not LSOG,Not LSOG,,
171137573020004,2014-2018,43.21555,-70.61081,Not LSOG,Not LSOG,,
171137574020004,2014-2018,43.19065,-70.70089,Transitioning LS,Transitioning LS,,
171137575020004,2014-2018,44.9374,-69.1312,Not LSOG,Not LSOG,,
171137576020004,2014-2018,44.97765,-69.31135,Not LSOG,Not LSOG,,
171137577020004,2014-2018,44.74937,-69.31992,Not LSOG,Not LSOG,,
171137578020004,2014-2018,44.65259,-69.35448,LS,LS,,
171137579020004,2014-2018,45.0069,-69.51714,Transitioning LS,Not LSOG,,
171137583020004,2014-2018,46.47353,-67.83011,Not LSOG,Not LSOG,,
171137585020004,2014-2018,46.70617,-67.78951,Not LSOG,Not LSOG,,
171137586020004,2014-2018,46.63095,-67.83811,Not LSOG,Not LSOG,,
171137587020004,2014-2018,43.93677,-70.30433,Not LSOG,Not LSOG,,
171137589020004,2014-2018,43.79887,-70.44832,Not LSOG,Not LSOG,,
171137590020004,2014-2018,43.72919,-70.52751,Not LSOG,Not LSOG,,
171137591020004,2014-2018,43.59024,-70.58731,Transitioning LS,Transitioning LS,,
171137592020004,2014-2018,43.50531,-70.66323,Not LSOG,Not LSOG,,
171137593020004,2014-2018,43.71061,-70.81737,Not LSOG,Not LSOG,,
171137594020004,2014-2018,43.43493,-70.7151,Transitioning LS,Not LSOG,,
171137595020004,2014-2018,43.54579,-70.84187,Not LSOG,Not LSOG,,
171137596020004,2014-2018,43.52978,-70.91152,Not LSOG,Not LSOG,,
171137597020004,2014-2018,43.3649,-70.75878,Not LSOG,Not LSOG,,
171137598020004,2014-2018,43.28716,-70.81988,Not LSOG,Not LSOG,,
171137599020004,2014-2018,45.54182,-69.01189,Not LSOG,Not LSOG,,1
171137600020004,2014-2018,45.62444,-69.15111,Transitioning LS,Not LSOG,,1
171137601020004,2014-2018,45.58707,-69.20221,Not LSOG,Not LSOG,,1
171137602020004,2014-2018,45.47299,-69.07309,Not LSOG,Not LSOG,,1
171137603020004,2014-2018,45.28316,-69.25412,Not LSOG,Not LSOG,,3
171137604020004,2014-2018,45.50276,-69.22726,Not LSOG,Not LSOG,,1
171137605020004,2014-2018,45.34045,-69.17598,Transitioning LS,Transitioning LS,,1
171137606020004,2014-2018,45.51996,-69.30073,Not LSOG,Not LSOG,,1
171137607020004,2014-2018,45.41257,-69.27837,Not LSOG,Not LSOG,,1
171137608020004,2014-2018,45.37153,-69.35662,Not LSOG,Not LSOG,,1
171137609020004,2014-2018,45.25597,-69.2544,Not LSOG,Not LSOG,,
171137610020004,2014-2018,45.17945,-69.29082,Not LSOG,Not LSOG,,
171137611020004,2014-2018,45.27763,-69.41725,LS,Transitioning LS,,2
171137612020004,2014-2018,45.23498,-69.49242,Not LSOG,Not LSOG,,3
171137613020004,2014-2018,45.14241,-69.49943,Not LSOG,Not LSOG,,
171137615020004,2014-2018,46.26196,-67.99806,Not LSOG,Not LSOG,,1
171137616020004,2014-2018,45.99459,-67.84537,Not LSOG,Not LSOG,,1
171137618020004,2014-2018,46.03014,-67.99657,Not LSOG,Not LSOG,,
171137619020004,2014-2018,45.96682,-68.04375,Not LSOG,Not LSOG,,1
171137620020004,2014-2018,46.0537,-68.17363,Transitioning LS,Transitioning LS,,
171137621020004,2014-2018,45.86872,-68.17836,Not LSOG,Not LSOG,,1
171137622020004,2014-2018,45.79221,-67.99894,Not LSOG,Not LSOG,,
171137623020004,2014-2018,45.73761,-68.05742,Transitioning LS,Transitioning LS,,2
171137624020004,2014-2018,45.81336,-68.16958,Not LSOG,Not LSOG,,1
171137625020004,2014-2018,45.73563,-68.22397,Not LSOG,Not LSOG,,1
171137626020004,2014-2018,45.84593,-68.3317,Not LSOG,Not LSOG,,1
171137627020004,2014-2018,44.3315,-69.12525,Not LSOG,Not LSOG,,
171137628020004,2014-2018,44.42173,-69.13169,Not LSOG,Not LSOG,,
171137630020004,2014-2018,44.12427,-69.16975,Not LSOG,Not LSOG,,
171137631020004,2014-2018,44.07625,-69.0576,Transitioning LS,Transitioning LS,,
171137633020004,2014-2018,44.10074,-69.2383,Not LSOG,Not LSOG,,
171137634020004,2014-2018,44.05677,-69.23601,Not LSOG,Not LSOG,,
171137635020004,2014-2018,43.98818,-69.51656,Not LSOG,Not LSOG,,
171137636020004,2014-2018,44.92615,-67.77464,Transitioning LS,Not LSOG,,1
171137637020004,2014-2018,45.01112,-67.91339,Not LSOG,Not LSOG,,1
171137638020004,2014-2018,46.55121,-67.79527,Not LSOG,Not LSOG,,
171137641020004,2014-2018,46.21535,-67.98039,Not LSOG,Not LSOG,,1
171137642020004,2014-2018,46.48788,-67.9661,Not LSOG,Not LSOG,,1
171137643020004,2014-2018,46.36405,-67.86238,Not LSOG,Not LSOG,,
171137644020004,2014-2018,46.35211,-68.12046,Not LSOG,Not LSOG,,1
171137645020004,2014-2018,46.1907,-68.04927,Not LSOG,Not LSOG,,
171137646020004,2014-2018,46.12074,-68.11501,Not LSOG,Not LSOG,,
171137647020004,2014-2018,46.26756,-68.33864,Not LSOG,Not LSOG,,1
171137648020004,2014-2018,46.14429,-68.16435,Not LSOG,Not LSOG,,
171137649020004,2014-2018,45.75766,-67.83538,Not LSOG,Not LSOG,,
171137650020004,2014-2018,45.84685,-67.92282,Not LSOG,Not LSOG,,
171137651020004,2014-2018,45.72897,-67.83048,Not LSOG,Not LSOG,,
171137652020004,2014-2018,45.6946,-67.85877,Not LSOG,Not LSOG,,
171137655020004,2014-2018,45.53197,-67.9556,Not LSOG,Not LSOG,,2
171137656020004,2014-2018,45.49019,-68.06919,Not LSOG,Not LSOG,,1
171137657020004,2014-2018,44.86221,-68.47808,Not LSOG,Not LSOG,,
171137658020004,2014-2018,44.54882,-68.47232,Not LSOG,Not LSOG,,
171137659020004,2014-2018,44.68255,-68.73187,Not LSOG,Not LSOG,,
171137660020004,2014-2018,44.39909,-68.57862,Transitioning LS,Not LSOG,,
171137662020004,2014-2018,44.46481,-69.15438,Not LSOG,Not LSOG,,
171137663020004,2014-2018,44.61915,-69.23531,Not LSOG,Not LSOG,,
171137664020004,2014-2018,44.55956,-69.2493,Not LSOG,Not LSOG,,
171137665020004,2014-2018,44.27866,-69.28741,Not LSOG,Not LSOG,,
171137666020004,2014-2018,44.38044,-69.36018,Transitioning LS,Not LSOG,,
171137667020004,2014-2018,44.37813,-69.59376,Not LSOG,Not LSOG,,
171137669020004,2014-2018,44.11048,-69.42583,Transitioning LS,Not LSOG,,
171137670020004,2014-2018,44.05184,-69.46112,Not LSOG,Not LSOG,,
171137671020004,2014-2018,44.1483,-69.59167,Not LSOG,Not LSOG,,
171137672020004,2014-2018,43.99969,-69.69451,Transitioning LS,Transitioning LS,,
171137673020004,2014-2018,44.02442,-69.63737,Transitioning LS,Transitioning LS,,
171137675020004,2014-2018,43.93328,-69.76058,Not LSOG,Not LSOG,,
171137676020004,2014-2018,43.8629,-69.78851,Not LSOG,Not LSOG,,
171137677020004,2014-2018,43.9567,-69.94797,Not LSOG,Not LSOG,,
171137678020004,2014-2018,43.74487,-69.86716,LS,Transitioning LS,,
171137680020004,2014-2018,45.60044,-68.18605,LS,Transitioning LS,,1
171137681020004,2014-2018,45.52283,-68.23083,Not LSOG,Not LSOG,,1
171137682020004,2014-2018,45.59761,-68.3375,Not LSOG,Not LSOG,,2
171137683020004,2014-2018,45.54666,-68.39389,Not LSOG,Not LSOG,,
171137684020004,2014-2018,45.63625,-68.52776,Transitioning LS,Not LSOG,,
171137685020004,2014-2018,45.47432,-68.47343,Not LSOG,Not LSOG,,
171137686020004,2014-2018,45.37931,-68.39461,Not LSOG,Not LSOG,,
171137687020004,2014-2018,45.31279,-68.43383,Not LSOG,Not LSOG,,
171137689020004,2014-2018,45.33956,-68.58089,OG,OG,,
171137690020004,2014-2018,45.50029,-68.6491,Not LSOG,Not LSOG,,
171137691020004,2014-2018,45.30151,-67.81397,Not LSOG,Not LSOG,,1
171137695020004,2014-2018,45.615083,-67.768481,Not LSOG,Not LSOG,,
171137696020004,2014-2018,47.01647,-69.56853,Not LSOG,Not LSOG,1,1
171137697020004,2014-2018,46.98444,-69.61657,Transitioning LS,Not LSOG,1,1
171137698020004,2014-2018,46.91904,-69.60625,Not LSOG,Not LSOG,,1
171137699020004,2014-2018,46.88847,-69.65114,Not LSOG,Not LSOG,,1
171137700020004,2014-2018,46.79398,-69.7389,Not LSOG,Not LSOG,,1
171137701020004,2014-2018,46.73312,-69.82278,Not LSOG,Not LSOG,,1
171137702020004,2014-2018,46.63551,-69.85749,Not LSOG,Not LSOG,,1
171137703020004,2014-2018,46.58196,-69.91342,Not LSOG,Not LSOG,,1
171137704020004,2014-2018,46.55786,-69.90897,Not LSOG,Not LSOG,,1
171137705020004,2014-2018,46.49862,-69.96287,Not LSOG,Not LSOG,,1
171137706020004,2014-2018,46.44946,-70.03276,Not LSOG,Not LSOG,,1
171137707020004,2014-2018,46.94999,-69.18779,Not LSOG,Not LSOG,,2
171137708020004,2014-2018,47.02332,-69.13902,Transitioning LS,Transitioning LS,,2
171137709020004,2014-2018,47.12838,-69.23685,Not LSOG,Not LSOG,,1
171137710020004,2014-2018,44.13854,-69.69594,Not LSOG,Not LSOG,,
171137711020004,2014-2018,45.39938,-67.94866,Not LSOG,Not LSOG,,1
171137713020004,2014-2018,45.16423,-67.93737,Transitioning LS,Not LSOG,,1
171137714020004,2014-2018,45.18849,-68.11492,Not LSOG,Not LSOG,,
171137715020004,2014-2018,45.02883,-68.06517,Not LSOG,Not LSOG,,1
171137716020004,2014-2018,44.95424,-68.13442,Not LSOG,Not LSOG,,1
171137717020004,2014-2018,44.82009,-68.21721,Transitioning LS,Transitioning LS,,1
171137718020004,2014-2018,44.30011,-68.32499,Not LSOG,Not LSOG,,
171137719020004,2014-2018,44.15078,-68.4252,Not LSOG,Not LSOG,,
171137720020004,2014-2018,44.23756,-68.53436,Not LSOG,Not LSOG,,
171137721020004,2014-2018,47.22813,-69.35207,Not LSOG,Not LSOG,,2
171137722020004,2014-2018,47.17293,-69.42864,Not LSOG,Not LSOG,,2
171137723020004,2014-2018,47.03883,-69.23779,Transitioning LS,Not LSOG,,1
171137724020004,2014-2018,47.00762,-69.36499,Not LSOG,Not LSOG,2,2
171137725020004,2014-2018,46.82682,-69.31542,Transitioning LS,Not LSOG,,2
171137726020004,2014-2018,46.74131,-69.3956,LS,LS,,1
171137727020004,2014-2018,46.85419,-69.49032,Not LSOG,Not LSOG,,2
171137728020004,2014-2018,46.77383,-69.55889,Not LSOG,Not LSOG,,3
171137729020004,2014-2018,46.69875,-69.44342,Not LSOG,Not LSOG,,1
171137730020004,2014-2018,46.5475,-69.54962,Not LSOG,Not LSOG,,1
171137731020004,2014-2018,46.70417,-69.61117,Transitioning LS,Not LSOG,1,1
171137732020004,2014-2018,46.64637,-69.66546,Transitioning LS,Not LSOG,,1
171137733020004,2014-2018,47.26549,-68.49581,Not LSOG,Not LSOG,,
171137734020004,2014-2018,47.21127,-68.568,Not LSOG,Not LSOG,,
171137735020004,2014-2018,47.15255,-68.8232,Transitioning LS,Transitioning LS,,3
171137736020004,2014-2018,47.00999,-68.70677,Not LSOG,Not LSOG,,1
171137737020004,2014-2018,46.98747,-68.72669,Not LSOG,Not LSOG,,1
171137738020004,2014-2018,47.07376,-68.87533,Not LSOG,Not LSOG,,1
171137739020004,2014-2018,47.10065,-69.06653,Not LSOG,Not LSOG,,2
171137740020004,2014-2018,46.98121,-68.88214,LS,LS,,1
171137741020004,2014-2018,46.94179,-68.97392,Not LSOG,Not LSOG,,1
171137742020004,2014-2018,46.81361,-68.8635,Not LSOG,Not LSOG,,1
171137743020004,2014-2018,46.77695,-68.95245,Not LSOG,Not LSOG,,2
171137744020004,2014-2018,46.87566,-69.0637,Not LSOG,Not LSOG,,1
171137745020004,2014-2018,46.80731,-69.14262,Not LSOG,Not LSOG,,1
171137746020004,2014-2018,44.38255,-70.92356,Not LSOG,Not LSOG,,
171137747020004,2014-2018,44.23523,-70.85192,Not LSOG,Not LSOG,,
171137748020004,2014-2018,44.06689,-70.82662,Not LSOG,Not LSOG,,
171137749020004,2014-2018,43.98435,-70.8458,Not LSOG,Not LSOG,,
171137751020004,2014-2018,43.85099,-70.96729,Not LSOG,Not LSOG,,
171137752020004,2014-2018,44.61627,-70.93195,Transitioning LS,Not LSOG,,2
171137753020004,2014-2018,44.52978,-70.81161,Not LSOG,Not LSOG,,
171137754020004,2014-2018,44.73726,-71.0085,Transitioning LS,Transitioning LS,,1
171137755020004,2014-2018,44.52411,-70.98813,Transitioning LS,Transitioning LS,,
171137756020004,2014-2018,44.45127,-70.99455,Not LSOG,Not LSOG,,1
171137757020004,2014-2018,44.30993,-70.98529,Not LSOG,Not LSOG,,3
171137758020004,2014-2018,45.11822,-70.45211,Not LSOG,Not LSOG,,1
171137759020004,2014-2018,44.85752,-70.3763,Not LSOG,Not LSOG,,
171137760020004,2014-2018,44.80971,-70.41845,Not LSOG,Not LSOG,,
171137761020004,2014-2018,44.64276,-70.29702,Not LSOG,Not LSOG,,
171137762020004,2014-2018,44.95182,-70.24935,Not LSOG,Not LSOG,,1
171137763020004,2014-2018,44.8059,-70.59916,LS,Transitioning LS,,1
171137764020004,2014-2018,44.64429,-70.5331,Not LSOG,Not LSOG,,
171137765020004,2014-2018,44.5782,-70.58568,Not LSOG,Not LSOG,,
171137766020004,2014-2018,44.41243,-70.52797,Not LSOG,Not LSOG,,
171137768020004,2014-2018,44.58306,-70.75826,Not LSOG,Not LSOG,,
171137769020004,2014-2018,44.43861,-70.70176,Not LSOG,Not LSOG,,
171137770020004,2014-2018,44.36171,-70.74604,Not LSOG,Not LSOG,,
171137771020004,2014-2018,44.29253,-70.64487,Not LSOG,Not LSOG,,
171137772020004,2014-2018,44.19921,-70.68856,Not LSOG,Not LSOG,,
171137773020004,2014-2018,44.28933,-70.80872,Transitioning LS,Not LSOG,,2
171137774020004,2014-2018,46.46835,-69.00275,Not LSOG,Not LSOG,,1
171137775020004,2014-2018,46.4982,-68.93607,Not LSOG,Not LSOG,1,1
171137776020004,2014-2018,46.44025,-69.24455,Not LSOG,Not LSOG,,1
171137777020004,2014-2018,46.3331,-69.12721,Not LSOG,Not LSOG,1,1
171137778020004,2014-2018,46.26266,-69.19094,Not LSOG,Not LSOG,,1
171137779020004,2014-2018,46.16035,-69.0679,Transitioning LS,Transitioning LS,,2
171137780020004,2014-2018,46.10584,-69.11782,Not LSOG,Not LSOG,,1
171137781020004,2014-2018,46.16743,-69.43229,Not LSOG,Not LSOG,,1
171137782020004,2014-2018,46.2895,-69.24199,Not LSOG,Not LSOG,,2
171137783020004,2014-2018,46.31191,-69.36544,Transitioning LS,Transitioning LS,,2
171137784020004,2014-2018,46.05301,-69.3699,Not LSOG,Not LSOG,,2
171137785020004,2014-2018,45.95068,-69.24463,Not LSOG,Not LSOG,,1
171137786020004,2014-2018,45.15779,-70.71784,Not LSOG,Not LSOG,,1
171137787020004,2014-2018,45.14929,-70.87762,Transitioning LS,Transitioning LS,1,1
171137788020004,2014-2018,45.08606,-70.95869,Not LSOG,Not LSOG,,2
171137789020004,2014-2018,44.94339,-70.87161,Transitioning LS,Transitioning LS,,2
171137790020004,2014-2018,44.86613,-70.96858,Not LSOG,Not LSOG,1,1
171137791020004,2014-2018,45.27172,-69.84795,Not LSOG,Not LSOG,,2
171137792020004,2014-2018,45.35295,-69.94923,Not LSOG,Not LSOG,,2
171137794020004,2014-2018,45.20769,-70.06942,Not LSOG,Not LSOG,,2
171137795020004,2014-2018,45.13094,-70.12514,Not LSOG,Not LSOG,,2
171137796020004,2014-2018,45.22663,-70.2544,Not LSOG,Not LSOG,,1
171137797020004,2014-2018,45.08327,-70.1799,Not LSOG,Not LSOG,,2
171137798020004,2014-2018,44.9116,-70.12261,Not LSOG,Not LSOG,,
171137799020004,2014-2018,44.73544,-70.52928,LS,LS,,1
171137800020004,2014-2018,45.02173,-70.29526,Transitioning LS,Transitioning LS,,1
171137801020004,2014-2018,45.839,-70.1523,Not LSOG,Not LSOG,,1
171137802020004,2014-2018,45.71618,-69.96426,Not LSOG,Not LSOG,,1
171137803020004,2014-2018,45.67807,-70.08242,Not LSOG,Not LSOG,,1
171137804020004,2014-2018,45.58115,-69.96186,Not LSOG,Not LSOG,,1
171137805020004,2014-2018,45.52005,-70.03688,Not LSOG,Not LSOG,,1
171137806020004,2014-2018,45.61954,-70.13451,Not LSOG,Not LSOG,,1
171137807020004,2014-2018,45.55245,-70.20073,Not LSOG,Not LSOG,,1
171137808020004,2014-2018,45.73978,-70.38813,Not LSOG,Not LSOG,,
171137809020004,2014-2018,45.47383,-70.28064,Not LSOG,Not LSOG,,1
171137810020004,2014-2018,45.37149,-70.13441,Not LSOG,Not LSOG,,1
171137811020004,2014-2018,45.30436,-70.1845,Not LSOG,Not LSOG,,1
171137812020004,2014-2018,45.40718,-70.32434,Transitioning LS,Transitioning LS,,2
171137813020004,2014-2018,45.25196,-70.43739,Not LSOG,Not LSOG,,1
171137814020004,2014-2018,45.42945,-70.51838,LS,Transitioning LS,,1
171137815020004,2014-2018,45.30214,-70.31325,Not LSOG,Not LSOG,,1
171137816020004,2014-2018,45.324,-70.36065,Not LSOG,Not LSOG,,1
171137818020004,2014-2018,45.99335,-69.46348,Not LSOG,Not LSOG,,1
171137819020004,2014-2018,46.07783,-69.55849,Not LSOG,Not LSOG,,1
171137820020004,2014-2018,45.92666,-69.46837,Not LSOG,Not LSOG,,1
171137821020004,2014-2018,45.84281,-69.54525,Not LSOG,Not LSOG,,1
171137822020004,2014-2018,45.74918,-69.39915,Not LSOG,Not LSOG,,1
171137823020004,2014-2018,45.70227,-69.4735,Not LSOG,Not LSOG,,1
171137824020004,2014-2018,45.77118,-69.59881,Not LSOG,Not LSOG,,3
171137825020004,2014-2018,45.64326,-69.75657,Not LSOG,Not LSOG,,1
171137826020004,2014-2018,45.49564,-69.66084,Transitioning LS,Transitioning LS,,1
171137827020004,2014-2018,45.65625,-69.89377,Not LSOG,Not LSOG,,1
171137828020004,2014-2018,45.41774,-69.89531,Not LSOG,Not LSOG,,1
171137829020004,2014-2018,45.34155,-69.73649,Not LSOG,Not LSOG,,1
171137830020004,2014-2018,47.30131,-68.25556,Not LSOG,Not LSOG,,
171137831020004,2014-2018,47.20893,-68.13661,Not LSOG,Not LSOG,,
171137832020004,2014-2018,46.93604,-68.158,Not LSOG,Not LSOG,,
171137835020004,2014-2018,47.07815,-68.43281,Not LSOG,Not LSOG,,1
171137836020004,2014-2018,47.00281,-68.32146,Not LSOG,Not LSOG,,1
171137837020004,2014-2018,46.93648,-68.38852,Not LSOG,Not LSOG,,1
171137838020004,2014-2018,46.32744,-70.10409,Not LSOG,Not LSOG,,1
171137839020004,2014-2018,46.30474,-70.15374,Not LSOG,Not LSOG,,1
171137840020004,2014-2018,46.24489,-70.20995,Not LSOG,Not LSOG,,1
171137841020004,2014-2018,45.33212,-70.95529,Not LSOG,Not LSOG,,1
171137842020004,2014-2018,45.29734,-70.99558,Not LSOG,Not LSOG,,1
171137843020004,2014-2018,45.25144,-71.02234,Not LSOG,Not LSOG,,1
171137845020004,2014-2018,44.18285,-70.50684,Not LSOG,Not LSOG,,
171137846020004,2014-2018,44.09506,-70.57712,Not LSOG,Not LSOG,,
171137847020004,2014-2018,44.15608,-70.70581,Transitioning LS,Transitioning LS,,
171137848020004,2014-2018,44.03985,-70.6403,Transitioning LS,Transitioning LS,,
171137849020004,2014-2018,43.95661,-70.66054,Not LSOG,Not LSOG,,
171137850020004,2014-2018,43.90212,-70.74017,Not LSOG,Not LSOG,,
