state,eval_period,eval_year,CN,INVYR,LAT,LON,STDAGE,ba_total,ba_large,sd_dia,max_dia,snag_tpa,snag_thresh_1,snag_thresh_2,s_ba_large_v4,s_maturity_v4,s_structure_v4,s_canopy_v4,s_deadwood_v4,v4_total,v4_class,potapov_rh95,ornl_p_nonforest,ornl_p_allforest,ornl_p_other,ornl_p_mature,ornl_p_oldgrowth,s_canopy_height,v5_total,v5_class,v5b_class
ME,2014-2018,2016,171138152020004,2014,45.81073,-68.7614,78,176.640984504963,17.363061705636,4.382088915266267,23,24.072184,30,54,0,0,1,2,0,3,Not LSOG,19,2,98,92,3,3,1,4,Not LSOG,Transitioning LS
ME,2014-2018,2016,171138153020004,2014,45.7505,-68.8225,24,166.86979683497893,0,1.9486978126882393,11.5,6.018046,30,54,0,0,0,2,0,2,Not LSOG,16,0,100,20,46,34,0,2,Not LSOG,Not LSOG
ME,2014-2018,2016,171138154020004,2014,44.81241,-69.83823,68,137.02819023495755,30.438858534163916,3.312325277064411,22.7,24.072184,30,54,0,0,1,2,0,3,Not LSOG,0,65,35,32,3,0,0,3,Not LSOG,Not LSOG
ME,2014-2018,2016,171138155020004,2014,44.62494,-69.77413,78,86.76935713614239,0,2.513786404022428,14.2,30.09023,30,54,0,0,0,1,1,2,Not LSOG,9,0,100,38,62,0,0,2,Not LSOG,Not LSOG
ME,2014-2018,2016,171138156020004,2014,44.60316,-70.17245,38,66.88857152531304,0,2.7809193954581275,9.6,12.036092,30,54,0,0,0,0,0,0,Not LSOG,21,1,99,33,65,1,1,1,Not LSOG,Not LSOG
ME,2014-2018,2016,171138157020004,2014,43.60995,-70.93634,126,99.6557921510364,31.13666324467776,3.7343544498643224,30.8,60.18046,30,54,0,2,1,1,2,6,LS,22,0,100,17,80,3,1,7,LS,LS
ME,2014-2018,2016,171138158020004,2014,46.3844,-68.88022,30,144.54688554368676,0,1.3168492327996923,16.2,6.018046,30,54,0,0,0,2,0,2,Not LSOG,15,1,99,50,44,5,0,2,Not LSOG,Not LSOG
ME,2014-2018,2016,171138159020004,2014,45.44847,-70.07944,25,64.01487054320567,0,1.4261774659105364,10.2,78.234598,30,54,0,0,0,0,2,2,Not LSOG,17,0,100,49,48,3,0,2,Not LSOG,Not LSOG
ME,2014-2018,2016,171138160020004,2014,45.12563,-69.9471,57,60.43082270816052,0,2.567845095578521,17.6,42.126322,30,54,0,0,0,0,1,1,Not LSOG,19,0,100,64,33,3,1,2,Not LSOG,Not LSOG
ME,2014-2018,2016,171138161020004,2014,44.94159,-70.34794,93,130.0808617591399,0,2.606060306676985,13.9,12.036092,30,54,0,1,0,2,0,3,Not LSOG,18,0,100,70,30,0,1,4,Not LSOG,Transitioning LS
ME,2014-2018,2016,171138162020004,2014,44.68945,-70.24505,25,56.59398353470464,0,1.5831373386830432,7.8,0,30,54,0,0,0,0,0,0,Not LSOG,21,0,100,53,47,0,1,1,Not LSOG,Not LSOG
ME,2014-2018,2016,171138163020004,2014,46.44496,-69.42312,83,63.128474572831195,0,1.7925714311489562,7.4,30.09023,30,54,0,1,0,0,1,2,Not LSOG,16,0,100,57,40,3,0,2,Not LSOG,Not LSOG
ME,2014-2018,2016,171138164020004,2014,46.46888,-69.60767,76,126.71396156897676,0,3.6572527073668004,17.6,24.072184,30,54,0,0,1,2,0,3,Not LSOG,17,0,100,62,37,1,0,3,Not LSOG,Not LSOG
ME,2014-2018,2016,171138165020004,2014,46.14499,-69.60428,163,167.58947426043886,0,3.5104914924753765,17.6,12.036092,30,54,0,2,1,2,0,5,Transitioning LS,15,0,100,51,45,4,0,5,Transitioning LS,Transitioning LS
ME,2014-2018,2016,171138166020004,2014,46.24338,-69.59812,103,101.17270369492955,29.556591807042,3.0637137583256155,22.1,0,30,54,0,1,1,1,0,3,Not LSOG,17,0,100,51,47,2,0,3,Not LSOG,Not LSOG
ME,2014-2018,2016,171138167020004,2014,46.26143,-69.78756,73,78.4079273109294,0,1.997274368474266,15.1,6.018046,30,54,0,0,0,0,0,0,Not LSOG,19,0,100,74,26,0,1,1,Not LSOG,Not LSOG
ME,2014-2018,2016,171138168020004,2014,45.16218,-70.29936,85,213.06590330101594,68.2854096890178,4.473321860177109,29.4,24.072184,30,54,1,1,1,2,0,5,Transitioning LS,15,0,100,56,42,2,0,5,Transitioning LS,Transitioning LS
ME,2014-2018,2016,171138169020004,2014,44.88171,-70.54855,65,79.13427581514203,0,3.701123520381241,12.9,12.036092,30,54,0,0,1,0,0,1,Not LSOG,13,0,100,50,50,0,0,1,Not LSOG,Not LSOG
ME,2014-2018,2016,171138171020004,2014,46.32155,-69.75412,95,116.44912523312351,0,4.126221529570701,16.6,12.036092,30,54,0,1,1,1,0,3,Not LSOG,15,0,100,66,32,2,0,3,Not LSOG,Not LSOG
ME,2014-2018,2016,171138172020004,2014,46.42263,-69.84904,66,32.776583700594955,0,1.46798451955765,8.6,18.054138000000002,30,54,0,0,0,0,0,0,Not LSOG,9,0,100,68,29,3,0,0,Not LSOG,Not LSOG
ME,2014-2018,2016,171138173020004,2014,45.06038,-70.7814,86,150.45134591579904,0,3.738666799960002,18.1,6.018046,30,54,0,1,1,2,0,4,Transitioning LS,13,0,100,59,40,1,0,4,Not LSOG,Transitioning LS
ME,2014-2018,2016,171138174020004,2014,44.343124,-70.886137,53,58.29151743404675,0,2.659569190864259,13.1,18.054138000000002,30,54,0,0,0,0,0,0,Not LSOG,21,0,100,35,62,3,1,1,Not LSOG,Not LSOG
ME,2014-2018,2016,171138175020004,2014,44.282811,-70.964341,85,211.89160468633068,0,2.2247188960472344,16.6,18.054138000000002,30,54,0,1,0,2,0,3,Not LSOG,15,0,100,32,49,19,0,3,Not LSOG,Not LSOG
ME,2014-2018,2016,171138176020004,2014,44.334465,-70.934067,78,188.08382340848735,0,2.4469524149173494,12.6,42.126322,30,54,0,0,0,2,1,3,Not LSOG,16,0,100,24,51,25,0,3,Not LSOG,Not LSOG
ME,2014-2018,2016,243882379489998,2015,45.1688,-69.48444,82,141.5361452714244,0,2.3278730949368542,15.2,30.09023,30,54,0,1,0,2,1,4,Transitioning LS,13,0,100,39,56,5,0,4,Not LSOG,Transitioning LS
ME,2014-2018,2016,243882380489998,2015,44.9542,-69.6616,73,61.27813355714712,0,2.16293576920416,12.4,12.036092,30,54,0,0,0,0,0,0,Not LSOG,21,0,100,41,59,0,1,1,Not LSOG,Not LSOG
ME,2014-2018,2016,243882382489998,2015,45.1312,-69.7078,55,66.64161953632716,0,1.037336017725823,10.3,0,30,54,0,0,0,0,0,0,Not LSOG,0,72,28,28,0,0,0,0,Not LSOG,Not LSOG
ME,2014-2018,2016,243882383489998,2015,45.05179,-69.76824,20,41.30310266378856,0,0.5625734519943941,3,0,30,54,0,0,0,0,0,0,Not LSOG,5,2,98,33,64,1,0,0,Not LSOG,Not LSOG
ME,2014-2018,2016,243882384489998,2015,45.08643,-69.98097,60,76.29425474667012,0,1.997136266370024,11.5,24.072184,30,54,0,0,0,0,0,0,Not LSOG,3,1,99,66,32,1,0,0,Not LSOG,Not LSOG
ME,2014-2018,2016,243882385489998,2015,44.99898,-70.00388,22,65.07056889764856,0,1.3086280810963615,8.1,0,30,54,0,0,0,0,0,0,Not LSOG,4,0,100,52,44,4,0,0,Not LSOG,Not LSOG
ME,2014-2018,2016,243882386489998,2015,43.54356,-70.9434,20,0.58875933316032,0,0,1.2,0,30,54,0,0,0,0,0,0,Not LSOG,20,0,100,14,80,6,1,1,Not LSOG,Not LSOG
ME,2014-2018,2016,243882387489998,2015,45.05495,-69.19359,58,118.44882740032595,0,2.6078469385899443,15.4,12.036092,30,54,0,0,0,1,0,1,Not LSOG,10,0,100,41,57,2,0,1,Not LSOG,Not LSOG
ME,2014-2018,2016,243882388489998,2015,45.54872,-70.14176,40,41.64817448079216,0,1.6151423485250191,14,30.09023,30,54,0,0,0,0,1,1,Not LSOG,15,0,100,43,52,5,0,1,Not LSOG,Not LSOG
ME,2014-2018,2016,243882389489998,2015,45.11335,-70.30611,81,176.91486572050235,14.891205038241962,4.680230668888457,21.3,30.09023,30,54,0,1,1,2,1,5,Transitioning LS,16,0,100,54,45,1,0,5,Transitioning LS,Transitioning LS
ME,2014-2018,2016,243882390489998,2015,46.38199,-69.85379,21,67.9474646552646,0,1.2899928780995829,7.5,18.054138000000002,30,54,0,0,0,0,0,0,Not LSOG,12,0,100,66,29,5,0,0,Not LSOG,Not LSOG
ME,2014-2018,2016,243882391489998,2015,46.15568,-69.86035,65,80.27387887732955,0,2.1825879366836713,11.4,12.036092,30,54,0,0,0,1,0,1,Not LSOG,10,0,100,77,23,0,0,1,Not LSOG,Not LSOG
ME,2014-2018,2016,243882392489998,2015,46.25875,-70.15833,24,52.255826341991636,0,0.5891958722186355,5.5,0,30,54,0,0,0,0,0,0,Not LSOG,12,15,85,78,6,1,0,0,Not LSOG,Not LSOG
ME,2014-2018,2016,243882393489998,2015,44.864634,-70.892107,22,32.126562932881676,0,1.9915001171948856,10.1,12.036092,30,54,0,0,0,0,0,0,Not LSOG,12,10,90,60,26,4,0,0,Not LSOG,Not LSOG
ME,2014-2018,2016,243882394489998,2015,43.94869,-70.27517,71,54.909615915330114,0,2.4572985110120875,14.7,12.036092,30,54,0,0,0,0,0,0,Not LSOG,9,1,99,29,68,2,0,0,Not LSOG,Not LSOG
ME,2014-2018,2016,243882395489998,2015,45.79138,-69.531,45,158.6431911569483,0,1.9334353067382766,12.2,12.036092,30,54,0,0,0,2,0,2,Not LSOG,4,11,89,71,17,1,0,2,Not LSOG,Not LSOG
ME,2014-2018,2016,243882396489998,2015,45.79257,-69.78716,45,93.28109391686772,0,2.3719548160877375,10.2,0,30,54,0,0,0,1,0,1,Not LSOG,13,2,98,46,48,4,0,1,Not LSOG,Not LSOG
ME,2014-2018,2016,243882397489998,2015,44.32569,-70.74654,71,103.6798345136466,0,3.1783478894254014,16,18.054138000000002,30,54,0,0,1,1,0,2,Not LSOG,22,0,100,37,63,0,1,3,Not LSOG,Not LSOG
ME,2014-2018,2016,243882398489998,2015,44.67178,-68.36026,27,109.24757870605343,0,1.612077736385158,12.3,0,30,54,0,0,0,1,0,1,Not LSOG,15,0,100,29,67,4,0,1,Not LSOG,Not LSOG
ME,2014-2018,2016,243882399489998,2015,44.12189,-69.28764,90,205.64884428396837,55.37897656257132,5.610489639930457,24.3,48.144368,30,54,1,1,1,2,1,6,LS,12,21,79,62,17,0,0,6,Transitioning LS,LS
ME,2014-2018,2016,243882400489998,2015,44.70491,-69.15141,61,153.03222956780422,0,3.555799129656834,16,30.09023,30,54,0,0,1,2,1,4,Transitioning LS,20,1,99,34,63,2,1,5,Transitioning LS,Transitioning LS
ME,2014-2018,2016,243882401489998,2015,44.50047,-69.07206,69,95.49581139122543,15.172164978129,2.515004548703754,21.5,18.054138000000002,30,54,0,0,0,1,0,1,Not LSOG,13,2,98,40,57,1,0,1,Not LSOG,Not LSOG
ME,2014-2018,2016,243882402489998,2015,46.95922,-69.54266,35,107.15721977267063,0,1.9059306179767086,14.3,18.054138000000002,30,54,0,0,0,1,0,1,Not LSOG,13,0,100,52,46,2,0,1,Not LSOG,Not LSOG
ME,2014-2018,2016,243882403489998,2015,44.92279,-70.45558,86,193.35224217097618,30.9072345087186,3.1238096948652303,23.1,24.072184,30,54,0,1,1,2,0,4,Transitioning LS,8,0,100,64,36,0,0,4,Not LSOG,Transitioning LS
ME,2014-2018,2016,243882404489998,2015,46.23244,-69.96568,44,219.295263535929,0,2.0785289691004705,19.8,30.09023,30,54,0,0,0,2,1,3,Not LSOG,14,1,99,57,35,7,0,3,Not LSOG,Not LSOG
ME,2014-2018,2016,243882405489998,2015,44.11266,-70.90496,58,148.86389743615945,15.172164978129,2.667538800723896,21.5,6.018046,30,54,0,0,0,2,0,2,Not LSOG,15,2,98,32,64,2,0,2,Not LSOG,Not LSOG
ME,2014-2018,2016,243882406489998,2015,46.89833,-68.99668,83,96.26300113381488,0,2.2809863115956563,14.3,42.126322,30,54,0,1,0,1,1,3,Not LSOG,16,0,100,40,55,5,0,3,Not LSOG,Not LSOG
ME,2014-2018,2016,243882407489998,2015,45.98286,-69.21076,25,51.24609348024888,0,0.975843874273928,9.9,0,30,54,0,0,0,0,0,0,Not LSOG,9,0,100,88,10,2,0,0,Not LSOG,Not LSOG
ME,2014-2018,2016,243882408489998,2015,46.54702,-69.31433,27,151.4518463619666,0,1.0132008790824538,15.9,18.054138000000002,30,54,0,0,0,2,0,2,Not LSOG,14,0,100,52,43,5,0,2,Not LSOG,Not LSOG
ME,2014-2018,2016,243882409489998,2015,46.26209,-69.55364,60,88.10000772806627,32.77515859504704,2.913904801965458,31.6,0,30,54,0,0,0,1,0,1,Not LSOG,5,0,100,57,42,1,0,1,Not LSOG,Not LSOG
ME,2014-2018,2016,243882410489998,2015,46.06582,-69.73787,28,62.79076160099675,0,1.5034870479782372,13,12.036092,30,54,0,0,0,0,0,0,Not LSOG,19,0,100,92,8,0,1,1,Not LSOG,Not LSOG
ME,2014-2018,2016,243882412489998,2015,45.47416,-68.83668,145,184.18618561535604,0,3.8112699270456756,19.9,54.162414,30,54,0,2,1,2,2,7,LS,15,NA,NA,NA,NA,NA,0,7,LS,LS
ME,2014-2018,2016,243882413489998,2015,44.06725,-69.98594,72,114.66143567730323,0,3.408865818658844,14.1,36.108276000000004,30,54,0,0,1,1,1,3,Not LSOG,NA,100,0,0,0,0,0,3,Not LSOG,Not LSOG
ME,2014-2018,2016,243882415489998,2015,43.14884,-70.69929,60,224.2871034143814,14.20029303653376,4.006366035333483,20.8,48.144368,30,54,0,0,1,2,1,4,Transitioning LS,0,86,14,6,6,2,0,4,Not LSOG,Transitioning LS
ME,2014-2018,2016,243882416489998,2015,46.91761,-67.95825,63,53.60567223422988,0,2.730164236151745,11.5,6.018046,30,54,0,0,0,0,0,0,Not LSOG,0,100,0,0,0,0,0,0,Not LSOG,Not LSOG
ME,2014-2018,2016,243882417489998,2015,46.53808,-68.09265,96,79.30476347339844,0,2.6513869945219803,14,0,30,54,0,1,0,0,0,1,Not LSOG,14,0,100,46,50,4,0,1,Not LSOG,Not LSOG
ME,2014-2018,2016,243882419489998,2015,45.51768,-69.08082,63,148.17775614838666,0,2.1677158796340916,11.7,48.144368,30,54,0,0,0,2,1,3,Not LSOG,22,0,100,65,35,0,1,4,Not LSOG,Transitioning LS
ME,2014-2018,2016,243882420489998,2015,44.77232,-68.84506,68,69.43413082999716,0,2.190437563286205,10.9,30.09023,30,54,0,0,0,0,1,1,Not LSOG,7,1,99,45,53,1,0,1,Not LSOG,Not LSOG
ME,2014-2018,2016,243882421489998,2015,46.04712,-67.91838,55,116.56996019558244,0,2.6684189929537663,12.9,30.09023,30,54,0,0,0,1,1,2,Not LSOG,19,2,98,78,20,0,1,3,Not LSOG,Not LSOG
ME,2014-2018,2016,243882422489998,2015,45.43654,-68.65379,30,141.13580733133128,0,2.0566850453253602,14.4,6.018046,30,54,0,0,0,2,0,2,Not LSOG,10,NA,NA,NA,NA,NA,0,2,Not LSOG,Not LSOG
ME,2014-2018,2016,243882423489998,2015,45.16997,-68.72078,65,60.5128125141054,17.363061705636,4.055319184317009,23,6.018046,30,54,0,0,1,0,0,1,Not LSOG,16,0,100,40,57,3,0,1,Not LSOG,Not LSOG
ME,2014-2018,2016,243882424489998,2015,45.10166,-68.72112,78,109.97373426683508,0,3.5515449516080055,16.5,54.162414,30,54,0,0,1,1,2,4,Transitioning LS,20,NA,NA,NA,NA,NA,1,5,Transitioning LS,Transitioning LS
ME,2014-2018,2016,243882425489998,2015,44.80764,-69.18926,158,214.77421254904272,0,3.0191366191270004,13.6,102.306782,30,54,0,2,1,2,2,7,LS,4,0,100,42,54,4,0,7,LS,LS
ME,2014-2018,2016,243882426489998,2015,43.84062,-69.74197,69,117.93332256007464,0,4.33569446799282,17,24.072184,30,54,0,0,1,1,0,2,Not LSOG,14,1,99,31,66,2,0,2,Not LSOG,Not LSOG
ME,2014-2018,2016,243882427489998,2015,45.91106,-70.03139,87,125.15364919963656,0,3.2118122532771025,17.3,12.036092,30,54,0,1,1,2,0,4,Transitioning LS,14,1,99,67,31,1,0,4,Not LSOG,Transitioning LS
ME,2014-2018,2016,243882428489998,2015,45.95632,-70.20548,38,173.06425752754066,0,1.8484141452275396,13.1,36.108276000000004,30,54,0,0,0,2,1,3,Not LSOG,6,4,96,72,18,6,0,3,Not LSOG,Not LSOG
ME,2014-2018,2016,243882429489998,2015,45.80856,-70.3259,32,44.379767987177395,0,1.237164126629228,8.7,6.018046,30,54,0,0,0,0,0,0,Not LSOG,4,0,100,62,38,0,0,0,Not LSOG,Not LSOG
ME,2014-2018,2016,243882430489998,2015,45.51217,-70.36464,75,55.21977137344608,0,2.7955297848523966,16.2,6.018046,30,54,0,0,0,0,0,0,Not LSOG,14,1,99,37,56,6,0,0,Not LSOG,Not LSOG
ME,2014-2018,2016,243882431489998,2015,45.5371,-70.55496,62,138.03129957813658,0,3.0041695462591824,12.6,48.144368,30,54,0,0,1,2,1,4,Transitioning LS,9,NA,NA,NA,NA,NA,0,4,Not LSOG,Transitioning LS
ME,2014-2018,2016,243882432489998,2015,45.1993,-71.01079,63,82.33045266531023,0,1.8331259151763586,13.6,132.397012,30,54,0,0,0,1,2,3,Not LSOG,15,1,99,48,49,2,0,3,Not LSOG,Not LSOG
ME,2014-2018,2016,243882434489998,2015,45.75008,-69.18274,98,115.82629702733664,0,2.950127588541701,12.8,24.072184,30,54,0,1,0,1,0,2,Not LSOG,19,0,100,36,63,1,1,3,Not LSOG,Not LSOG
ME,2014-2018,2016,243882435489998,2015,45.47296,-69.4191,25,15.758147969496719,0,1.0239383160753759,7.8,12.036092,30,54,0,0,0,0,0,0,Not LSOG,12,0,100,68,31,1,0,0,Not LSOG,Not LSOG
ME,2014-2018,2016,243882436489998,2015,45.18746,-69.66117,45,37.0413758525094,0,1.8904384036929842,10.6,0,30,54,0,0,0,0,0,0,Not LSOG,19,0,100,84,16,0,1,1,Not LSOG,Not LSOG
ME,2014-2018,2016,243882437489998,2015,44.92586,-69.87757,105,112.870514030688,0,2.5120533381216634,12.8,36.108276000000004,30,54,0,1,0,1,1,3,Not LSOG,20,8,92,34,54,4,1,4,Not LSOG,Transitioning LS
ME,2014-2018,2016,243882438489998,2015,44.34508,-70.33731,61,164.06191036505302,0,2.8323414913050446,14.9,36.108276000000004,30,54,0,0,0,2,1,3,Not LSOG,17,1,99,39,58,2,0,3,Not LSOG,Not LSOG
ME,2014-2018,2016,243882439489998,2015,44.06808,-70.57963,67,150.4849126457358,0,4.04326700138567,17.3,36.108276000000004,30,54,0,0,1,2,1,4,Transitioning LS,20,2,98,27,69,2,1,5,Transitioning LS,Transitioning LS
ME,2014-2018,2016,243882440489998,2015,44.08064,-70.96429,54,70.36766424575568,14.064079981565158,4.413044503608029,20.7,0,30,54,0,0,1,0,0,1,Not LSOG,0,100,0,0,0,0,0,1,Not LSOG,Not LSOG
ME,2014-2018,2016,243882441489998,2015,45.52294,-69.77424,53,106.64292059845883,0,2.5686526248726502,15.2,18.054138000000002,30,54,0,0,0,1,0,1,Not LSOG,19,0,100,74,25,1,1,2,Not LSOG,Not LSOG
ME,2014-2018,2016,243882442489998,2015,45.22479,-70.01768,90,48.555595175350675,0,2.387852419018273,11.6,6.018046,30,54,0,1,0,0,0,1,Not LSOG,19,0,100,89,10,1,1,2,Not LSOG,Not LSOG
ME,2014-2018,2016,243882443489998,2015,44.66386,-70.45436,84,144.17128398018133,0,2.4468988009189854,16.5,12.036092,30,54,0,1,0,2,0,3,Not LSOG,20,1,99,66,33,0,1,4,Not LSOG,Transitioning LS
ME,2014-2018,2016,243882445489998,2015,44.24305,-70.20974,31,101.82435572622744,13.1289691536,3.3280908695832103,20,0,30,54,0,0,1,1,0,2,Not LSOG,5,1,99,38,61,0,0,2,Not LSOG,Not LSOG
ME,2014-2018,2016,243882447489998,2015,46.82481,-68.46208,5,1.0834807172742,0,0.04999999999999993,1.2,6.018046,30,54,0,0,0,0,0,0,Not LSOG,16,0,100,51,39,10,0,0,Not LSOG,Not LSOG
ME,2014-2018,2016,243882448489998,2015,46.75173,-68.51246,28,57.1744218389238,0,1.3097332444112133,6,12.036092,30,54,0,0,0,0,0,0,Not LSOG,15,5,95,39,28,28,0,0,Not LSOG,Not LSOG
ME,2014-2018,2016,243882449489998,2015,46.49241,-68.69426,40,34.18240602470292,19.701659336121,3.9003250234931346,24.5,6.018046,30,54,0,0,1,0,0,1,Not LSOG,5,0,100,36,62,2,0,1,Not LSOG,Not LSOG
ME,2014-2018,2016,243882450489998,2015,46.31426,-68.70365,105,62.6096125124082,0,1.4929633092204013,13.8,6.018046,30,54,0,1,0,0,0,1,Not LSOG,15,0,100,69,30,1,0,1,Not LSOG,Not LSOG
ME,2014-2018,2016,243882451489998,2015,44.33788,-68.36566,109,158.82656131449863,14.337162539960037,3.4161575885854583,20.9,84.252644,30,54,0,1,1,2,2,6,LS,19,4,96,55,40,1,1,7,LS,LS
ME,2014-2018,2016,243882452489998,2015,45.34848,-67.93686,54,135.85197325005575,0,2.0238336474072813,13.3,0,30,54,0,0,0,2,0,2,Not LSOG,20,3,97,94,3,0,1,3,Not LSOG,Not LSOG
ME,2014-2018,2016,243882453489998,2015,45.07582,-68.18345,35,117.52432868380716,16.616351585025,2.56646348771961,22.5,6.018046,30,54,0,0,0,1,0,1,Not LSOG,7,0,100,34,53,13,0,1,Not LSOG,Not LSOG
ME,2014-2018,2016,243882454489998,2015,44.91783,-68.12008,65,156.59936756163899,62.537875217800554,3.918258283220644,24.7,18.054138000000002,30,54,1,0,1,2,0,4,Transitioning LS,10,0,100,36,53,11,0,4,Not LSOG,Transitioning LS
ME,2014-2018,2016,243882455489998,2015,45.37311,-68.12139,63,42.99716137741128,0,1.3712330727796223,7.4,0,30,54,0,0,0,0,0,0,Not LSOG,3,3,97,92,5,0,0,0,Not LSOG,Not LSOG
ME,2014-2018,2016,243882456489998,2015,44.81661,-67.42427,95,12.994878872660038,0,2.5743077958897085,10.6,18.054138000000002,30,54,0,1,0,0,0,1,Not LSOG,7,1,99,61,36,2,0,1,Not LSOG,Not LSOG
ME,2014-2018,2016,243882457489998,2015,46.28598,-69.72599,70,71.74132211372184,0,2.2022937270515435,13,18.054138000000002,30,54,0,0,0,0,0,0,Not LSOG,4,0,100,66,31,3,0,0,Not LSOG,Not LSOG
ME,2014-2018,2016,243882458489998,2015,46.11708,-69.68917,45,70.25096170557684,0,1.9133784958346618,9.8,12.036092,30,54,0,0,0,0,0,0,Not LSOG,11,0,100,56,40,4,0,0,Not LSOG,Not LSOG
ME,2014-2018,2016,243882459489998,2015,45.96855,-69.60189,60,138.89195312784696,0,2.1662933714153554,19.2,12.036092,30,54,0,0,0,2,0,2,Not LSOG,12,0,100,49,45,6,0,2,Not LSOG,Not LSOG
ME,2014-2018,2016,243882460489998,2015,45.96274,-69.6971,25,226.36104789511907,0,1.3338072033459096,9.1,6.018046,30,54,0,0,0,2,0,2,Not LSOG,10,6,94,53,37,4,0,2,Not LSOG,Not LSOG
ME,2014-2018,2016,243882461489998,2015,45.9832,-69.79527,53,57.866099465625474,0,1.9930124265358513,14.2,0,30,54,0,0,0,0,0,0,Not LSOG,9,5,95,68,26,1,0,0,Not LSOG,Not LSOG
ME,2014-2018,2016,243882462489998,2015,46.07092,-69.77859,30,226.3684615356445,0,0.8658822428246684,8,0,30,54,0,0,0,2,0,2,Not LSOG,9,1,99,55,42,2,0,2,Not LSOG,Not LSOG
ME,2014-2018,2016,243882463489998,2015,46.07932,-69.92123,39,6.574547176803,0,1.525544822716467,6.3,30.09023,30,54,0,0,0,0,1,1,Not LSOG,11,0,100,92,8,0,0,1,Not LSOG,Not LSOG
ME,2014-2018,2016,243882464489998,2015,45.912350000000004,-69.84845,24,116.53066115566128,0,1.6300752501042393,19.3,24.072184,30,54,0,0,0,1,0,1,Not LSOG,9,1,99,66,31,2,0,1,Not LSOG,Not LSOG
ME,2014-2018,2016,243882465489998,2015,45.84856,-69.91982,40,29.9393881948476,0,1.5005879264245714,7.4,12.036092,30,54,0,0,0,0,0,0,Not LSOG,11,0,100,53,45,2,0,0,Not LSOG,Not LSOG
ME,2014-2018,2016,243882467489998,2015,45.6793,-69.84523,40,127.97363464983431,0,1.639994171848754,17.3,30.09023,30,54,0,0,0,2,1,3,Not LSOG,14,0,100,60,40,0,0,3,Not LSOG,Not LSOG
ME,2014-2018,2016,243882468489998,2015,45.78054,-69.95835,45,98.18443762164071,0,2.5807265627079192,17.5,24.072184,30,54,0,0,0,1,0,1,Not LSOG,7,0,100,68,30,2,0,1,Not LSOG,Not LSOG
ME,2014-2018,2016,243882469489998,2015,46.92277,-69.17927,20,39.4396729239078,0,1.404502635137896,9.9,6.018046,30,54,0,0,0,0,0,0,Not LSOG,12,1,99,46,44,9,0,0,Not LSOG,Not LSOG
ME,2014-2018,2016,243882471489998,2015,44.28274,-70.05684,63,137.4715065195864,0,4.642406040740846,18.9,0,30,54,0,0,1,2,0,3,Not LSOG,0,88,12,12,0,0,0,3,Not LSOG,Not LSOG
ME,2014-2018,2016,243882472489998,2015,44.23313,-70.05025,85,90.33221675014885,0,3.491840929552017,16.4,6.018046,30,54,0,1,1,1,0,3,Not LSOG,21,0,100,33,65,2,1,4,Not LSOG,Transitioning LS
ME,2014-2018,2016,243882473489998,2015,44.3924,-70.13072,25,13.975045258109759,0,1.9075509287495194,9.7,0,30,54,0,0,0,0,0,0,Not LSOG,15,3,97,41,54,2,0,0,Not LSOG,Not LSOG
ME,2014-2018,2016,243882477489998,2015,44.01651,-70.21773,63,141.24448881649582,0,3.955799310310704,18.3,18.054138000000002,30,54,0,0,1,2,0,3,Not LSOG,15,0,100,32,63,5,0,3,Not LSOG,Not LSOG
ME,2014-2018,2016,243882478489998,2015,44.10059,-70.34882,38,41.12162510161428,0,3.017408377038145,14,24.072184,30,54,0,0,1,0,0,1,Not LSOG,11,10,90,46,42,2,0,1,Not LSOG,Not LSOG
ME,2014-2018,2016,243882479489998,2015,44.03487,-70.4058,50,53.976208701968275,0,5.380574469077228,18.2,12.036092,30,54,0,0,1,0,0,1,Not LSOG,20,32,68,52,15,1,1,2,Not LSOG,Not LSOG
ME,2014-2018,2016,243882480489998,2015,43.86411,-70.32554,51,139.8588041812903,0,2.7557798950749364,19.7,12.036092,30,54,0,0,0,2,0,2,Not LSOG,6,100,0,0,0,0,0,2,Not LSOG,Not LSOG
ME,2014-2018,2016,243882486489998,2015,44.90818,-69.13698,73,160.27122874614372,0,2.379232953571476,13.6,54.162414,30,54,0,0,0,2,2,4,Transitioning LS,13,23,77,65,12,0,0,4,Not LSOG,Transitioning LS
ME,2014-2018,2016,243882487489998,2015,44.98208,-69.24308,45,122.00817514555439,0,1.8455010521355593,16.5,12.036092,30,54,0,0,0,2,0,2,Not LSOG,17,0,100,33,60,7,0,2,Not LSOG,Not LSOG
ME,2014-2018,2016,243882488489998,2015,44.91249,-69.30802,50,38.799495468092154,0,3.0539689386472233,18.9,0,30,54,0,0,1,0,0,1,Not LSOG,18,0,100,40,52,8,1,2,Not LSOG,Not LSOG
ME,2014-2018,2016,243882489489998,2015,44.8443,-69.59663,118,113.56440112798415,0,2.429579089974671,14.9,18.054138000000002,30,54,0,1,0,1,0,2,Not LSOG,9,1,99,37,52,10,0,2,Not LSOG,Not LSOG
ME,2014-2018,2016,243882490489998,2015,44.84805,-69.36138,105,201.1980929661576,0,1.9444634193485868,13.3,30.09023,30,54,0,1,0,2,1,4,Transitioning LS,21,2,98,46,51,1,1,5,Transitioning LS,Transitioning LS
